Photon Energy [eV],Flux [photons/s/0.1%bw]
1.000000000000000000e+02,4.553417748772111875e+14
4.204408817635270452e+02,5.963311683803431250e+14
7.408817635270540904e+02,6.128002940508787500e+14
1.061322645290581022e+03,5.990396087653410000e+14
1.381763527054108181e+03,5.741439497793743750e+14
1.702204408817635340e+03,5.451858157924147500e+14
2.022645290581162271e+03,5.153485760400050625e+14
2.343086172344689203e+03,4.861783019141761250e+14
2.663527054108216362e+03,4.584289113916121250e+14
2.983967935871743521e+03,4.324395143021398125e+14
3.304408817635270680e+03,4.083226807831120000e+14
3.624849699398797384e+03,3.860656216291905625e+14
3.945290581162324543e+03,3.655873325924615000e+14
4.265731462925851702e+03,3.467719003487317500e+14
4.586172344689378406e+03,3.294882379624688750e+14
4.906613226452906019e+03,3.136017924317639375e+14
5.227054108216432724e+03,2.989813843333195000e+14
5.547494989979959428e+03,2.855030424293579375e+14
5.867935871743487041e+03,2.730519673424043438e+14
6.188376753507013746e+03,2.615233290368491875e+14
6.508817635270541359e+03,2.508223507367956562e+14
6.829258517034068063e+03,2.408639653126191250e+14
7.149699398797594768e+03,2.315722251620843750e+14
7.470140280561122381e+03,2.228795899067210938e+14
7.790581162324649085e+03,2.147261707338116875e+14
8.111022044088175790e+03,2.070589656569051250e+14
8.431462925851703403e+03,1.998311325761146250e+14
8.751903807615230107e+03,1.930013218735745938e+14
9.072344689378756811e+03,1.865329960844282812e+14
9.392785571142283516e+03,1.803938999076297500e+14
9.713226452905812039e+03,1.745555425825604688e+14
1.003366733466933874e+04,1.689927373261684688e+14
1.035410821643286545e+04,1.636831815631900938e+14
1.067454909819639215e+04,1.586071059501888438e+14
1.099498997995991886e+04,1.537469519582432812e+14
1.131543086172344738e+04,1.490870978769990625e+14
1.163587174348697408e+04,1.446136133904945625e+14
1.195631262525050079e+04,1.403140472921587656e+14
1.227675350701402749e+04,1.361772412880035625e+14
1.259719438877755420e+04,1.321931714352636719e+14
1.291763527054108272e+04,1.283528023880291094e+14
1.323807615230460942e+04,1.246479718376912188e+14
1.355851703406813613e+04,1.210712759967539688e+14
1.387895791583166283e+04,1.176159856670186094e+14
1.419939879759518954e+04,1.142759580972311875e+14
1.451983967935871624e+04,1.110455749599140625e+14
1.484028056112224476e+04,1.079196757964283125e+14
1.516072144288577147e+04,1.048935101331596094e+14
1.548116232464929817e+04,1.019626856257829688e+14
1.580160320641282487e+04,9.912313501459064062e+13
1.612204408817635158e+04,9.637107434682796875e+13
1.644248496993988010e+04,9.370297967410967188e+13
1.676292585170340681e+04,9.111555342861073438e+13
1.708336673346693351e+04,8.860570743672104688e+13
1.740380761523046021e+04,8.617054022625462500e+13
1.772424849699398692e+04,8.380731588858515625e+13
1.804468937875751362e+04,8.151345557889423438e+13
1.836513026052104033e+04,7.928651569242395312e+13
1.868557114228456703e+04,7.712418269370842188e+13
1.900601202404809737e+04,7.502425965656204688e+13
1.932645290581162408e+04,7.298465321725103125e+13
1.964689378757515078e+04,7.100337282939409375e+13
1.996733466933867749e+04,6.907851466746244531e+13
2.028777555110220419e+04,6.720826231904617969e+13
2.060821643286573089e+04,6.539087786859607812e+13
2.092865731462925760e+04,6.362469295813092188e+13
2.124909819639278430e+04,6.190811068039570312e+13
2.156953907815631101e+04,6.023959809960448438e+13
2.188997995991983771e+04,5.861767862381746875e+13
2.221042084168336442e+04,5.704093543536001562e+13
2.253086172344689476e+04,5.550800371155904688e+13
2.285130260521042146e+04,5.401757016284571094e+13
2.317174348697394817e+04,5.256836498418860938e+13
2.349218436873747487e+04,5.115916724008553906e+13
2.381262525050100157e+04,4.978879885723002344e+13
2.413306613226452828e+04,4.845611838915378125e+13
2.445350701402805498e+04,4.716002700447581250e+13
2.477394789579158169e+04,4.589946152835888281e+13
2.509438877755510839e+04,4.467339553520287500e+13
2.541482965931863509e+04,4.348083196926571094e+13
2.573527054108216544e+04,4.232081026596190625e+13
2.605571142284569214e+04,4.119239940442883594e+13
2.637615230460921885e+04,4.009469958667078906e+13
2.669659318637274555e+04,3.902683487743364062e+13
2.701703406813627225e+04,3.798796115725455469e+13
2.733747494989979896e+04,3.697725913339362500e+13
2.765791583166332566e+04,3.599393642739228125e+13
2.797835671342685237e+04,3.503722023856249219e+13
2.829879759519037907e+04,3.410636585874626953e+13
2.861923847695390577e+04,3.320064966511708203e+13
2.893967935871743248e+04,3.231937147642558594e+13
2.926012024048096282e+04,3.146184730306214453e+13
2.958056112224448952e+04,3.062741816517337109e+13
2.990100200400801623e+04,2.981544313944875391e+13
3.022144288577154293e+04,2.902530023008961719e+13
3.054188376753506964e+04,2.825638748238484375e+13
3.086232464929859634e+04,2.750811549295160938e+13
3.118276553106212305e+04,2.677991697204684766e+13
3.150320641282564975e+04,2.607123953218653906e+13
3.182364729458917645e+04,2.538154678777412891e+13
3.214408817635270316e+04,2.471031784016491406e+13
3.246452905811622986e+04,2.405704870500783984e+13
3.278496993987976020e+04,2.342124427455352734e+13
3.310541082164328691e+04,2.280242902278586328e+13
3.342585170340681361e+04,2.220013924002008203e+13
3.374629258517034032e+04,2.161392441267261719e+13
3.406673346693386702e+04,2.104334681523842969e+13
3.438717434869739373e+04,2.048798315457562500e+13
3.470761523046092043e+04,1.994741616626204688e+13
3.502805611222444713e+04,1.942124610437011328e+13
3.534849699398797384e+04,1.890908260160476172e+13
3.566893787575150054e+04,1.841054624729682812e+13
3.598937875751502725e+04,1.792526825860279688e+13
3.630981963927855395e+04,1.745289225229751172e+13
3.663026052104208065e+04,1.699306570150365039e+13
3.695070140280560736e+04,1.654545181777783398e+13
3.727114228456913406e+04,1.610972125851986914e+13
3.759158316633266077e+04,1.568555382370905078e+13
3.791202404809619475e+04,1.527263818774674023e+13
3.823246492985972145e+04,1.487067163994676172e+13
3.855290581162324816e+04,1.447936202663742188e+13
3.887334669338677486e+04,1.409841885508532617e+13
3.919378757515030156e+04,1.372756586400303516e+13
3.951422845691382827e+04,1.336653237077069531e+13
3.983466933867735497e+04,1.301505512979906836e+13
4.015511022044088168e+04,1.267287811887577539e+13
4.047555110220440838e+04,1.233975233210311914e+13
4.079599198396793508e+04,1.201543557930363867e+13
4.111643286573146179e+04,1.169969463823889062e+13
4.143687374749498849e+04,1.139229579970442969e+13
4.175731462925851520e+04,1.109301841008202148e+13
4.207775551102204190e+04,1.080164565698379297e+13
4.239819639278556861e+04,1.051796662943778516e+13
4.271863727454909531e+04,1.024177615142299609e+13
4.303907815631262201e+04,9.972874620322173828e+12
4.335951903807614872e+04,9.711067850262251953e+12
4.367995991983967542e+04,9.456166920213599609e+12
4.400040080160320213e+04,9.207990585050052734e+12
4.432084168336672883e+04,8.966355020470732422e+12
4.464128256513026281e+04,8.731088674122441406e+12
4.496172344689378951e+04,8.502022253000393555e+12
4.528216432865731622e+04,8.278991034087486328e+12
4.560260521042084292e+04,8.061834737417331055e+12
4.592304609218436963e+04,7.850397402817088867e+12
4.624348697394789633e+04,7.644527270331107422e+12
4.656392785571142304e+04,7.444076664054883789e+12
4.688436873747494974e+04,7.248904612704932617e+12
4.720480961923847644e+04,7.058865929153361328e+12
4.752525050100200315e+04,6.873827141739570312e+12
4.784569138276552985e+04,6.693655815251924805e+12
4.816613226452905656e+04,6.518223066246083008e+12
4.848657314629258326e+04,6.347403465594570312e+12
4.880701402805610996e+04,6.181074943848942383e+12
4.912745490981963667e+04,6.019118699214969727e+12
4.944789579158316337e+04,5.861419108238790039e+12
4.976833667334669008e+04,5.707866548959500977e+12
5.008877755511021678e+04,5.558345799483631836e+12
5.040921843687374349e+04,5.412753052157739258e+12
5.072965931863727019e+04,5.270984553168062500e+12
5.105010020040079689e+04,5.132939316873812500e+12
5.137054108216433087e+04,4.998519050560207031e+12
5.169098196392785758e+04,4.867628081329541016e+12
5.201142284569138428e+04,4.740173285058822266e+12
5.233186372745491099e+04,4.616067036966998047e+12
5.265230460921843769e+04,4.495215186716426758e+12
5.297274549098196439e+04,4.377534752834826172e+12
5.329318637274549110e+04,4.262942134661794434e+12
5.361362725450901780e+04,4.151355953678712891e+12
5.393406813627254451e+04,4.042696993542047852e+12
5.425450901803607121e+04,3.936888141734068359e+12
5.457494989979959792e+04,3.833857445296111816e+12
5.489539078156312462e+04,3.733525725503651855e+12
5.521583166332665132e+04,3.635824844715727539e+12
5.553627254509017803e+04,3.540685554504541992e+12
5.585671342685370473e+04,3.448040442073345215e+12
5.617715430861723144e+04,3.357823880953490234e+12
5.649759519038075814e+04,3.269975202260124512e+12
5.681803607214428484e+04,3.184425890435957520e+12
5.713847695390781155e+04,3.101118499676189941e+12
5.745891783567133825e+04,3.019994082548288574e+12
5.777935871743486496e+04,2.940995251046926758e+12
5.809979959919839166e+04,2.864069483396158691e+12
5.842024048096192564e+04,2.789155809949447266e+12
5.874068136272545235e+04,2.716204507110387695e+12
5.906112224448897905e+04,2.645167391080077148e+12
5.938156312625250575e+04,2.575987642195590820e+12
5.970200400801603246e+04,2.508623039338494141e+12
6.002244488977955916e+04,2.443019341353645508e+12
6.034288577154308587e+04,2.379138737394975586e+12
6.066332665330661257e+04,2.316925837107170410e+12
6.098376753507013927e+04,2.256341790359769043e+12
6.130420841683366598e+04,2.197343845191290283e+12
6.162464929859719268e+04,2.139890376969238037e+12
6.194509018036071939e+04,2.083940858408177734e+12
6.226553106212424609e+04,2.029455830397656494e+12
6.258597194388777280e+04,1.976396873617450439e+12
6.290641282565129950e+04,1.924726580918343018e+12
6.322685370741482620e+04,1.874408530447197754e+12
6.354729458917835291e+04,1.825407259495781250e+12
6.386773547094187961e+04,1.777688239053316406e+12
6.418817635270540632e+04,1.731217849043374756e+12
6.450861723446893302e+04,1.685963354226257568e+12
6.482905811623245972e+04,1.641892880748539551e+12
6.514949899799599370e+04,1.598975393322003662e+12
6.546993987975952041e+04,1.557180673014695801e+12
6.579038076152304711e+04,1.516479295637296387e+12
6.611082164328657382e+04,1.476842610708516846e+12
6.643126252505010052e+04,1.438242720983683350e+12
6.675170340681362723e+04,1.400652462531110352e+12
6.707214428857715393e+04,1.364045385341298340e+12
6.739258517034068063e+04,1.328395734454442139e+12
6.771302605210420734e+04,1.293678431592116943e+12
6.803346693386773404e+04,1.259869057279409668e+12
6.835390781563126075e+04,1.226943833444172852e+12
6.867434869739478745e+04,1.194879606480425537e+12
6.899478957915831415e+04,1.163653830763302734e+12
6.931523046092184086e+04,1.133244552603308594e+12
6.963567134268536756e+04,1.103630394627966064e+12
6.995611222444889427e+04,1.074790540579283691e+12
7.027655310621242097e+04,1.046704720515805176e+12
7.059699398797594768e+04,1.019353196408282593e+12
7.091743486973947438e+04,9.927167481183582764e+11
7.123787575150300108e+04,9.667766597499049072e+11
7.155831663326652779e+04,9.415147063629781494e+11
7.187875751503005449e+04,9.169131410406048584e+11
7.219919839679358120e+04,8.929546822989056396e+11
7.251963927855710790e+04,8.696225018313093262e+11
7.284008016032063460e+04,8.469002125778726807e+11
7.316052104208416131e+04,8.247718571109681396e+11
7.348096192384768801e+04,8.032218963288400879e+11
7.380140280561121472e+04,7.822351984487650146e+11
7.412184368737474142e+04,7.617970282917780762e+11
7.444228456913826813e+04,7.418930368511481934e+11
7.476272545090179483e+04,7.225092511369982910e+11
7.508316633266532153e+04,7.036320642896739502e+11
7.540360721442886279e+04,6.852482259546724854e+11
7.572404809619238949e+04,6.673448329121293945e+11
7.604448897795591620e+04,6.499093199540552979e+11
7.636492985971944290e+04,6.329294510027132568e+11
7.668537074148296961e+04,6.163933104636843262e+11
7.700581162324649631e+04,6.002892948073634033e+11
7.732625250501002301e+04,5.846061043727875977e+11
7.764669338677354972e+04,5.693327353878693848e+11
7.796713426853707642e+04,5.544584722002666016e+11
7.828757515030060313e+04,5.399728797132746582e+11
7.860801603206412983e+04,5.258657960212836304e+11
7.892845691382765654e+04,5.121273252394880371e+11
7.924889779559118324e+04,4.987478305226783447e+11
7.956933867735470994e+04,4.857179272680874634e+11
7.988977955911823665e+04,4.730284764973983765e+11
8.021022044088176335e+04,4.606705784131532593e+11
8.053066132264529006e+04,4.486355661249268799e+11
8.085110220440881676e+04,4.369149995407637939e+11
8.117154308617234346e+04,4.255006594194850464e+11
8.149198396793587017e+04,4.143845415796009521e+11
8.181242484969939687e+04,4.035588512606761475e+11
8.213286573146292358e+04,3.930159976330999146e+11
8.245330661322645028e+04,3.827485884523353882e+11
8.277374749498997699e+04,3.727494248538138428e+11
8.309418837675350369e+04,3.630114962847517090e+11
8.341462925851703039e+04,3.535279755692636719e+11
8.373507014028055710e+04,3.442922141032445068e+11
8.405551102204408380e+04,3.352977371755845337e+11
8.437595190380761051e+04,3.265382394123779907e+11
8.469639278557113721e+04,3.180075803408704834e+11
8.501683366733466391e+04,3.096997800699814453e+11
8.533727454909819062e+04,3.016090150843187256e+11
8.565771543086171732e+04,2.937296141486876831e+11
8.597815631262524403e+04,2.860560543201760254e+11
8.629859719438877073e+04,2.785829570649725342e+11
8.661903807615229744e+04,2.713050844771561279e+11
8.693947895791582414e+04,2.642173355967620239e+11
8.725991983967935084e+04,2.573147428245066223e+11
8.758036072144287755e+04,2.505924684306203003e+11
8.790080160320640425e+04,2.440458011553064880e+11
8.822124248496993096e+04,2.376701528984109802e+11
8.854168336673345766e+04,2.314610554959484558e+11
8.886212424849698436e+04,2.254141575811992188e+11
8.918256513026052562e+04,2.195252215281448364e+11
8.950300601202405232e+04,2.137901204750766907e+11
8.982344689378757903e+04,2.082048354262615051e+11
9.014388777555110573e+04,2.027654524296123047e+11
9.046432865731463244e+04,1.974681598283615417e+11
9.078476953907815914e+04,1.923092455847889709e+11
9.110521042084168585e+04,1.872850946741067200e+11
9.142565130260521255e+04,1.823921865466577759e+11
9.174609218436873925e+04,1.776270926566279297e+11
9.206653306613226596e+04,1.729864740555237732e+11
9.238697394789579266e+04,1.684670790487124023e+11
9.270741482965931937e+04,1.640657409133642883e+11
9.302785571142284607e+04,1.597793756761863098e+11
9.334829659318637277e+04,1.556049799493711548e+11
9.366873747494989948e+04,1.515396288232362061e+11
9.398917835671342618e+04,1.475804738140584412e+11
9.430961923847695289e+04,1.437247408656584778e+11
9.463006012024047959e+04,1.399697284033196106e+11
9.495050100200400630e+04,1.363128054386682739e+11
9.527094188376753300e+04,1.327514097241775665e+11
9.559138276553105970e+04,1.292830459559898224e+11
9.591182364729458641e+04,1.259052840237913361e+11
9.623226452905811311e+04,1.226157573065021973e+11
9.655270541082163982e+04,1.194121610125804291e+11
