Photon Energy [eV],Spectral power [W/eV]
5.201142284569138428e+04,4.583389953649000015e-05
5.233186372745491099e+04,4.388895893686595943e-05
5.265230460921843769e+04,4.202664771622841765e-05
5.297274549098196439e+04,4.024345002559154711e-05
5.329318637274549110e+04,3.853599992047883083e-05
5.361362725450901780e+04,3.690107495179028945e-05
5.393406813627254451e+04,3.533559003172914974e-05
5.425450901803607121e+04,3.383659156292090803e-05
5.457494989979959792e+04,3.240125181937418775e-05
5.489539078156312462e+04,3.102686356842539113e-05
5.521583166332665132e+04,2.971083492328076934e-05
5.553627254509017803e+04,2.845068441622022475e-05
5.585671342685370473e+04,2.724403628295809555e-05
5.617715430861723144e+04,2.608861594906860005e-05
5.649759519038075814e+04,2.498224570977735599e-05
5.681803607214428484e+04,2.392284059479736757e-05
5.713847695390781155e+04,2.290840441024845470e-05
5.745891783567133825e+04,2.193702595004345501e-05
5.777935871743486496e+04,2.100687536945419464e-05
5.809979959919839166e+04,2.011620071388557732e-05
5.842024048096192564e+04,1.926332459618739390e-05
5.874068136272545235e+04,1.844664101612202128e-05
5.906112224448897905e+04,1.766461231588143532e-05
5.938156312625250575e+04,1.691576626581144975e-05
5.970200400801603246e+04,1.619869327475270945e-05
6.002244488977955916e+04,1.551204371964956053e-05
6.034288577154308587e+04,1.485452538930858376e-05
6.066332665330661257e+04,1.422490103740959741e-05
6.098376753507013927e+04,1.362198604008267756e-05
6.130420841683366598e+04,1.304464615356723725e-05
6.162464929859719268e+04,1.249179536766203101e-05
6.194509018036071939e+04,1.196239385086003697e-05
6.226553106212424609e+04,1.145544598323900653e-05
6.258597194388777280e+04,1.096999847334745871e-05
6.290641282565129950e+04,1.050513855548793482e-05
6.322685370741482620e+04,1.005999226395415702e-05
6.354729458917835291e+04,9.633722780926608968e-06
6.386773547094187961e+04,9.225528854873126509e-06
6.418817635270540632e+04,8.834643286436433493e-06
6.450861723446893302e+04,8.460331478920342130e-06
6.482905811623245972e+04,8.101890050610474855e-06
6.514949899799599370e+04,7.758645506284132370e-06
6.546993987975952041e+04,7.429952965377460293e-06
6.579038076152304711e+04,7.115194944386881825e-06
6.611082164328657382e+04,6.813780191185765042e-06
6.643126252505010052e+04,6.525142569036770704e-06
6.675170340681362723e+04,6.248739988175643073e-06
6.707214428857715393e+04,5.984053382933251265e-06
6.739258517034068063e+04,5.730585732450002500e-06
6.771302605210420734e+04,5.487861123120050944e-06
6.803346693386773404e+04,5.255423850982744164e-06
6.835390781563126075e+04,5.032837562354984736e-06
6.867434869739478745e+04,4.819684431071431720e-06
6.899478957915831415e+04,4.615564370769396067e-06
6.931523046092184086e+04,4.420094280722207228e-06
6.963567134268536756e+04,4.232907323789003720e-06
6.995611222444889427e+04,4.053652235110063772e-06
7.027655310621242097e+04,3.881992660235681315e-06
7.059699398797594768e+04,3.717606521432611524e-06
7.091743486973947438e+04,3.560185410965836132e-06
7.123787575150300108e+04,3.409434010205025852e-06
7.155831663326652779e+04,3.265069533454062388e-06
7.187875751503005449e+04,3.126821195449305011e-06
7.219919839679358120e+04,2.994429701517233609e-06
7.251963927855710790e+04,2.867646759425362769e-06
7.284008016032063460e+04,2.746234612001551601e-06
7.316052104208416131e+04,2.629965589636405736e-06
7.348096192384768801e+04,2.518621681821298491e-06
7.380140280561121472e+04,2.411994126910735356e-06
7.412184368737474142e+04,2.309883019332485870e-06
7.444228456913826813e+04,2.212096933502029818e-06
7.476272545090179483e+04,2.118452563729658004e-06
7.508316633266532153e+04,2.028774379438957756e-06
7.540360721442886279e+04,1.942894295044463954e-06
7.572404809619238949e+04,1.860651353864188395e-06
7.604448897795591620e+04,1.781891425469251552e-06
7.636492985971944290e+04,1.706466915898514590e-06
7.668537074148296961e+04,1.634236490190409804e-06
7.700581162324649631e+04,1.565064806707578373e-06
7.732625250501002301e+04,1.498822262752319017e-06
7.764669338677354972e+04,1.435384750992223293e-06
7.796713426853707642e+04,1.374633426235919277e-06
7.828757515030060313e+04,1.316454482118428195e-06
7.860801603206412983e+04,1.260738937274454087e-06
7.892845691382765654e+04,1.207382430595882678e-06
7.924889779559118324e+04,1.156285025186987227e-06
7.956933867735470994e+04,1.107351020647331980e-06
7.988977955911823665e+04,1.060488773328091950e-06
8.021022044088176335e+04,1.015610524222662007e-06
8.053066132264529006e+04,9.726322341668308141e-07
8.085110220440881676e+04,9.314734260376632695e-07
8.117154308617234346e+04,8.920570336534650532e-07
8.149198396793587017e+04,8.543092570898889722e-07
8.181242484969939687e+04,8.181594241393692563e-07
8.213286573146292358e+04,7.835398576527051110e-07
8.245330661322645028e+04,7.503857485127239910e-07
8.277374749498997699e+04,7.186350340006146482e-07
8.309418837675350369e+04,6.882282813257009241e-07
8.341462925851703039e+04,6.591085760992027517e-07
8.373507014028055710e+04,6.312214155418605898e-07
8.405551102204408380e+04,6.045146062242481980e-07
8.437595190380761051e+04,5.789381661471617430e-07
8.469639278557113721e+04,5.544442309776720815e-07
8.501683366733466391e+04,5.309869642642682614e-07
8.533727454909819062e+04,5.085224714620450050e-07
8.565771543086171732e+04,4.870087176060656488e-07
8.597815631262524403e+04,4.664054484779305157e-07
8.629859719438877073e+04,4.466741151171687576e-07
8.661903807615229744e+04,4.277778015353812564e-07
8.693947895791582414e+04,4.096811554971058563e-07
8.725991983967935084e+04,3.923503222371680005e-07
8.758036072144287755e+04,3.757528809898066813e-07
8.790080160320640425e+04,3.598577842101809582e-07
8.822124248496993096e+04,3.446352993739294060e-07
8.854168336673345766e+04,3.300569532453205313e-07
8.886212424849698436e+04,3.160954785091865367e-07
8.918256513026052562e+04,3.027247626662843909e-07
8.950300601202405232e+04,2.899197990959988531e-07
8.982344689378757903e+04,2.776566401943791329e-07
9.014388777555110573e+04,2.659123524994217286e-07
9.046432865731463244e+04,2.546649737192460817e-07
9.078476953907815914e+04,2.438934715823980833e-07
9.110521042084168585e+04,2.335777044329501580e-07
9.142565130260521255e+04,2.236983834963476309e-07
9.174609218436873925e+04,2.142370367451040856e-07
9.206653306613226596e+04,2.051759742964530301e-07
9.238697394789579266e+04,1.964982552769532400e-07
9.270741482965931937e+04,1.881876560918034295e-07
9.302785571142284607e+04,1.802286400392655455e-07
9.334829659318637277e+04,1.726063282131305386e-07
9.366873747494989948e+04,1.653064716385792764e-07
9.398917835671342618e+04,1.583154245891177159e-07
9.430961923847695289e+04,1.516201190344816909e-07
9.463006012024047959e+04,1.452080401715387287e-07
9.495050100200400630e+04,1.390672029922487542e-07
9.527094188376753300e+04,1.331861298446970194e-07
9.559138276553105970e+04,1.275538289450797009e-07
9.591182364729458641e+04,1.221597738003113515e-07
9.623226452905811311e+04,1.169938835026343349e-07
9.655270541082163982e+04,1.120465038592517626e-07
9.687314629258516652e+04,1.073083893215716565e-07
9.719358717434869322e+04,1.027706856801585195e-07
9.751402805611221993e+04,9.842491349292071051e-08
9.783446893787574663e+04,9.426295221544661499e-08
9.815490981963927334e+04,9.027702500371691923e-08
9.847535070140280004e+04,8.645968416068724534e-08
9.879579158316632675e+04,8.280379719944236088e-08
9.911623246492985345e+04,7.930253349678359817e-08
9.943667334669338015e+04,7.594935151221890544e-08
9.975711422845690686e+04,7.273798654838709120e-08
1.000775551102204336e+05,6.966243902996565300e-08
1.003979959919839603e+05,6.671696327908369696e-08
1.007184368737474870e+05,6.389605676619562657e-08
1.010388777555110137e+05,6.119444981626205289e-08
1.013593186372745404e+05,5.860709575094115937e-08
1.016797595190380671e+05,5.612916144831055827e-08
1.020002004008015938e+05,5.375601830242489580e-08
1.023206412825651205e+05,5.148323356576412621e-08
1.026410821643286617e+05,4.930656205834601044e-08
1.029615230460921885e+05,4.722193822796566733e-08
1.032819639278557152e+05,4.522546854668134405e-08
1.036024048096192419e+05,4.331342422930030400e-08
1.039228456913827686e+05,4.148223426021942922e-08
1.042432865731462953e+05,3.972847871555552402e-08
1.045637274549098220e+05,3.804888236805419972e-08
1.048841683366733487e+05,3.644030856279556986e-08
1.052046092184368754e+05,3.489975335222471363e-08
1.055250501002004021e+05,3.342433987951939470e-08
1.058454909819639288e+05,3.201131299977515089e-08
1.061659318637274555e+05,3.065803412893184787e-08
1.064863727454909822e+05,2.936197631079502714e-08
1.068068136272545089e+05,2.812071949291253030e-08
1.071272545090180356e+05,2.693194600245957379e-08
1.074476953907815623e+05,2.579343621366003234e-08
1.077681362725450890e+05,2.470306439863101635e-08
1.080885771543086157e+05,2.365879475388126731e-08
1.084090180360721424e+05,2.265867759502374867e-08
1.087294589178356691e+05,2.170084571257760118e-08
1.090498997995991958e+05,2.078351088203707217e-08
1.093703406813627225e+05,1.990496052167345641e-08
1.096907815631262492e+05,1.906355449181392596e-08
1.100112224448897759e+05,1.825772202960509306e-08
1.103316633266533026e+05,1.748595881352432226e-08
1.106521042084168294e+05,1.674682415214374811e-08
1.109725450901803561e+05,1.603893829188548466e-08
1.112929859719438828e+05,1.536097983872925923e-08
1.116134268537074095e+05,1.471168328904711087e-08
1.119338677354709362e+05,1.408983666494446283e-08
1.122543086172344629e+05,1.349427924968218607e-08
1.125747494989979896e+05,1.292389941894236305e-08
1.128951903807615163e+05,1.237763256387943346e-08
1.132156312625250430e+05,1.185445910207066525e-08
1.135360721442885697e+05,1.135340257264432165e-08
1.138565130260520964e+05,1.087352781202166597e-08
1.141769539078156231e+05,1.041393920685978594e-08
1.144973947895791498e+05,9.973779020926974206e-09
1.148178356713426765e+05,9.552225792780620019e-09
1.151382765531062032e+05,9.148492801250255554e-09
1.154587174348697299e+05,8.761826595855383704e-09
1.157791583166332566e+05,8.391505589409222341e-09
1.160995991983967833e+05,8.036838710175889176e-09
1.164200400801603246e+05,7.697164111060181084e-09
1.167404809619238513e+05,7.371847933415722002e-09
1.170609218436873780e+05,7.060283123159442598e-09
1.173813627254509047e+05,6.761888296978561905e-09
1.177018036072144314e+05,6.476106656509651326e-09
1.180222444889779581e+05,6.202404948459323926e-09
1.183426853707414848e+05,5.940272468722037638e-09
1.186631262525050115e+05,5.689220108632866695e-09
1.189835671342685382e+05,5.448779441571882078e-09
1.193040080160320649e+05,5.218501848212382761e-09
1.196244488977955916e+05,4.997957678777417522e-09
1.199448897795591183e+05,4.786735450738375487e-09
1.202653306613226450e+05,4.584441080455734532e-09
1.205857715430861717e+05,4.390697147325455075e-09
1.209062124248496984e+05,4.205142189055484906e-09
1.212266533066132251e+05,4.027430026754932766e-09
1.215470941883767518e+05,3.857229118574341947e-09
1.218675350701402785e+05,3.694221940688821882e-09
1.221879759519038053e+05,3.538104394467034553e-09
1.225084168336673320e+05,3.388585238717928028e-09
1.228288577154308587e+05,3.245385545954061852e-09
1.231492985971943854e+05,3.108238181655279985e-09
1.234697394789579121e+05,2.976887305559534677e-09
1.237901803607214388e+05,2.851087894048764377e-09
1.241106212424849655e+05,2.730605282737301956e-09
1.244310621242484922e+05,2.615214728408012212e-09
1.247515030060120189e+05,2.504700989477517063e-09
1.250719438877755456e+05,2.398857924206532670e-09
1.253923847695390723e+05,2.297488105904573109e-09
1.257128256513025990e+05,2.200402454409975221e-09
1.260332665330661257e+05,2.107419883156675518e-09
1.263537074148296524e+05,2.018366961168294215e-09
1.266741482965931791e+05,1.933077589348015336e-09
1.269945891783567058e+05,1.851392690459450795e-09
1.273150300601202325e+05,1.773159912219266149e-09
1.276354709418837592e+05,1.698233342946916780e-09
1.279559118236472859e+05,1.626473239240226778e-09
1.282763527054108126e+05,1.557745765168102515e-09
1.285967935871743393e+05,1.491922742493152101e-09
1.289172344689378660e+05,1.428881411457634728e-09
1.292376753507013927e+05,1.368504201685864889e-09
1.295581162324649194e+05,1.310678512775157917e-09
1.298785571142284462e+05,1.255296504165462278e-09
1.301989979959919874e+05,1.202254893895195911e-09
1.305194388777555141e+05,1.151454765867413869e-09
1.308398797595190408e+05,1.102801385266294693e-09
1.311603206412825675e+05,1.056204021779239495e-09
1.314807615230460942e+05,1.011575780294396428e-09
1.318012024048096209e+05,9.688334387574201136e-10
1.321216432865731476e+05,9.278972928846666502e-10
1.324420841683366743e+05,8.886910074427984440e-10
1.327625250501002010e+05,8.511414738170987135e-10
1.330829659318637277e+05,8.151786736024755251e-10
1.334034068136272545e+05,7.807355479624631373e-10
1.337238476953907812e+05,7.477478725122356678e-10
1.340442885771543079e+05,7.161541374920260087e-10
1.343647294589178346e+05,6.858954330071906017e-10
1.346851703406813613e+05,6.569153391206351117e-10
1.350056112224448880e+05,6.291598205923858623e-10
1.353260521042084147e+05,6.025771260697867048e-10
1.356464929859719414e+05,5.771176915400636998e-10
1.359669338677354681e+05,5.527340478650411124e-10
1.362873747494989948e+05,5.293807322253366337e-10
1.366078156312625215e+05,5.070142033087296721e-10
1.369282565130260482e+05,4.855927600843520181e-10
1.372486973947895749e+05,4.650764640110626480e-10
1.375691382765531016e+05,4.454270645347851310e-10
1.378895791583166283e+05,4.266079277357176362e-10
1.382100200400801550e+05,4.085839679922188823e-10
1.385304609218436817e+05,3.913215825338068375e-10
1.388509018036072084e+05,3.747885887610910964e-10
1.391713426853707351e+05,3.589541642156458678e-10
1.394917835671342618e+05,3.437887890877645366e-10
1.398122244488977885e+05,3.292641911547775430e-10
1.401326653306613152e+05,3.153532930471644003e-10
1.404531062124248419e+05,3.020301617440278926e-10
1.407735470941883686e+05,2.892699602036613820e-10
1.410939879759518954e+05,2.770489010389362650e-10
1.414144288577154221e+05,2.653442021510417522e-10
1.417348697394789488e+05,2.541340442387769159e-10
1.420553106212424755e+05,2.433975301040924761e-10
1.423757515030060022e+05,2.331146456779303431e-10
1.426961923847695289e+05,2.232662226936296129e-10
1.430166332665330556e+05,2.138339029382315907e-10
1.433370741482965823e+05,2.048001040149758352e-10
1.436575150300601090e+05,1.961479865530899511e-10
1.439779559118236357e+05,1.878614228036828071e-10
1.442983967935871624e+05,1.799249665631374474e-10
1.446188376753506891e+05,1.723238243678796236e-10
1.449392785571142158e+05,1.650438279067676904e-10
1.452597194388777425e+05,1.580714075996268655e-10
1.455801603206412692e+05,1.513935672926247877e-10
1.459006012024047959e+05,1.449978600232714816e-10
1.462210420841683226e+05,1.388723648098235737e-10
1.465414829659318493e+05,1.330056644217831353e-10
1.468619238476953760e+05,1.273868240900151523e-10
1.471823647294589027e+05,1.220053711167598754e-10
1.475028056112224294e+05,1.168512753474966189e-10
1.478232464929859561e+05,1.119149304682231498e-10
1.481436873747494828e+05,1.071871360932583534e-10
1.484641282565130095e+05,1.026590806101461618e-10
1.487845691382765363e+05,9.832232474965784020e-11
1.491050100200400630e+05,9.416878585023834907e-11
1.494254509018035897e+05,9.019072278753980809e-11
1.497458917835671164e+05,8.638072154092827265e-11
1.500663326653306431e+05,8.273168137003588914e-11
1.503867735470941698e+05,7.923680157557067252e-11
1.507072144288577256e+05,7.588956881968589594e-11
1.510276553106212523e+05,7.268374498225688367e-11
1.513480961923847790e+05,6.961335553040822639e-11
1.516685370741483057e+05,6.667267837960008071e-11
1.519889779559118324e+05,6.385623322549136373e-11
1.523094188376753591e+05,6.115877132668236206e-11
1.526298597194388858e+05,5.857526571927568341e-11
1.529503006012024125e+05,5.610090184500512242e-11
1.532707414829659392e+05,5.373106857544887994e-11
1.535911823647294659e+05,5.146134961558650572e-11
1.539116232464929926e+05,4.928751527066416449e-11
1.542320641282565193e+05,4.720551456101244438e-11
1.545525050100200460e+05,4.521146767010838958e-11
1.548729458917835727e+05,4.330165871179727529e-11
1.551933867735470994e+05,4.147252880318313247e-11
1.555138276553106261e+05,3.972066943026848204e-11
1.558342685370741528e+05,3.804281609396978127e-11
1.561547094188376796e+05,3.643584222465749436e-11
1.564751503006012063e+05,3.489675335387217970e-11
1.567955911823647330e+05,3.342268153234506858e-11
1.571160320641282597e+05,3.201087998391488351e-11
1.574364729458917864e+05,3.065871798536869089e-11
1.577569138276553131e+05,2.936367596265937892e-11
1.580773547094188398e+05,2.812334079435388653e-11
1.583977955911823665e+05,2.693540131355371709e-11
1.587182364729458932e+05,2.579764399989962136e-11
1.590386773547094199e+05,2.470794885362643866e-11
1.593591182364729466e+05,2.366428544397397887e-11
1.596795591182364733e+05,2.266470912458521352e-11
1.600000000000000000e+05,2.170735740883382186e-11
