Photon Energy [eV],Spectral power [W/eV]
7.316052104208416131e+04,1.321430197843979546e-04
7.348096192384768801e+04,1.286903354215237973e-04
7.380140280561121472e+04,1.253278957246964018e-04
7.412184368737474142e+04,1.220533398579723769e-04
7.444228456913826813e+04,1.188643688570210504e-04
7.476272545090179483e+04,1.157587440020536488e-04
7.508316633266532153e+04,1.127342852338101311e-04
7.540360721442886279e+04,1.097888696114528476e-04
7.572404809619238949e+04,1.069204298112447817e-04
7.604448897795591620e+04,1.041269526649217205e-04
7.636492985971944290e+04,1.014064777366994953e-04
7.668537074148296961e+04,9.875709593788226201e-05
7.700581162324649631e+04,9.617694817806951590e-05
7.732625250501002301e+04,9.366422405198454224e-05
7.764669338677354972e+04,9.121716056097492031e-05
7.796713426853707642e+04,8.883404086826056833e-05
7.828757515030060313e+04,8.651319308703011917e-05
7.860801603206412983e+04,8.425298910051108212e-05
7.892845691382765654e+04,8.205184341316262440e-05
7.924889779559118324e+04,7.990821203216272317e-05
7.956933867735470994e+04,7.782059137838411229e-05
7.988977955911823665e+04,7.578751722607498305e-05
8.021022044088176335e+04,7.380756367048187886e-05
8.053066132264529006e+04,7.187934212267196974e-05
8.085110220440881676e+04,7.000150033083325156e-05
8.117154308617234346e+04,6.817272142734909050e-05
8.149198396793587017e+04,6.639172300096380785e-05
8.181242484969939687e+04,6.465725619337367273e-05
8.213286573146292358e+04,6.296810481959519402e-05
8.245330661322645028e+04,6.132308451148139948e-05
8.277374749498997699e+04,5.972104188377194266e-05
8.309418837675350369e+04,5.816085372208069216e-05
8.341462925851703039e+04,5.664142619223970488e-05
8.373507014028055710e+04,5.516169407043436168e-05
8.405551102204408380e+04,5.372061999357946653e-05
8.437595190380761051e+04,5.231719372940098444e-05
8.469639278557113721e+04,5.095043146570203891e-05
8.501683366733466391e+04,4.961937511830631783e-05
8.533727454909819062e+04,4.832309165718489839e-05
8.565771543086171732e+04,4.706067245028631801e-05
8.597815631262524403e+04,4.583123262460207846e-05
8.629859719438877073e+04,4.463391044401242161e-05
8.661903807615229744e+04,4.346786670346956138e-05
8.693947895791582414e+04,4.233228413908685279e-05
8.725991983967935084e+04,4.122636685371435926e-05
8.758036072144287755e+04,4.014933975759225009e-05
8.790080160320640425e+04,3.910044802368422081e-05
8.822124248496993096e+04,3.807895655730414057e-05
8.854168336673345766e+04,3.708414947965858337e-05
8.886212424849698436e+04,3.611532962493913543e-05
8.918256513026052562e+04,3.517181805060673916e-05
8.950300601202405232e+04,3.425295356052128503e-05
8.982344689378757903e+04,3.335809224057715704e-05
9.014388777555110573e+04,3.248660700651633367e-05
9.046432865731463244e+04,3.163788716359782914e-05
9.078476953907815914e+04,3.081133797781165164e-05
9.110521042084168585e+04,3.000638025833316319e-05
9.142565130260521255e+04,2.922244995092241980e-05
9.174609218436873925e+04,2.845899774198022627e-05
9.206653306613226596e+04,2.771548867298074092e-05
9.238697394789579266e+04,2.699140176500779438e-05
9.270741482965931937e+04,2.628622965312900470e-05
9.302785571142284607e+04,2.559947823034936412e-05
9.334829659318637277e+04,2.493066630089209526e-05
9.366873747494989948e+04,2.427932524256219406e-05
9.398917835671342618e+04,2.364499867795332875e-05
9.430961923847695289e+04,2.302724215426629252e-05
9.463006012024047959e+04,2.242562283151247905e-05
9.495050100200400630e+04,2.183971917888224092e-05
9.527094188376753300e+04,2.126912067906376670e-05
9.559138276553105970e+04,2.071342754030350728e-05
9.591182364729458641e+04,2.017225041600519876e-05
9.623226452905811311e+04,1.964521013166925934e-05
9.655270541082163982e+04,1.913193741898021251e-05
9.687314629258516652e+04,1.863207265685421727e-05
9.719358717434869322e+04,1.814526561926441028e-05
9.751402805611221993e+04,1.767117522966592220e-05
9.783446893787574663e+04,1.720946932184763109e-05
9.815490981963927334e+04,1.675982440704193761e-05
9.847535070140280004e+04,1.632192544712858642e-05
9.879579158316632675e+04,1.589546563377258368e-05
9.911623246492985345e+04,1.548014617334053934e-05
9.943667334669338015e+04,1.507567607744421358e-05
9.975711422845690686e+04,1.468177195896343127e-05
1.000775551102204336e+05,1.429815783340490927e-05
1.003979959919839603e+05,1.392456492545707188e-05
1.007184368737474870e+05,1.356073148060469204e-05
1.010388777555110137e+05,1.320640258167080460e-05
1.013593186372745404e+05,1.286132997015661224e-05
1.016797595190380671e+05,1.252527187225398939e-05
1.020002004008015938e+05,1.219799282940774056e-05
1.023206412825651205e+05,1.187926353330889818e-05
1.026410821643286617e+05,1.156886066520257411e-05
1.029615230460921885e+05,1.126656673939765020e-05
1.032819639278557152e+05,1.097216995086810904e-05
1.036024048096192419e+05,1.068546402683889398e-05
1.039228456913827686e+05,1.040624808225202886e-05
1.042432865731462953e+05,1.013432647901127033e-05
1.045637274549098220e+05,9.869508688906511896e-06
1.048841683366733487e+05,9.611609160121484637e-06
1.052046092184368754e+05,9.360447187230972707e-06
1.055250501002004021e+05,9.115846784596348800e-06
1.058454909819639288e+05,8.877636563070240311e-06
1.061659318637274555e+05,8.645649609923923773e-06
1.064863727454909822e+05,8.419723371913006871e-06
1.068068136272545089e+05,8.199699541399312037e-06
1.071272545090180356e+05,7.985423945448962783e-06
1.074476953907815623e+05,7.776746437828828737e-06
1.077681362725450890e+05,7.573520793825475888e-06
1.080885771543086157e+05,7.375604607812818360e-06
1.084090180360721424e+05,7.182859193496467156e-06
1.087294589178356691e+05,6.995149486764910875e-06
1.090498997995991958e+05,6.812343951079192352e-06
1.093703406813627225e+05,6.634314485334766986e-06
1.096907815631262492e+05,6.460936334130860799e-06
1.100112224448897759e+05,6.292088000384353860e-06
1.103316633266533026e+05,6.127651160226912160e-06
1.106521042084168294e+05,5.967510580125597924e-06
1.109725450901803561e+05,5.811554036168888310e-06
1.112929859719438828e+05,5.659672235461402110e-06
1.116134268537074095e+05,5.511758739572267147e-06
1.119338677354709362e+05,5.367709889983411242e-06
1.122543086172344629e+05,5.227424735485441110e-06
1.125747494989979896e+05,5.090804961470291460e-06
1.128951903807615163e+05,4.957754821070948015e-06
1.132156312625250430e+05,4.828181068100050826e-06
1.135360721442885697e+05,4.701992891740287087e-06
1.138565130260520964e+05,4.579101852940825187e-06
1.141769539078156231e+05,4.459421822475177638e-06
1.144973947895791498e+05,4.342868920617080737e-06
1.148178356713426765e+05,4.229361458392052862e-06
1.151382765531062032e+05,4.118819880363552861e-06
1.154587174348697299e+05,4.011166708913504454e-06
1.157791583166332566e+05,3.906326489978241774e-06
1.160995991983967833e+05,3.804225740201761684e-06
1.164200400801603246e+05,3.704792895469304364e-06
1.167404809619238513e+05,3.607958260785167577e-06
1.170609218436873780e+05,3.513653961459584926e-06
1.173813627254509047e+05,3.421813895570568283e-06
1.177018036072144314e+05,3.332373687667299340e-06
1.180222444889779581e+05,3.245270643682663238e-06
1.183426853707414848e+05,3.160443707023367200e-06
1.186631262525050115e+05,3.077833415806817702e-06
1.189835671342685382e+05,2.997381861214849104e-06
1.193040080160320649e+05,2.919032646935070981e-06
1.196244488977955916e+05,2.842730849661478840e-06
1.199448897795591183e+05,2.768422980626619695e-06
1.202653306613226450e+05,2.696056948138351406e-06
1.205857715430861717e+05,2.625582021094990307e-06
1.209062124248496984e+05,2.556948793453267128e-06
1.212266533066132251e+05,2.490109149624198628e-06
1.215470941883767518e+05,2.425016230772642571e-06
1.218675350701402785e+05,2.361624401996932656e-06
1.221879759519038053e+05,2.299889220365600238e-06
1.225084168336673320e+05,2.239767403788796627e-06
1.228288577154308587e+05,2.181216800702612062e-06
1.231492985971943854e+05,2.124196360545066820e-06
1.234697394789579121e+05,2.068666105003084431e-06
1.237901803607214388e+05,2.014587100010318930e-06
1.241106212424849655e+05,1.961921428476222278e-06
1.244310621242484922e+05,1.910632163727256838e-06
1.247515030060120189e+05,1.860683343641643405e-06
1.250719438877755456e+05,1.812039945459545368e-06
1.253923847695390723e+05,1.764667861251040033e-06
1.257128256513025990e+05,1.718533874024701169e-06
1.260332665330661257e+05,1.673605634460057747e-06
1.263537074148296524e+05,1.629851638247648464e-06
1.266741482965931791e+05,1.587241204020781097e-06
1.269945891783567058e+05,1.545744451863579599e-06
1.273150300601202325e+05,1.505332282380228868e-06
1.276354709418837592e+05,1.465976356310793771e-06
1.279559118236472859e+05,1.427649074679322573e-06
1.282763527054108126e+05,1.390323559460338125e-06
1.285967935871743393e+05,1.353973634750185259e-06
1.289172344689378660e+05,1.318573808430040140e-06
1.292376753507013927e+05,1.284099254307753074e-06
1.295581162324649194e+05,1.250525794726014496e-06
1.298785571142284462e+05,1.217829883624671651e-06
1.301989979959919874e+05,1.185988590045328189e-06
1.305194388777555141e+05,1.154979582066696435e-06
1.308398797595190408e+05,1.124781111159422398e-06
1.311603206412825675e+05,1.095371996949470129e-06
1.314807615230460942e+05,1.066731612379361276e-06
1.318012024048096209e+05,1.038839869256906368e-06
1.321216432865731476e+05,1.011677204181291824e-06
1.324420841683366743e+05,9.852245648366843911e-07
1.327625250501002010e+05,9.594633966437425788e-07
1.330829659318637277e+05,9.343756297597049152e-07
1.334034068136272545e+05,9.099436664179357619e-07
1.337238476953907812e+05,8.861503685980828062e-07
1.340442885771543079e+05,8.629790460181962225e-07
1.343647294589178346e+05,8.404134444404231375e-07
1.346851703406813613e+05,8.184377342820683780e-07
1.350056112224448880e+05,7.970364995240606621e-07
1.353260521042084147e+05,7.761947269090590608e-07
1.356464929859719414e+05,7.558977954216330769e-07
1.359669338677354681e+05,7.361314660431499086e-07
1.362873747494989948e+05,7.168818717742005631e-07
1.366078156312625215e+05,6.981355079175800818e-07
1.369282565130260482e+05,6.798792226150094016e-07
1.372486973947895749e+05,6.621002076309862779e-07
1.375691382765531016e+05,6.447859893773037860e-07
1.378895791583166283e+05,6.279244201719567078e-07
1.382100200400801550e+05,6.115036697263110171e-07
1.385304609218436817e+05,5.955122168545844661e-07
1.388509018036072084e+05,5.799388413998272069e-07
1.391713426853707351e+05,5.647726163707497696e-07
1.394917835671342618e+05,5.500029002838966047e-07
1.398122244488977885e+05,5.356193297058023024e-07
1.401326653306613152e+05,5.216118119899065225e-07
1.404531062124248419e+05,5.079705182031458587e-07
1.407735470941883686e+05,4.946858762372672828e-07
1.410939879759518954e+05,4.817485641000418584e-07
1.414144288577154221e+05,4.691495033816817671e-07
1.417348697394789488e+05,4.568798528918823803e-07
1.420553106212424755e+05,4.449310024630398080e-07
1.423757515030060022e+05,4.332945669153015566e-07
1.426961923847695289e+05,4.219623801792232303e-07
1.430166332665330556e+05,4.109264895719222147e-07
1.433370741482965823e+05,4.001791502227119753e-07
1.436575150300601090e+05,3.897128196443212561e-07
1.439779559118236357e+05,3.795201524458942058e-07
1.442983967935871624e+05,3.695939951840664557e-07
1.446188376753506891e+05,3.599273813485180555e-07
1.449392785571142158e+05,3.505135264784854831e-07
1.452597194388777425e+05,3.413458234068176008e-07
1.455801603206412692e+05,3.324178376282444397e-07
1.459006012024047959e+05,3.237233027886129294e-07
1.462210420841683226e+05,3.152561162919350120e-07
1.465414829659318493e+05,3.070103350221681147e-07
1.468619238476953760e+05,2.989801711767347804e-07
1.471823647294589027e+05,2.911599882088622087e-07
1.475028056112224294e+05,2.835442968759013946e-07
1.478232464929859561e+05,2.761277513908565436e-07
1.481436873747494828e+05,2.689051456744328928e-07
1.484641282565130095e+05,2.618714097049753353e-07
1.487845691382765363e+05,2.550216059637428794e-07
1.491050100200400630e+05,2.483509259730293008e-07
1.494254509018035897e+05,2.418546869247060438e-07
1.497458917835671164e+05,2.355283283968257658e-07
1.500663326653306431e+05,2.293674091559860338e-07
1.503867735470941698e+05,2.233676040432163471e-07
1.507072144288577256e+05,2.175247009412042515e-07
1.510276553106212523e+05,2.118345978207403146e-07
1.513480961923847790e+05,2.062932998643078458e-07
1.516685370741483057e+05,2.008969166648085145e-07
1.519889779559118324e+05,1.956416594974596504e-07
1.523094188376753591e+05,1.905238386629497523e-07
1.526298597194388858e+05,1.855398608999966477e-07
1.529503006012024125e+05,1.806862268654911253e-07
1.532707414829659392e+05,1.759595286804634190e-07
1.535911823647294659e+05,1.713564475401542566e-07
1.539116232464929926e+05,1.668737513865139313e-07
1.542320641282565193e+05,1.625082926415016091e-07
1.545525050100200460e+05,1.582570059995958933e-07
1.548729458917835727e+05,1.541169062779699877e-07
1.551933867735470994e+05,1.500850863228269188e-07
1.555138276553106261e+05,1.461587149704267484e-07
1.558342685370741528e+05,1.423350350613781828e-07
1.561547094188376796e+05,1.386113615068034321e-07
1.564751503006012063e+05,1.349850794050215186e-07
1.567955911823647330e+05,1.314536422074314391e-07
1.571160320641282597e+05,1.280145699323082242e-07
1.574364729458917864e+05,1.246654474252634445e-07
1.577569138276553131e+05,1.214039226651490080e-07
1.580773547094188398e+05,1.182277051142189057e-07
1.583977955911823665e+05,1.151345641113921630e-07
1.587182364729458932e+05,1.121223273074919632e-07
1.590386773547094199e+05,1.091888791413642108e-07
1.593591182364729466e+05,1.063321593558078195e-07
1.596795591182364733e+05,1.035501615522777760e-07
1.600000000000000000e+05,1.008409317833466946e-07
