Photon Energy [eV],Spectral power [W/eV]
6.514949899799599370e+04,1.356758649345411489e-04
6.546993987975952041e+04,1.317215771268921286e-04
6.579038076152304711e+04,1.278826826282799178e-04
6.611082164328657382e+04,1.241558074652673990e-04
6.643126252505010052e+04,1.205376766180697609e-04
6.675170340681362723e+04,1.170251111043056993e-04
6.707214428857715393e+04,1.136150251493593227e-04
6.739258517034068063e+04,1.103044234407499587e-04
6.771302605210420734e+04,1.070903984639837251e-04
6.803346693386773404e+04,1.039701279174401585e-04
6.835390781563126075e+04,1.009408722039221702e-04
6.867434869739478745e+04,9.799997199656894766e-05
6.899478957915831415e+04,9.514484587690219596e-05
6.931523046092184086e+04,9.237298804284495789e-05
6.963567134268536756e+04,8.968196608461703279e-05
6.995611222444889427e+04,8.706941882647542996e-05
7.027655310621242097e+04,8.453305423233025437e-05
7.059699398797594768e+04,8.207064737332599896e-05
7.091743486973947438e+04,7.968003845553652139e-05
7.123787575150300108e+04,7.735913090597796812e-05
7.155831663326652779e+04,7.510588951519885082e-05
7.187875751503005449e+04,7.291833863475877936e-05
7.219919839679358120e+04,7.079456042795839439e-05
7.251963927855710790e+04,6.873269317223390507e-05
7.284008016032063460e+04,6.673092961167516064e-05
7.316052104208416131e+04,6.478751535817574595e-05
7.348096192384768801e+04,6.290074733976617322e-05
7.380140280561121472e+04,6.106897229472627714e-05
7.412184368737474142e+04,5.929058531011496754e-05
7.444228456913826813e+04,5.756402840339667272e-05
7.476272545090179483e+04,5.588778914588288569e-05
7.508316633266532153e+04,5.426039932674717121e-05
7.540360721442886279e+04,5.268043365640779106e-05
7.572404809619238949e+04,5.114650850810991583e-05
7.604448897795591620e+04,4.965728069657246723e-05
7.636492985971944290e+04,4.821144629260149710e-05
7.668537074148296961e+04,4.680773947260219128e-05
7.700581162324649631e+04,4.544493140195525065e-05
7.732625250501002301e+04,4.412182915125419325e-05
7.764669338677354972e+04,4.283727464442961145e-05
7.796713426853707642e+04,4.159014363781624745e-05
7.828757515030060313e+04,4.037934472924666166e-05
7.860801603206412983e+04,3.920381839628256344e-05
7.892845691382765654e+04,3.806253606272188379e-05
7.924889779559118324e+04,3.695449919254501956e-05
7.956933867735470994e+04,3.587873841048884585e-05
7.988977955911823665e+04,3.483431264846129804e-05
8.021022044088176335e+04,3.382030831703291993e-05
8.053066132264529006e+04,3.283583850126412917e-05
8.085110220440881676e+04,3.188004218014981454e-05
8.117154308617234346e+04,3.095208346898337755e-05
8.149198396793587017e+04,3.005115088396397789e-05
8.181242484969939687e+04,2.917645662839024067e-05
8.213286573146292358e+04,2.832723589980345343e-05
8.245330661322645028e+04,2.750274621746249816e-05
8.277374749498997699e+04,2.670226676955053433e-05
8.309418837675350369e+04,2.592509777953194841e-05
8.341462925851703039e+04,2.517055989109486295e-05
8.373507014028055710e+04,2.443799357113148675e-05
8.405551102204408380e+04,2.372675853022495216e-05
8.437595190380761051e+04,2.303623316012674895e-05
8.469639278557113721e+04,2.236581398772445991e-05
8.501683366733466391e+04,2.171491514501418740e-05
8.533727454909819062e+04,2.108296785460669673e-05
8.565771543086171732e+04,2.046941993030962118e-05
8.597815631262524403e+04,1.987373529234269650e-05
8.629859719438877073e+04,1.929539349675497324e-05
8.661903807615229744e+04,1.873388927862654834e-05
8.693947895791582414e+04,1.818873210864934480e-05
8.725991983967935084e+04,1.765944576269357392e-05
8.758036072144287755e+04,1.714556790397799688e-05
8.790080160320640425e+04,1.664664967747370031e-05
8.822124248496993096e+04,1.616225531618179650e-05
8.854168336673345766e+04,1.569196175893603350e-05
8.886212424849698436e+04,1.523535827939203715e-05
8.918256513026052562e+04,1.479204612587423152e-05
8.950300601202405232e+04,1.436163817176203439e-05
8.982344689378757903e+04,1.394375857610528523e-05
9.014388777555110573e+04,1.353804245416919131e-05
9.046432865731463244e+04,1.314413555761691632e-05
9.078476953907815914e+04,1.276169396404713300e-05
9.110521042084168585e+04,1.239038377561197718e-05
9.142565130260521255e+04,1.202988082644904384e-05
9.174609218436873925e+04,1.167987039866870388e-05
9.206653306613226596e+04,1.134004694664609439e-05
9.238697394789579266e+04,1.101011382937384723e-05
9.270741482965931937e+04,1.068978305063956901e-05
9.302785571142284607e+04,1.037877500679836733e-05
9.334829659318637277e+04,1.007681824191796033e-05
9.366873747494989948e+04,9.783649210080182907e-06
9.398917835671342618e+04,9.499012044629166001e-06
9.430961923847695289e+04,9.222658334162665549e-06
9.463006012024047959e+04,8.954346905068891066e-06
9.495050100200400630e+04,8.693843610417204489e-06
9.527094188376753300e+04,8.440921125016387778e-06
9.559138276553105970e+04,8.195358746460051105e-06
9.591182364729458641e+04,7.956942201983618792e-06
9.623226452905811311e+04,7.725463460962903658e-06
9.655270541082163982e+04,7.500720552888990768e-06
9.687314629258516652e+04,7.282517390659133856e-06
9.719358717434869322e+04,7.070663599028039866e-06
9.751402805611221993e+04,6.864974348068528392e-06
9.783446893787574663e+04,6.665270191494920000e-06
9.815490981963927334e+04,6.471376909706901914e-06
9.847535070140280004e+04,6.283125357415702178e-06
9.879579158316632675e+04,6.100351315718534417e-06
9.911623246492985345e+04,5.922895348491182690e-06
9.943667334669338015e+04,5.750602662972393153e-06
9.975711422845690686e+04,5.583322974417497549e-06
1.000775551102204336e+05,5.420910374702230753e-06
1.003979959919839603e+05,5.263223204761244350e-06
1.007184368737474870e+05,5.110123930749183473e-06
1.010388777555110137e+05,4.961479023815472167e-06
1.013593186372745404e+05,4.817158843387205133e-06
1.016797595190380671e+05,4.677037523857505793e-06
1.020002004008015938e+05,4.540992864579914933e-06
1.023206412825651205e+05,4.408906223072109253e-06
1.026410821643286617e+05,4.280662411335151947e-06
1.029615230460921885e+05,4.156149595197298878e-06
1.032819639278557152e+05,4.035259196593886072e-06
1.036024048096192419e+05,3.917885798697571174e-06
1.039228456913827686e+05,3.803927053815676105e-06
1.042432865731462953e+05,3.693283593973692277e-06
1.045637274549098220e+05,3.585858944106587645e-06
1.048841683366733487e+05,3.481559437781683056e-06
1.052046092184368754e+05,3.380294135379159966e-06
1.055250501002004021e+05,3.281974744658449482e-06
1.058454909819639288e+05,3.186515543640805049e-06
1.061659318637274555e+05,3.093833305740416839e-06
1.064863727454909822e+05,3.003847227078435086e-06
1.068068136272545089e+05,2.916478855916146603e-06
1.071272545090180356e+05,2.831652024145437633e-06
1.074476953907815623e+05,2.749292780776490081e-06
1.077681362725450890e+05,2.669329327364401391e-06
1.080885771543086157e+05,2.591691955318128462e-06
1.084090180360721424e+05,2.516312985036823844e-06
1.087294589178356691e+05,2.443126706820206622e-06
1.090498997995991958e+05,2.372069323501222764e-06
1.093703406813627225e+05,2.303078894750717160e-06
1.096907815631262492e+05,2.236095283005304127e-06
1.100112224448897759e+05,2.171060100971119838e-06
1.103316633266533026e+05,2.107916660657431874e-06
1.106521042084168294e+05,2.046609923895483357e-06
1.109725450901803561e+05,1.987086454299253129e-06
1.112929859719438828e+05,1.929294370626047143e-06
1.116134268537074095e+05,1.873183301496083698e-06
1.119338677354709362e+05,1.818704341431458490e-06
1.122543086172344629e+05,1.765810008175961337e-06
1.125747494989979896e+05,1.714454201258424930e-06
1.128951903807615163e+05,1.664592161763304543e-06
1.132156312625250430e+05,1.616180433273305708e-06
1.135360721442885697e+05,1.569176823949857072e-06
1.138565130260520964e+05,1.523540369718264574e-06
1.141769539078156231e+05,1.479231298525314576e-06
1.144973947895791498e+05,1.436210995638076567e-06
1.148178356713426765e+05,1.394441969953520692e-06
1.151382765531062032e+05,1.353887821289504260e-06
1.154587174348697299e+05,1.314513208628485238e-06
1.157791583166332566e+05,1.276283819286212883e-06
1.160995991983967833e+05,1.239166338978417077e-06
1.164200400801603246e+05,1.203128422759312674e-06
1.167404809619238513e+05,1.168138666806523975e-06
1.170609218436873780e+05,1.134166581027724959e-06
1.173813627254509047e+05,1.101182562465077410e-06
1.177018036072144314e+05,1.069157869474190457e-06
1.180222444889779581e+05,1.038064596655035951e-06
1.183426853707414848e+05,1.007875650512900783e-06
1.186631262525050115e+05,9.785647258281018500e-07
1.189835671342685382e+05,9.501062827138030705e-07
1.193040080160320649e+05,9.224755243418909806e-07
1.196244488977955916e+05,8.956483753174304521e-07
1.199448897795591183e+05,8.696014606828091475e-07
1.202653306613226450e+05,8.443120855332168894e-07
1.205857715430861717e+05,8.197582152256465198e-07
1.209062124248496984e+05,7.959184561641289457e-07
1.212266533066132251e+05,7.727720371444052818e-07
1.215470941883767518e+05,7.502987912417415060e-07
1.218675350701402785e+05,7.284791382260583951e-07
1.221879759519038053e+05,7.072940674890181256e-07
1.225084168336673320e+05,6.867251214681498082e-07
1.228288577154308587e+05,6.667543795535320219e-07
1.231492985971943854e+05,6.473644424629844116e-07
1.234697394789579121e+05,6.285384170721065553e-07
1.237901803607214388e+05,6.102599016859298463e-07
1.241106212424849655e+05,5.925129717393047366e-07
1.244310621242484922e+05,5.752821659135473929e-07
1.247515030060120189e+05,5.585524726572125487e-07
1.250719438877755456e+05,5.423093170992294871e-07
1.253923847695390723e+05,5.265385483429630338e-07
1.257128256513025990e+05,5.112264271301195223e-07
1.260332665330661257e+05,4.963596138637115072e-07
1.263537074148296524e+05,4.819251569796373110e-07
1.266741482965931791e+05,4.679104816567141832e-07
1.269945891783567058e+05,4.543033788553118570e-07
1.273150300601202325e+05,4.410919946750171471e-07
1.276354709418837592e+05,4.282648200220418215e-07
1.279559118236472859e+05,4.158106805773481860e-07
1.282763527054108126e+05,4.037187270567427959e-07
1.285967935871743393e+05,3.919784257544318620e-07
1.289172344689378660e+05,3.805795493617842781e-07
1.292376753507013927e+05,3.695121680532960618e-07
1.295581162324649194e+05,3.587666408319659948e-07
1.298785571142284462e+05,3.483336071265373037e-07
1.301989979959919874e+05,3.382039786332708175e-07
1.305194388777555141e+05,3.283689313951265844e-07
1.308398797595190408e+05,3.188198981114462881e-07
1.311603206412825675e+05,3.095485606714244686e-07
1.314807615230460942e+05,3.005468429048515292e-07
1.318012024048096209e+05,2.918069035438078635e-07
1.321216432865731476e+05,2.833211293891626084e-07
1.324420841683366743e+05,2.750821286759189401e-07
1.327625250501002010e+05,2.670827246316146958e-07
1.330829659318637277e+05,2.593159492221621219e-07
1.334034068136272545e+05,2.517750370796649755e-07
1.337238476953907812e+05,2.444534196069225687e-07
1.340442885771543079e+05,2.373447192534710081e-07
1.343647294589178346e+05,2.304427439581737434e-07
1.346851703406813613e+05,2.237414817535110760e-07
1.350056112224448880e+05,2.172350955268626193e-07
1.353260521042084147e+05,2.109179179342129661e-07
1.356464929859719414e+05,2.047844464618445217e-07
1.359669338677354681e+05,1.988293386317106291e-07
1.362873747494989948e+05,1.930474073463060742e-07
1.366078156312625215e+05,1.874336163689762796e-07
1.369282565130260482e+05,1.819830759357218792e-07
1.372486973947895749e+05,1.766910384946731002e-07
1.375691382765531016e+05,1.715528945695180475e-07
1.378895791583166283e+05,1.665641687432758671e-07
1.382100200400801550e+05,1.617205157589160141e-07
1.385304609218436817e+05,1.570177167334187627e-07
1.388509018036072084e+05,1.524516754819793294e-07
1.391713426853707351e+05,1.480184149491480253e-07
1.394917835671342618e+05,1.437140737437964252e-07
1.398122244488977885e+05,1.395349027748853810e-07
1.401326653306613152e+05,1.354772619851050185e-07
1.404531062124248419e+05,1.315376171795361341e-07
1.407735470941883686e+05,1.277125369465683294e-07
1.410939879759518954e+05,1.239986896683922504e-07
1.414144288577154221e+05,1.203928406184559052e-07
1.417348697394789488e+05,1.168918491433582553e-07
1.420553106212424755e+05,1.134926659267213156e-07
1.423757515030060022e+05,1.101923303326545257e-07
1.426961923847695289e+05,1.069879678264977230e-07
1.430166332665330556e+05,1.038767874705926914e-07
1.433370741482965823e+05,1.008560794929001670e-07
1.436575150300601090e+05,9.792321292634373661e-08
1.439779559118236357e+05,9.507563331682166510e-08
1.442983967935871624e+05,9.231086049788954668e-08
1.446188376753506891e+05,8.962648643017380921e-08
1.449392785571142158e+05,8.702017310363231048e-08
1.452597194388777425e+05,8.448965050083395716e-08
1.455801603206412692e+05,8.203271461948213740e-08
1.459006012024047959e+05,7.964722555245761981e-08
1.462210420841683226e+05,7.733110562370862424e-08
1.465414829659318493e+05,7.508233757836201265e-08
1.468619238476953760e+05,7.289896282547896733e-08
1.471823647294589027e+05,7.077907973192356200e-08
1.475028056112224294e+05,6.872084196585671698e-08
1.478232464929859561e+05,6.672245688841212795e-08
1.481436873747494828e+05,6.478218399215267295e-08
1.484641282565130095e+05,6.289833338494599664e-08
1.487845691382765363e+05,6.106926431793817820e-08
1.491050100200400630e+05,5.929338375634218833e-08
1.494254509018035897e+05,5.756914499179668519e-08
1.497458917835671164e+05,5.589504629508433538e-08
1.500663326653306431e+05,5.426962960803686363e-08
1.503867735470941698e+05,5.269147927348616216e-08
1.507072144288577256e+05,5.115922080215475185e-08
1.510276553106212523e+05,4.967151967541207990e-08
1.513480961923847790e+05,4.822708018285060840e-08
1.516685370741483057e+05,4.682464429367251980e-08
1.519889779559118324e+05,4.546299056090070290e-08
1.523094188376753591e+05,4.414093305746008122e-08
1.526298597194388858e+05,4.285732034320262339e-08
1.529503006012024125e+05,4.161103446197527545e-08
1.532707414829659392e+05,4.040098996785719975e-08
1.535911823647294659e+05,3.922613297971799067e-08
1.539116232464929926e+05,3.808544026327280324e-08
1.542320641282565193e+05,3.697791833983474926e-08
1.545525050100200460e+05,3.590260262098769931e-08
1.548729458917835727e+05,3.485855656842604843e-08
1.551933867735470994e+05,3.384487087822905282e-08
1.555138276553106261e+05,3.286066268885885215e-08
1.558342685370741528e+05,3.190507481219269269e-08
1.561547094188376796e+05,3.097727498691878549e-08
1.564751503006012063e+05,3.007645515364552338e-08
1.567955911823647330e+05,2.920183075109283845e-08
1.571160320641282597e+05,2.835264003275171035e-08
1.574364729458917864e+05,2.752814340341749616e-08
1.577569138276553131e+05,2.672762277501805532e-08
1.580773547094188398e+05,2.595038094117618211e-08
1.583977955911823665e+05,2.519574096996109446e-08
1.587182364729458932e+05,2.446304561430001394e-08
1.590386773547094199e+05,2.375165673953625671e-08
1.593591182364729466e+05,2.306095476763508217e-08
1.596795591182364733e+05,2.239033813755300477e-08
1.600000000000000000e+05,2.173922278130063450e-08
