Photon Energy [eV],Spectral power [W/eV]
2.926012024048096282e+04,2.471579965651398477e-03
2.958056112224448952e+04,2.387908564266299702e-03
2.990100200400801623e+04,2.307090895540535314e-03
3.022144288577154293e+04,2.229028705557605048e-03
3.054188376753506964e+04,2.153626952007838945e-03
3.086232464929859634e+04,2.080794213225310631e-03
3.118276553106212305e+04,2.010441463686550492e-03
3.150320641282564975e+04,1.942483584842455337e-03
3.182364729458917645e+04,1.876838185937035764e-03
3.214408817635270316e+04,1.813425758760803339e-03
3.246452905811622986e+04,1.752169878508321246e-03
3.278496993987976020e+04,1.692995905756695648e-03
3.310541082164328691e+04,1.635832659164226065e-03
3.342585170340681361e+04,1.580611162302547916e-03
3.374629258517034032e+04,1.527265147270072095e-03
3.406673346693386702e+04,1.475729760968845722e-03
3.438717434869739373e+04,1.425943267004330800e-03
3.470761523046092043e+04,1.377845794502986993e-03
3.502805611222444713e+04,1.331379550257901466e-03
3.534849699398797384e+04,1.286489071121537297e-03
3.566893787575150054e+04,1.243119868278665758e-03
3.598937875751502725e+04,1.201220257830599991e-03
3.630981963927855395e+04,1.160740047093963443e-03
3.663026052104208065e+04,1.121630778709197798e-03
3.695070140280560736e+04,1.083846013724082055e-03
3.727114228456913406e+04,1.047339915377711777e-03
3.759158316633266077e+04,1.012069199727861192e-03
3.791202404809619475e+04,9.779917609915400687e-04
3.823246492985972145e+04,9.450669443182142760e-04
3.855290581162324816e+04,9.132558574456843027e-04
3.887334669338677486e+04,8.825198914472635664e-04
3.919378757515030156e+04,8.528227900018570508e-04
3.951422845691382827e+04,8.241292113857953119e-04
3.983466933867735497e+04,7.964053913632520567e-04
4.015511022044088168e+04,7.696176671187725509e-04
4.047555110220440838e+04,7.437345590911425414e-04
4.079599198396793508e+04,7.187253344591472545e-04
4.111643286573146179e+04,6.945603140716048686e-04
4.143687374749498849e+04,6.712112219261920582e-04
4.175731462925851520e+04,6.486496249609617279e-04
4.207775551102204190e+04,6.268491577461706874e-04
4.239819639278556861e+04,6.057840022245469889e-04
4.271863727454909531e+04,5.854296182707296927e-04
4.303907815631262201e+04,5.657611529183790428e-04
4.335951903807614872e+04,5.467557228277963215e-04
4.367995991983967542e+04,5.283908628293475761e-04
4.400040080160320213e+04,5.106452849670436696e-04
4.432084168336672883e+04,4.934972307589014298e-04
4.464128256513026281e+04,4.769268489285999097e-04
4.496172344689378951e+04,4.609150013488159709e-04
4.528216432865731622e+04,4.454419928487423816e-04
4.560260521042084292e+04,4.304899767454622799e-04
4.592304609218436963e+04,4.160417592030564568e-04
4.624348697394789633e+04,4.020794842403474295e-04
4.656392785571142304e+04,3.885875491366355488e-04
4.688436873747494974e+04,3.755492298585535560e-04
4.720480961923847644e+04,3.629504688620827980e-04
4.752525050100200315e+04,3.507749606119988945e-04
4.784569138276552985e+04,3.390087907557799382e-04
4.816613226452905656e+04,3.276383411054018956e-04
4.848657314629258326e+04,3.166502512514001366e-04
4.880701402805610996e+04,3.060316144656930739e-04
4.912745490981963667e+04,2.957699621612199263e-04
4.944789579158316337e+04,2.858532488910253320e-04
4.976833667334669008e+04,2.762698378676773053e-04
5.008877755511021678e+04,2.670084869846054212e-04
5.040921843687374349e+04,2.580583353216177778e-04
5.072965931863727019e+04,2.494088901174991934e-04
5.105010020040079689e+04,2.410500141932199274e-04
5.137054108216433087e+04,2.329719138098762684e-04
5.169098196392785758e+04,2.251651269460654657e-04
5.201142284569138428e+04,2.176205119799445441e-04
5.233186372745491099e+04,2.103292367617619547e-04
5.265230460921843769e+04,2.032827680631591849e-04
5.297274549098196439e+04,1.964728613900336548e-04
5.329318637274549110e+04,1.898915511462294598e-04
5.361362725450901780e+04,1.835311411357814083e-04
5.393406813627254451e+04,1.773841953918733297e-04
5.425450901803607121e+04,1.714435293211010749e-04
5.457494989979959792e+04,1.657022011520346925e-04
5.489539078156312462e+04,1.601535036774675820e-04
5.521583166332665132e+04,1.547909562801211975e-04
5.553627254509017803e+04,1.496082972319358632e-04
5.585671342685370473e+04,1.445994762574302512e-04
5.617715430861723144e+04,1.397586473519499847e-04
5.649759519038075814e+04,1.350801618459526428e-04
5.681803607214428484e+04,1.305585617067881712e-04
5.713847695390781155e+04,1.261885730697380177e-04
5.745891783567133825e+04,1.219650999903664932e-04
5.777935871743486496e+04,1.178832184105196195e-04
5.809979959919839166e+04,1.139381703305750897e-04
5.842024048096192564e+04,1.101253581808110947e-04
5.874068136272545235e+04,1.064403393850098185e-04
5.906112224448897905e+04,1.028788211096543772e-04
5.938156312625250575e+04,9.943665519231342299e-05
5.970200400801603246e+04,9.610983324302957128e-05
6.002244488977955916e+04,9.289448191274683167e-05
6.034288577154308587e+04,8.978685832302025398e-05
6.066332665330661257e+04,8.678334565145327296e-05
6.098376753507013927e+04,8.388044886750188676e-05
6.130420841683366598e+04,8.107479061347279154e-05
6.162464929859719268e+04,7.836310722572304647e-05
6.194509018036071939e+04,7.574224489124261391e-05
6.226553106212424609e+04,7.320915593497006528e-05
6.258597194388777280e+04,7.076089523335293700e-05
6.290641282565129950e+04,6.839461674982072535e-05
6.322685370741482620e+04,6.610757018798968767e-05
6.354729458917835291e+04,6.389709775856278889e-05
6.386773547094187961e+04,6.176063105602987862e-05
6.418817635270540632e+04,5.969568804140685213e-05
6.450861723446893302e+04,5.769987012738438798e-05
6.482905811623245972e+04,5.577085936238134834e-05
6.514949899799599370e+04,5.390641571012071392e-05
6.546993987975952041e+04,5.210437442146142019e-05
6.579038076152304711e+04,5.036264349533409553e-05
6.611082164328657382e+04,4.867920122573636326e-05
6.643126252505010052e+04,4.705209383184943159e-05
6.675170340681362723e+04,4.547943316843848559e-05
6.707214428857715393e+04,4.395939451379771905e-05
6.739258517034068063e+04,4.249021443259530495e-05
6.771302605210420734e+04,4.107018871106456811e-05
6.803346693386773404e+04,3.969767036207544363e-05
6.835390781563126075e+04,3.837106769770599109e-05
6.867434869739478745e+04,3.708884246701456104e-05
6.899478957915831415e+04,3.584950805679288635e-05
6.931523046092184086e+04,3.465162775315687449e-05
6.963567134268536756e+04,3.349381306190501328e-05
6.995611222444889427e+04,3.237472208564535841e-05
7.027655310621242097e+04,3.129305795576162950e-05
7.059699398797594768e+04,3.024756731735347173e-05
7.091743486973947438e+04,2.923703886535168684e-05
7.123787575150300108e+04,2.826030193006937654e-05
7.155831663326652779e+04,2.731622511051074489e-05
7.187875751503005449e+04,2.640371495381571863e-05
7.219919839679358120e+04,2.552171467927484138e-05
7.251963927855710790e+04,2.466920294540209167e-05
7.284008016032063460e+04,2.384519265860500454e-05
7.316052104208416131e+04,2.304872982204151229e-05
7.348096192384768801e+04,2.227889242330101136e-05
7.380140280561121472e+04,2.153478935959384050e-05
7.412184368737474142e+04,2.081555939917804465e-05
7.444228456913826813e+04,2.012037017779600621e-05
7.476272545090179483e+04,1.944841722893503314e-05
7.508316633266532153e+04,1.879892304676679656e-05
7.540360721442886279e+04,1.817113618065913894e-05
7.572404809619238949e+04,1.756433036019215422e-05
7.604448897795591620e+04,1.697780364964566812e-05
7.636492985971944290e+04,1.641087763096196032e-05
7.668537074148296961e+04,1.586289661422003543e-05
7.700581162324649631e+04,1.533322687469151587e-05
7.732625250501002301e+04,1.482125591557939525e-05
7.764669338677354972e+04,1.432639175557156557e-05
7.796713426853707642e+04,1.384806224037068603e-05
7.828757515030060313e+04,1.338571437739021661e-05
7.860801603206412983e+04,1.293881369283414429e-05
7.892845691382765654e+04,1.250684361040448604e-05
7.924889779559118324e+04,1.208930485090623128e-05
7.956933867735470994e+04,1.168571485204429799e-05
7.988977955911823665e+04,1.129560720773094570e-05
8.021022044088176335e+04,1.091853112624517727e-05
8.053066132264529006e+04,1.055405090660818055e-05
8.085110220440881676e+04,1.020174543256015362e-05
8.117154308617234346e+04,9.861207683544946848e-06
8.149198396793587017e+04,9.532044262128912707e-06
8.181242484969939687e+04,9.213874937299858161e-06
8.213286573146292358e+04,8.906332203110784918e-06
8.245330661322645028e+04,8.609060852151144723e-06
8.277374749498997699e+04,8.321717563345943245e-06
8.309418837675350369e+04,8.043970503599951553e-06
8.341462925851703039e+04,7.775498942820487891e-06
8.373507014028055710e+04,7.515992881868170257e-06
8.405551102204408380e+04,7.265152693000235202e-06
8.437595190380761051e+04,7.022688772385700734e-06
8.469639278557113721e+04,6.788321204285886458e-06
8.501683366733466391e+04,6.561779436507683547e-06
8.533727454909819062e+04,6.342801966749992833e-06
8.565771543086171732e+04,6.131136039476771572e-06
8.597815631262524403e+04,5.926537352962485125e-06
8.629859719438877073e+04,5.728769776167630944e-06
8.661903807615229744e+04,5.537605075113636268e-06
8.693947895791582414e+04,5.352822648437653256e-06
8.725991983967935084e+04,5.174209271818394562e-06
8.758036072144287755e+04,5.001558850974777498e-06
8.790080160320640425e+04,4.834672182949017144e-06
8.822124248496993096e+04,4.673356725395730880e-06
8.854168336673345766e+04,4.517426373607819830e-06
8.886212424849698436e+04,4.366701245019143172e-06
8.918256513026052562e+04,4.221007470932637594e-06
8.950300601202405232e+04,4.080176995231122260e-06
8.982344689378757903e+04,3.944047379836069672e-06
9.014388777555110573e+04,3.812461616687728092e-06
9.046432865731463244e+04,3.685267946027437175e-06
9.078476953907815914e+04,3.562319680770482764e-06
9.110521042084168585e+04,3.443475036764876906e-06
9.142565130260521255e+04,3.328596968738453700e-06
9.174609218436873925e+04,3.217553011743211510e-06
9.206653306613226596e+04,3.110215127912352970e-06
9.238697394789579266e+04,3.006459558351626644e-06
9.270741482965931937e+04,2.906166679992643158e-06
9.302785571142284607e+04,2.809220867241566729e-06
9.334829659318637277e+04,2.715510358262276311e-06
9.366873747494989948e+04,2.624927125738408265e-06
9.398917835671342618e+04,2.537366751964019456e-06
9.430961923847695289e+04,2.452728308117598266e-06
9.463006012024047959e+04,2.370914237579085837e-06
9.495050100200400630e+04,2.291830243154250136e-06
9.527094188376753300e+04,2.215385178075349317e-06
9.559138276553105970e+04,2.141490940651405516e-06
9.591182364729458641e+04,2.070062372445698331e-06
9.623226452905811311e+04,2.001017159862154257e-06
9.655270541082163982e+04,1.934275739026353771e-06
9.687314629258516652e+04,1.869761203850637342e-06
9.719358717434869322e+04,1.807399217176590769e-06
9.751402805611221993e+04,1.747117924891702689e-06
9.783446893787574663e+04,1.688847872920515221e-06
9.815490981963927334e+04,1.632521926993879616e-06
9.847535070140280004e+04,1.578075195103225040e-06
9.879579158316632675e+04,1.525444952549834970e-06
9.911623246492985345e+04,1.474570569502156813e-06
9.943667334669338015e+04,1.425393440977108480e-06
9.975711422845690686e+04,1.377856919164144687e-06
1.000775551102204336e+05,1.331906248013588859e-06
1.003979959919839603e+05,1.287488500013366559e-06
1.007184368737474870e+05,1.244552515080818088e-06
1.010388777555110137e+05,1.203048841498749510e-06
1.013593186372745404e+05,1.162929678827216395e-06
1.016797595190380671e+05,1.124148822724896758e-06
1.020002004008015938e+05,1.086661611616059859e-06
1.023206412825651205e+05,1.050424875141345084e-06
1.026410821643286617e+05,1.015396884332590636e-06
1.029615230460921885e+05,9.815373034540034629e-07
1.032819639278557152e+05,9.488071434538370732e-07
1.036024048096192419e+05,9.171687169726863683e-07
1.039228456913827686e+05,8.865855948562634409e-07
1.042432865731462953e+05,8.570225641222828815e-07
1.045637274549098220e+05,8.284455873327910555e-07
1.048841683366733487e+05,8.008217633248713175e-07
1.052046092184368754e+05,7.741192892542739052e-07
1.055250501002004021e+05,7.483074239080126798e-07
1.058454909819639288e+05,7.233564522434557258e-07
1.061659318637274555e+05,6.992376511128728665e-07
1.064863727454909822e+05,6.759232561337482353e-07
1.068068136272545089e+05,6.533864296665346395e-07
1.071272545090180356e+05,6.316012298627722247e-07
1.074476953907815623e+05,6.105425807477745576e-07
1.077681362725450890e+05,5.901862433032477970e-07
1.080885771543086157e+05,5.705087875163985978e-07
1.084090180360721424e+05,5.514875653631933597e-07
1.087294589178356691e+05,5.331006846945108698e-07
1.090498997995991958e+05,5.153269839949935200e-07
1.093703406813627225e+05,4.981460079853937326e-07
1.096907815631262492e+05,4.815379840402077030e-07
1.100112224448897759e+05,4.654837993933218929e-07
1.103316633266533026e+05,4.499649791053185905e-07
1.106521042084168294e+05,4.349636647669637451e-07
1.109725450901803561e+05,4.204625939142571120e-07
1.112929859719438828e+05,4.064450801312481621e-07
1.116134268537074095e+05,3.928949938176182721e-07
1.119338677354709362e+05,3.797967435987983386e-07
1.122543086172344629e+05,3.671352583571369842e-07
1.125747494989979896e+05,3.548959698633540781e-07
1.128951903807615163e+05,3.430647959882058434e-07
1.132156312625250430e+05,3.316281244749666675e-07
1.135360721442885697e+05,3.205727972539736702e-07
1.138565130260520964e+05,3.098860952811140358e-07
1.141769539078156231e+05,2.995557238827396345e-07
1.144973947895791498e+05,2.895697985900770059e-07
1.148178356713426765e+05,2.799168314467740662e-07
1.151382765531062032e+05,2.705857177737637677e-07
1.154587174348697299e+05,2.615657233761616430e-07
1.157791583166332566e+05,2.528464721774204787e-07
1.160995991983967833e+05,2.444179342664638969e-07
1.164200400801603246e+05,2.362704143439943772e-07
1.167404809619238513e+05,2.283945405546374653e-07
1.170609218436873780e+05,2.207812536920223591e-07
1.173813627254509047e+05,2.134217967643443913e-07
1.177018036072144314e+05,2.063077049083546735e-07
1.180222444889779581e+05,1.994307956401393845e-07
1.183426853707414848e+05,1.927831594314316335e-07
1.186631262525050115e+05,1.863571506005805790e-07
1.189835671342685382e+05,1.801453785076625241e-07
1.193040080160320649e+05,1.741406990435741979e-07
1.196244488977955916e+05,1.683362064032827215e-07
1.199448897795591183e+05,1.627252251337419680e-07
1.202653306613226450e+05,1.573013024472975296e-07
1.205857715430861717e+05,1.520582007917102691e-07
1.209062124248496984e+05,1.469898906682273024e-07
1.212266533066132251e+05,1.420905436894119824e-07
1.215470941883767518e+05,1.373545258687270216e-07
1.218675350701402785e+05,1.327763911341249800e-07
1.221879759519038053e+05,1.283508750581679550e-07
1.225084168336673320e+05,1.240728887974409344e-07
1.228288577154308587e+05,1.199375132342693073e-07
1.231492985971943854e+05,1.159399933139837901e-07
1.234697394789579121e+05,1.120757325712009671e-07
1.237901803607214388e+05,1.083402878388073291e-07
1.241106212424849655e+05,1.047293641335442811e-07
1.244310621242484922e+05,1.012388097122968915e-07
1.247515030060120189e+05,9.786461129338477858e-08
1.250719438877755456e+05,9.460288943734621664e-08
1.253923847695390723e+05,9.144989408188807578e-08
1.257128256513025990e+05,8.840200022585376478e-08
1.260332665330661257e+05,8.545570375723419579e-08
1.263537074148296524e+05,8.260761742041012053e-08
1.266741482965931791e+05,7.985446691797860502e-08
1.269945891783567058e+05,7.719308714266839937e-08
1.273150300601202325e+05,7.462041853500184840e-08
1.276354709418837592e+05,7.213350356250407142e-08
1.279559118236472859e+05,6.972948331640150140e-08
1.282763527054108126e+05,6.740559422188741198e-08
1.285967935871743393e+05,6.515916485816233219e-08
1.289172344689378660e+05,6.298761288458511074e-08
1.292376753507013927e+05,6.088844206939170277e-08
1.295581162324649194e+05,5.885923941755773375e-08
1.298785571142284462e+05,5.689767239449509894e-08
1.301989979959919874e+05,5.500148624238363289e-08
1.305194388777555141e+05,5.316850138604521265e-08
1.308398797595190408e+05,5.139661092537111530e-08
1.311603206412825675e+05,4.968377821141414170e-08
1.314807615230460942e+05,4.802803450335233579e-08
1.318012024048096209e+05,4.642747670362476584e-08
1.321216432865731476e+05,4.488026516863038696e-08
1.324420841683366743e+05,4.338462159246786493e-08
1.327625250501002010e+05,4.193882696127830271e-08
1.330829659318637277e+05,4.054121957583447696e-08
1.334034068136272545e+05,3.919019314009887313e-08
1.337238476953907812e+05,3.788419491354878950e-08
1.340442885771543079e+05,3.662172392514002222e-08
1.343647294589178346e+05,3.540132924685273367e-08
1.346851703406813613e+05,3.422160832483011525e-08
1.350056112224448880e+05,3.308120536618864126e-08
1.353260521042084147e+05,3.197880977964147735e-08
1.356464929859719414e+05,3.091315466813959845e-08
1.359669338677354681e+05,2.988301537179444335e-08
1.362873747494989948e+05,2.888720805940448787e-08
1.366078156312625215e+05,2.792458836696348306e-08
1.369282565130260482e+05,2.699405008158307294e-08
1.372486973947895749e+05,2.609452386931391390e-08
1.375691382765531016e+05,2.522497604540079542e-08
1.378895791583166283e+05,2.438440738555576156e-08
1.382100200400801550e+05,2.357185197688062949e-08
1.385304609218436817e+05,2.278637610711566452e-08
1.388509018036072084e+05,2.202707719093622545e-08
1.391713426853707351e+05,2.129308273206059315e-08
1.394917835671342618e+05,2.058354931997460306e-08
1.398122244488977885e+05,1.989766166011793701e-08
1.401326653306613152e+05,1.923463163641560891e-08
1.404531062124248419e+05,1.859369740507581558e-08
1.407735470941883686e+05,1.797412251861051196e-08
1.410939879759518954e+05,1.737519507907086745e-08
1.414144288577154221e+05,1.679622691952272790e-08
1.417348697394789488e+05,1.623655281282001385e-08
1.420553106212424755e+05,1.569552970676527302e-08
1.423757515030060022e+05,1.517253598477729321e-08
1.426961923847695289e+05,1.466697075121469953e-08
1.430166332665330556e+05,1.417825314053306357e-08
1.433370741482965823e+05,1.370582164948052297e-08
1.436575150300601090e+05,1.324913349156334299e-08
1.439779559118236357e+05,1.280766397303844833e-08
1.442983967935871624e+05,1.238090588971501487e-08
1.446188376753506891e+05,1.196836894387085571e-08
1.449392785571142158e+05,1.156957918061268166e-08
1.452597194388777425e+05,1.118407844303162417e-08
1.455801603206412692e+05,1.081142384552720309e-08
1.459006012024047959e+05,1.045118726469351830e-08
1.462210420841683226e+05,1.010295484718209761e-08
1.465414829659318493e+05,9.766326533974992210e-09
1.468619238476953760e+05,9.440915600520850350e-09
1.471823647294589027e+05,9.126348212204833496e-09
1.475028056112224294e+05,8.822262994640986964e-09
1.478232464929859561e+05,8.528310618292622869e-09
1.481436873747494828e+05,8.244153396942929218e-09
1.484641282565130095e+05,7.969464899553751996e-09
1.487845691382765363e+05,7.703929575066170477e-09
1.491050100200400630e+05,7.447242389711120527e-09
1.494254509018035897e+05,7.199108476412874840e-09
1.497458917835671164e+05,6.959242795882129591e-09
1.500663326653306431e+05,6.727369809008759574e-09
1.503867735470941698e+05,6.503223160177471829e-09
1.507072144288577256e+05,6.286545371142001234e-09
1.510276553106212523e+05,6.077087545105916625e-09
1.513480961923847790e+05,5.874609080669278740e-09
1.516685370741483057e+05,5.678877395312625276e-09
1.519889779559118324e+05,5.489667658099831763e-09
1.523094188376753591e+05,5.306762531292663975e-09
1.526298597194388858e+05,5.129951920579684372e-09
1.529503006012024125e+05,4.959032733632330342e-09
1.532707414829659392e+05,4.793808646710493779e-09
1.535911823647294659e+05,4.634089879049104966e-09
1.539116232464929926e+05,4.479692974766322700e-09
1.542320641282565193e+05,4.330440592042479054e-09
1.545525050100200460e+05,4.186161299327354456e-09
1.548729458917835727e+05,4.046689378341397345e-09
1.551933867735470994e+05,3.911864633644375717e-09
1.555138276553106261e+05,3.781532208552451289e-09
1.558342685370741528e+05,3.655542407191978822e-09
1.561547094188376796e+05,3.533750522485465531e-09
1.564751503006012063e+05,3.416016669871825687e-09
1.567955911823647330e+05,3.302205626569756536e-09
1.571160320641282597e+05,3.192186676199435970e-09
1.574364729458917864e+05,3.085833458583832453e-09
1.577569138276553131e+05,2.983023824556960702e-09
1.580773547094188398e+05,2.883639695612147741e-09
1.583977955911823665e+05,2.787566928228883777e-09
1.587182364729458932e+05,2.694695182722334780e-09
1.590386773547094199e+05,2.604917796464675410e-09
1.593591182364729466e+05,2.518131661332511267e-09
1.596795591182364733e+05,2.434237105239459988e-09
1.600000000000000000e+05,2.353137777617719462e-09
