-1	-4.45930062104057E-05
-0.999	-4.47986022110448E-05
-0.998	-4.5005360606727E-05
-0.997	-4.52132892001168E-05
-0.996	-4.54223959701018E-05
-0.995	-4.56326882922083E-05
-0.994	-4.58441743295444E-05
-0.993	-4.60568622615932E-05
-0.992	-4.62707597310209E-05
-0.991	-4.64858749751514E-05
-0.99	-4.67022162700165E-05
-0.989	-4.69197914406313E-05
-0.988	-4.71386090467169E-05
-0.987	-4.73586775530663E-05
-0.986	-4.75800051533635E-05
-0.985	-4.78026001593888E-05
-0.984	-4.80264715576185E-05
-0.983	-4.82516272740829E-05
-0.982	-4.8478076648929E-05
-0.981	-4.87058276966412E-05
-0.98	-4.89348897716695E-05
-0.979	-4.91652717829098E-05
-0.978	-4.93969822688661E-05
-0.977	-4.96300303373799E-05
-0.976	-4.98644251917089E-05
-0.975	-5.010017583512E-05
-0.974	-5.03372915133218E-05
-0.973	-5.05757815312781E-05
-0.972	-5.08156550975877E-05
-0.971	-5.10569219164819E-05
-0.97	-5.12995912118833E-05
-0.969	-5.15436726528546E-05
-0.968	-5.17891759898574E-05
-0.967	-5.20361107576499E-05
-0.966	-5.22844868030128E-05
-0.965	-5.25343141959583E-05
-0.964	-5.27856023753179E-05
-0.963	-5.30383620402386E-05
-0.962	-5.32926028333603E-05
-0.961	-5.35483350608167E-05
-0.96	-5.38055690291145E-05
-0.959	-5.40643150610732E-05
-0.958	-5.4324583502133E-05
-0.957	-5.45863849738771E-05
-0.956	-5.48497299499401E-05
-0.955	-5.51146293100919E-05
-0.954	-5.53810936036829E-05
-0.953	-5.56491335772703E-05
-0.952	-5.59187606271355E-05
-0.951	-5.61899853877265E-05
-0.95	-5.64628189808518E-05
-0.949	-5.67372726248256E-05
-0.948	-5.70133577498541E-05
-0.947	-5.72910857186904E-05
-0.946	-5.75704676664467E-05
-0.945	-5.78515156245445E-05
-0.944	-5.81342406651189E-05
-0.943	-5.84186551336987E-05
-0.942	-5.87047703674932E-05
-0.941	-5.89925986579199E-05
-0.94	-5.92821518779598E-05
-0.939	-5.9573442094817E-05
-0.938	-5.98664816368416E-05
-0.937	-6.01612826109386E-05
-0.936	-6.04578575196253E-05
-0.935	-6.07562191132578E-05
-0.934	-6.10563796421744E-05
-0.933	-6.13583520821922E-05
-0.932	-6.16621490698855E-05
-0.931	-6.19677836791527E-05
-0.93	-6.22752687631309E-05
-0.929	-6.25846178063406E-05
-0.928	-6.28958436089896E-05
-0.927	-6.3208959722458E-05
-0.926	-6.35239793541046E-05
-0.925	-6.38409167561908E-05
-0.924	-6.41597847636924E-05
-0.923	-6.44805976530554E-05
-0.922	-6.48033691636484E-05
-0.921	-6.51281132258434E-05
-0.92	-6.54548440455099E-05
-0.919	-6.57835760541298E-05
-0.918	-6.61143233699838E-05
-0.917	-6.64471003562575E-05
-0.916	-6.67819219124765E-05
-0.915	-6.71188024405821E-05
-0.914	-6.74577570590068E-05
-0.913	-6.77988008121088E-05
-0.912	-6.81419483085182E-05
-0.911	-6.84872148451503E-05
-0.91	-6.88346161003303E-05
-0.909	-6.91841673260582E-05
-0.908	-6.95358840018723E-05
-0.907	-6.9889781909009E-05
-0.906	-7.02458768876313E-05
-0.905	-7.06041848722668E-05
-0.904	-7.0964722095992E-05
-0.903	-7.13275047739659E-05
-0.902	-7.16925489423405E-05
-0.901	-7.2059871459372E-05
-0.9	-7.2429488920574E-05
-0.899	-7.28014180457475E-05
-0.898	-7.31756758631558E-05
-0.897	-7.35522791423448E-05
-0.896	-7.39312452993529E-05
-0.895	-7.4312591694546E-05
-0.894	-7.4696335856925E-05
-0.893	-7.50824951966158E-05
-0.892	-7.5471087632842E-05
-0.891	-7.58621312728664E-05
-0.89	-7.62556438616054E-05
-0.889	-7.66516438582655E-05
-0.888	-7.70501497051677E-05
-0.887	-7.74511798271389E-05
-0.886	-7.7854753003022E-05
-0.885	-7.82608880580075E-05
-0.884	-7.86696039125216E-05
-0.883	-7.90809199485026E-05
-0.882	-7.94948553009699E-05
-0.881	-7.99114295739035E-05
-0.88	-8.03306624692025E-05
-0.879	-8.0752573695123E-05
-0.878	-8.11771835671919E-05
-0.877	-8.16045119691754E-05
-0.876	-8.20345793447168E-05
-0.875	-8.24674062277787E-05
-0.874	-8.29030131809277E-05
-0.873	-8.33414212979677E-05
-0.872	-8.37826516663731E-05
-0.871	-8.42267252555703E-05
-0.87	-8.46736635835503E-05
-0.869	-8.51234883783985E-05
-0.868	-8.55762213193042E-05
-0.867	-8.60318843279402E-05
-0.866	-8.64904996178393E-05
-0.865	-8.69520895486082E-05
-0.864	-8.7416676773313E-05
-0.863	-8.78842839207804E-05
-0.862	-8.83549339532754E-05
-0.861	-8.88286497454752E-05
-0.86	-8.93054551489355E-05
-0.859	-8.97853732562504E-05
-0.858	-9.02684280084327E-05
-0.857	-9.07546432985461E-05
-0.856	-9.12440434501722E-05
-0.855	-9.17366524493998E-05
-0.854	-9.22324952537574E-05
-0.853	-9.27315963333898E-05
-0.852	-9.32339810561663E-05
-0.851	-9.3739674271214E-05
-0.85	-9.42487017039977E-05
-0.849	-9.47610888744612E-05
-0.848	-9.52768617729924E-05
-0.847	-9.57960464004553E-05
-0.846	-9.63186691755704E-05
-0.845	-9.68447568722247E-05
-0.844	-9.73743358454433E-05
-0.843	-9.79074334444619E-05
-0.842	-9.84440770006825E-05
-0.841	-9.89842938264994E-05
-0.84	-9.9528111929845E-05
-0.839	-0.000100075559441
-0.838	-0.000100626664046
-0.837	-0.000101181454752
-0.836	-0.000101739960177
