Photon Energy [eV],Flux [photons/s/0.1%bw]
9.559138276553105970e+04,1.336613513895126343e+10
9.591182364729458641e+04,1.292031308231960106e+10
9.623226452905811311e+04,1.248936676143133926e+10
9.655270541082163982e+04,1.207279957764228630e+10
9.687314629258516652e+04,1.167013152090843391e+10
9.719358717434869322e+04,1.128089861518097115e+10
9.751402805611221993e+04,1.090465238236462021e+10
9.783446893787574663e+04,1.054095932421715355e+10
9.815490981963927334e+04,1.018940042158847046e+10
9.847535070140280004e+04,9.849570650418218613e+09
9.879579158316632675e+04,9.521078513930162430e+09
9.911623246492985345e+04,9.203545590480487823e+09
9.943667334669338015e+04,8.896606096535474777e+09
9.975711422845690686e+04,8.599906464271558762e+09
1.000775551102204336e+05,8.313104933307803154e+09
1.003979959919839603e+05,8.035871156097303391e+09
1.007184368737474870e+05,7.767885816519892693e+09
1.010388777555110137e+05,7.508840261233952522e+09
1.013593186372745404e+05,7.258436143359811783e+09
1.016797595190380671e+05,7.016385078081827164e+09
1.020002004008015938e+05,6.782408309769795418e+09
1.023206412825651205e+05,6.556236390234019279e+09
1.026410821643286617e+05,6.337608867741050720e+09
1.029615230460921885e+05,6.126273986429910660e+09
1.032819639278557152e+05,5.921988395780319214e+09
