z [mm]	By meas [T]	By sim [T]
280.9999999999999	-0.006191517699487733	-0.005305885447229073
282.	-0.006151441648246483	-0.005304183637620534
282.9999999999999	-0.006137555578694916	-0.005301780299356389
284.	-0.006107360929048586	-0.005298605787040373
284.9999999999999	-0.006079866919491684	-0.005294603216682442
286.	-0.006063606914472727	-0.005289727055764454
286.9999999999999	-0.006040214407544627	-0.005283941852478214
288.	-0.006014695534667078	-0.005277221089849463
288.9999999999999	-0.005984952067677863	-0.005269546154099307
290.	-0.00595867101277877	-0.005260905405214515
290.9999999999999	-0.005927759294732129	-0.005251293340544443
292.	-0.005901095372529233	-0.005240709842344653
292.9999999999999	-0.00586452164769355	-0.005229159500973545
294.	-0.005842836509243611	-0.005216651007062755
294.9999999999999	-0.005811607502609698	-0.005203196605378215
296.	-0.005781907845517677	-0.005188811604791949
296.9999999999999	-0.005757144999350555	-0.005173513939193193
298.	-0.005725192519074933	-0.005157323773658745
298.9999999999999	-0.005694769287672318	-0.005140263152538072
300.	-0.005665091206973395	-0.005122355684457343
300.9999999999999	-0.005630110113474273	-0.005103626261376311
302.	-0.005591416874910304	-0.005084100808008543
302.9999999999999	-0.00555603027014536	-0.005063806058620222
304.	-0.005530781440190917	-0.005042769358934632
304.9999999999999	-0.005499827296883863	-0.005021018490209946
306.	-0.005462962111032409	-0.004998581513596699
306.9999999999999	-0.005416875822210683	-0.004975486632888557
308.	-0.005387418759387341	-0.004951762073225914
308.9999999999999	-0.005352716330154599	-0.004927435975136574
310.	-0.005319622747158954	-0.004902536301573139
310.9999999999999	-0.005290570341087175	-0.004877090756805681
312.	-0.005243116897337279	-0.004851126716689381
312.9999999999999	-0.005218143075725844	-0.004824671167693231
314.	-0.005181612571778898	-0.004797750655402052
314.9999999999999	-0.005139228034167299	-0.00477039124045602
316.	-0.00509533925284247	-0.004742618461498447
316.9999999999999	-0.005062712706233461	-0.004714457304318355
318.	-0.00502267551795744	-0.004685932176935348
318.9999999999999	-0.004991180082551212	-0.004657066888924784
320.	-0.004967123213088986	-0.004627884636173823
320.9999999999999	-0.004929351168006741	-0.004598407988621205
322.	-0.004888022369365129	-0.004568658882220265
322.9999999999999	-0.004846746336060989	-0.004538658613628721
324.	-0.004813122648568108	-0.004508427837934023
324.9999999999999	-0.00476445442566286	-0.004477986568307968
326.	-0.004729993553894975	-0.00444735417855745
326.9999999999999	-0.00470585201615919	-0.004416549406692973
328.	-0.004658344124484526	-0.00438559036092727
328.9999999999999	-0.004627212492058195	-0.004354494526318102
330.	-0.004600403211760295	-0.004323278773459305
330.9999999999999	-0.004557768559291764	-0.004291959367342479
332.	-0.004518169064028119	-0.004260551977957527
332.9999999999999	-0.004472774878211114	-0.004229071690941379
334.	-0.00443741784589447	-0.004197533019294069
334.9999999999999	-0.004406130647786685	-0.004165949915502024
336.	-0.004365156656329195	-0.004134335783915241
336.9999999999999	-0.004333239253826333	-0.004102703493776725
338.	-0.004294458458771265	-0.004071065392076092
338.9999999999999	-0.004255213065783814	-0.0040394333170319
340.	-0.004226501767702657	-0.004007818611302508
340.9999999999999	-0.004183357628421775	-0.00397623213545704
342.	-0.004140885115855834	-0.003944684281473711
343.	-0.004103374721525772	-0.00391318498602571
344.	-0.004072136672681099	-0.003881743743893363
345.	-0.004038465809449255	-0.003850369621169403
346.0000000000001	-0.003998562675978495	-0.003819071268263829
347.	-0.003971780861988624	-0.003787856932850712
348.0000000000001	-0.003931815702159536	-0.003756734472680121
349.	-0.003888006325287461	-0.003725711368105887
350.0000000000001	-0.003869129796525345	-0.003694794734118948
351.	-0.003841400197024799	-0.003663991332908143
352.0000000000001	-0.003802583257422193	-0.003633307585221142
353.	-0.00376523456543671	-0.003602749582246976
353.9999999999998	-0.003725924030788461	-0.00357232309703342
355.	-0.003689413766299885	-0.003542033595169874
355.9999999999998	-0.003665955065467523	-0.003511886245907173
357.	-0.003623212810224443	-0.00348188593258258
357.9999999999998	-0.003593433830342778	-0.003452037263003056
359.	-0.003563525135303244	-0.003422344579106111
359.9999999999998	-0.003528206516649578	-0.003392811967135848
361.	-0.003502528763673501	-0.003363443266704559
361.9999999999998	-0.003457505391734107	-0.003334242080254704
363.	-0.003424215028964471	-0.003305211781732299
363.9999999999998	-0.003403739319823154	-0.003276355525400548
365.	-0.003374951182156259	-0.003247676254281241
365.9999999999998	-0.003339591924758056	-0.003219176708139001
367.	-0.00330344776289477	-0.0031908594313835
367.9999999999998	-0.003272911921402004	-0.003162726780915262
369.	-0.00324967552418419	-0.003134780933288433
369.9999999999998	-0.003217347120619014	-0.003107023892037548
371.	-0.00317848543520237	-0.003079457494507563
371.9999999999998	-0.003155732634459227	-0.003052083418518748
373.	-0.003137513632578187	-0.003024903189292096
373.9999999999998	-0.003089848708987099	-0.002997918184936983
375.	-0.003072095767952508	-0.002971129643261331
375.9999999999998	-0.003040270433330333	-0.002944538667090538
377.	-0.003005320555268622	-0.002918146230359785
377.9999999999998	-0.002977509394001147	-0.002891953183265611
379.	-0.0029464951819377	-0.002865960257562656
379.9999999999998	-0.002914248266182117	-0.002840168071967735
381.	-0.002892768569065326	-0.002814577136573694
381.9999999999998	-0.002869820969235342	-0.002789187857992251
383.	-0.002840431435399777	-0.00276400054386341
383.9999999999998	-0.00281590777068793	-0.002739015406976441
385.	-0.002787041509403131	-0.002714232569885144
385.9999999999998	-0.002768598852449657	-0.002689652068792742
387.	-0.002736520483071949	-0.002665273857639801
387.9999999999998	-0.002705948593550975	-0.002641097811682197
389.	-0.002677865564291902	-0.002617123731416355
389.9999999999998	-0.002658643804868587	-0.00259335134599496
391.	-0.002627171031565555	-0.002569780316568708
391.9999999999998	-0.00260182018725399	-0.002546410239687908
393.	-0.002585557122908319	-0.002523240650177171
393.9999999999998	-0.002568202673984567	-0.002500271024674505
395.	-0.002537011923394703	-0.002477500783984944
395.9999999999998	-0.002513468985503654	-0.002454929296471272
397.	-0.002488885448263143	-0.002432555880040037
397.9999999999998	-0.002469078032338669	-0.002410379805495294
399.	-0.002436045809094844	-0.002388400298357034
399.9999999999998	-0.002414847306521798	-0.002366616541943
401.	-0.002402662928332732	-0.002345027679031573
401.9999999999998	-0.002374307655555861	-0.002323632814514739
403.	-0.002355903256257284	-0.002302431017326446
403.9999999999998	-0.002329596063192757	-0.002281421322742914
405.	-0.002294687356195007	-0.002260602733934111
405.9999999999999	-0.002277885158019174	-0.002239974224168537
407.	-0.002255409908907684	-0.002219534738671164
407.9999999999999	-0.002238180250448034	-0.00219928319608638
409.	-0.002216232865997862	-0.002179218490424212
409.9999999999999	-0.002195328926195296	-0.002159339492557786
411.	-0.00216964449607989	-0.002139645051707765
411.9999999999999	-0.00214894529775215	-0.002120133997095932
413.	-0.00213208237296584	-0.002100805139104275
413.9999999999999	-0.002108325011085983	-0.002081657270916852
415.	-0.002099878707288968	-0.002062689169588712
415.9999999999999	-0.002084757878679559	-0.002043899597695074
417.	-0.00206667214220625	-0.002025287303713318
417.9999999999999	-0.002035736977235046	-0.002006851024228944
419.	-0.002017268938208677	-0.001988589484173038
419.9999999999999	-0.001998207854869897	-0.001970501398363828
421.	-0.001972812187466138	-0.001952585472316954
421.9999999999999	-0.0019413336559293	-0.001934840403326809
423.	-0.001936751888746037	-0.001917264881193242
423.9999999999999	-0.001914300987889673	-0.00189985758936419
425.	-0.001904408876865701	-0.001882617205614053
425.9999999999999	-0.001868958404712473	-0.001865542402781238
427.	-0.001862645133537894	-0.001848631849950687
427.9999999999999	-0.001848191544873317	-0.001831884212476466
429.	-0.001824303710654587	-0.001815298153532163
429.9999999999999	-0.001811743412390987	-0.001798872334073068
431.	-0.001796814480466033	-0.001782605413887469
431.9999999999999	-0.001783476317852593	-0.001766496052096059
433.	-0.001765201917541622	-0.00175054290762932
433.9999999999999	-0.001735417765802659	-0.00173474464002752
435.	-0.001728612617496961	-0.001719099909728891
435.9999999999999	-0.001702725712082488	-0.001703607378752419
437.	-0.001684780617807652	-0.001688265711005492
437.9999999999999	-0.001666863761005336	-0.001673073572998035
439.	-0.001655323376994091	-0.001658029633882681
439.9999999999999	-0.001643095184604611	-0.001643132566473402
441.	-0.001623629350632341	-0.001628381046965262
441.9999999999999	-0.001608811714166083	-0.001613773755734406
443.	-0.001606999764318089	-0.001599309377585517
443.9999999999999	-0.001588127598427013	-0.001584986602012442
445.	-0.001575623650657177	-0.001570804123740676
445.9999999999999	-0.001552010458046073	-0.001556760642787848
447.	-0.001542998746600658	-0.00154285486463036
447.9999999999999	-0.001529941368273918	-0.001529085501156421
449.	-0.001504540670437287	-0.001515451269856074
449.9999999999999	-0.001490860185627924	-0.00150195089523878
451.	-0.001483290274162439	-0.001488583108016999
451.9999999999999	-0.001469864243419105	-0.001475346645964347
453.	-0.00146145331867947	-0.001462240253853762
453.9999999999999	-0.001439608899136043	-0.001449262683765356
455.	-0.001438866983532967	-0.001436412695176
455.9999999999999	-0.001416077033412979	-0.001423689055244842
457.	-0.001399790357190411	-0.001411090538556562
457.9999999999999	-0.001389990616868439	-0.001398615928124057
459.	-0.001369630792899908	-0.001386264014526955
459.9999999999999	-0.001354801610150541	-0.00137403359654485
461.	-0.001351505265868756	-0.001361923481412039
461.9999999999999	-0.00133405858194886	-0.001349932484615228
463.	-0.001331195360388853	-0.001338059430167318
463.9999999999999	-0.001314106909891561	-0.001326303150470083
465.	-0.001299766505919626	-0.00131466248669517
465.9999999999999	-0.001280815641208401	-0.001303136288630788
467.	-0.00127132597781542	-0.00129172341503574
468.	-0.001263296282707612	-0.001280422733170245
469.	-0.001256783132096523	-0.001269233119402423
470.	-0.001245979681387334	-0.001258153458967565
471.0000000000001	-0.00122528842826255	-0.001247182646103746
472.	-0.001211261621894597	-0.001236319584147971
473.0000000000001	-0.001206500720776897	-0.001225563185086483
474.	-0.001195655886622177	-0.0012149123703775
475.0000000000001	-0.001183913306984362	-0.001204366070501182
476.	-0.001171580066018337	-0.001193923224804224
477.0000000000001	-0.001158277106154434	-0.001183582781922837
478.	-0.001150148246577487	-0.001173343699576607
479.0000000000001	-0.001144222216224222	-0.001163204944521517
480.	-0.001134389252799084	-0.001153165492713261
480.9999999999998	-0.001122796348982721	-0.001143224329064494
482.	-0.001110458349215996	-0.001133380447970863
482.9999999999998	-0.001105194231329149	-0.001123632852355502
484.	-0.001099048421547333	-0.001113980554618854
484.9999999999998	-0.001086828661269483	-0.001104422575979262
486.	-0.00106755935159337	-0.001094957946862855
486.9999999999998	-0.001061909240569577	-0.001085585706554664
488.	-0.001046765601220969	-0.001076304903490915
488.9999999999998	-0.001041043549043795	-0.001067114594663923
490.	-0.001026329540721457	-0.001058013846414635
490.9999999999998	-0.001021208605020476	-0.001049001733793853
492.	-0.001012915523954992	-0.00104007734063606
492.9999999999998	-0.001004306776371476	-0.001031239759568615
494.	-0.0009946781512084202	-0.001022488092087961
494.9999999999998	-0.0009892406166396659	-0.001013821448301277
496.	-0.0009797101047068978	-0.001005238947110348
496.9999999999998	-0.0009686286168475203	-0.0009967397158907481
498.	-0.0009517261499106162	-0.0009883228906983135
498.9999999999998	-0.0009513089674862989	-0.0009799876161230634
500.	-0.0009375206791499942	-0.0009717330452386162
500.9999999999998	-0.0009295293355193292	-0.0009635583394925577
502.	-0.0009209810455211008	-0.0009554626686129115
502.9999999999998	-0.0009088999075174516	-0.0009474452111052978
504.	-0.0009054319503842817	-0.0009395051530447552
504.9999999999998	-0.0009021579222701402	-0.000931641689475115
506.	-0.0008835273034397999	-0.0009238540228924948
506.9999999999998	-0.0008749460444230776	-0.0009161413644956969
508.	-0.0008816577852311794	-0.0009085029330743453
508.9999999999998	-0.0008641534679518105	-0.0009009379556770137
510.	-0.0008542986524710364	-0.0008934456671760609
510.9999999999998	-0.0008448053838173047	-0.0008860253104941159
512.	-0.0008415251343533525	-0.0008786761358785578
512.9999999999998	-0.0008316115374251361	-0.0008713974019413901
514.	-0.0008275567557109938	-0.0008641883744655588
514.9999999999998	-0.0008169715394252156	-0.0008570483272413068
516.	-0.0008109031303399482	-0.0008499765414221758
516.9999999999998	-0.0008085580588312956	-0.0008429723055996322
518.	-0.0007947771235377059	-0.0008360349160344243
518.9999999999998	-0.00078243167982604	-0.0008291636761453368
520.	-0.0007838532572138035	-0.0008223578967795302
520.9999999999998	-0.0007691541602867236	-0.0008156168959960174
522.	-0.0007713727624703958	-0.0008089399990084411
522.9999999999998	-0.0007649382870172286	-0.0008023265383067969
524.	-0.0007605562726904563	-0.000795775853364922
524.9999999999998	-0.0007502472091525008	-0.0007892872903254162
526.	-0.000742423455443765	-0.0007828602028845878
526.9999999999998	-0.0007414432325702779	-0.0007764939512594009
528.	-0.0007320871752014622	-0.0007701879023837147
528.9999999999998	-0.0007252303698389671	-0.0007639414300071244
530.	-0.0007203825329140416	-0.0007577539147339889
530.9999999999998	-0.000705240148347719	-0.0007516247436818941
532.	-0.0007071306822328098	-0.0007455533104141277
532.9999999999998	-0.0007002487003144452	-0.0007395390152885134
534.	-0.0006930186107872852	-0.0007335812647006516
534.9999999999998	-0.0006808550763865248	-0.0007276794717335303
536.	-0.0006760918315539079	-0.0007218330555222823
536.9999999999998	-0.0006720911986781833	-0.0007160414418571221
538.	-0.0006615781762363839	-0.000710304062191521
538.9999999999998	-0.000659601155813324	-0.0007046203544998005
540.	-0.0006540408560027572	-0.0006989897626685772
540.9999999999998	-0.0006535385320132137	-0.0006934117366942811
542.	-0.0006381362502357058	-0.0006878857322691803
542.9999999999998	-0.0006300169411326738	-0.0006824112112006674
544.	-0.0006263737927606486	-0.0006769876411402162
544.9999999999998	-0.0006223173456520767	-0.000671614495347353
546.	-0.0006243205896493124	-0.0006662912528584097
546.9999999999998	-0.0006229025539021285	-0.0006610173985008341
548.	-0.0006082837672833444	-0.0006557924223424673
548.9999999999998	-0.000604111610776739	-0.000650615820398306
550.	-0.000602380730487472	-0.0006454870939840334
550.9999999999998	-0.0005909323770004112	-0.0006404057496105707
552.	-0.0005778651651969166	-0.0006353712996237377
552.9999999999998	-0.000572917885166953	-0.000630383261250532
554.	-0.0005697453572830709	-0.0006254411572661174
554.9999999999998	-0.0005712022597589691	-0.0006205445154278385
556.	-0.000572454276632088	-0.000615692868720938
556.9999999999998	-0.0005731570052905522	-0.0006108857552606636
558.	-0.0005610274475039976	-0.0006061227180414496
558.9999999999998	-0.0005538031301763364	-0.0006014033054441461
560.	-0.0005528131212791291	-0.0005967270701824876
561.	-0.0005421217291706754	-0.0005920935703885873
562.	-0.0005426314686014033	-0.0005875023684308406
563.	-0.0005283231503670796	-0.0005829530322424911
564.	-0.0005303010962079673	-0.0005784451336471591
565.	-0.0005186412530322659	-0.0005739782498113994
566.0000000000001	-0.0005115221957264824	-0.0005695519620246813
567.	-0.000506646950938072	-0.0005651658565240047
568.0000000000001	-0.0005006667977109808	-0.0005608195238097146
569.	-0.0005009924028873451	-0.0005565125587386746
570.0000000000001	-0.0004979927094792248	-0.0005522445611189227
571.	-0.0004893329413181659	-0.0005480151345312518
572.0000000000001	-0.0004907589260857597	-0.0005438238872755784
573.	-0.0004872096251730486	-0.0005396704317076676
574.0000000000001	-0.0004865725790223834	-0.0005355543844639599
575.	-0.0004753247224385738	-0.0005314753664813244
576.0000000000001	-0.0004645623746461573	-0.0005274330027576087
577.	-0.0004567580736688809	-0.0005234269223763036
578.0000000000001	-0.0004473350526539335	-0.000519456758355476
579.	-0.0004544713266969395	-0.0005155221479959649
580.0000000000001	-0.0004550118505541915	-0.0005116227321521071
581.	-0.0004417476370327308	-0.0005077581561715011
582.0000000000001	-0.0004437198224471277	-0.0005039280685393667
583.	-0.0004461625464789448	-0.0005001321222096151
584.0000000000001	-0.000440117283965837	-0.000496369973504026
585.	-0.0004322251939247648	-0.00049264128270978
586.0000000000001	-0.0004284632826751944	-0.0004889457137458749
587.	-0.0004375908369910047	-0.0004852829341632623
588.0000000000001	-0.0004264575792491973	-0.0004816526152856277
589.	-0.0004245153962899243	-0.000478054431656781
590.0000000000001	-0.0004147128733415132	-0.0004744880617973627
591.	-0.0004238508385955365	-0.0004709531874546955
592.0000000000001	-0.0004142830547670714	-0.0004674494938446027
593.	-0.0004082479835933197	-0.0004639766696499165
594.0000000000001	-0.0004075138581790817	-0.0004605344071082764
595.	-0.0004001931793602544	-0.0004571224013591512
596.0000000000001	-0.0003967461284245897	-0.0004537403513465533
597.	-0.0003929235689763155	-0.000450387958899756
598.0000000000001	-0.0003916615635883164	-0.0004470649292838835
599.	-0.0003887013680273439	-0.0004437709711075094
600.0000000000001	-0.0003951286561362346	-0.0004405057956155009
601.	-0.0003829229717754184	-0.0004372691177783611
602.0000000000001	-0.0003716611549051154	-0.0004340606551751053
603.	-0.0003730735630776677	-0.0004308801287459541
604.0000000000001	-0.0003689607616292981	-0.0004277272622030732
605.	-0.0003688932125066396	-0.0004246017825944603
606.0000000000001	-0.0003570856203372832	-0.0004215034196511957
607.	-0.0003587500978667329	-0.0004184319061054573
607.9999999999998	-0.0003549564864750598	-0.0004153869773903901
609.	-0.0003504410387847639	-0.0004123683721134081
609.9999999999998	-0.0003441797580191566	-0.0004093758314585356
611.	-0.0003449408244898525	-0.0004064090995176491
611.9999999999998	-0.0003451394171324588	-0.0004034679230916345
613.	-0.000344675996442483	-0.0004005520517337504
613.9999999999998	-0.0003353836931930441	-0.0003976612376525033
615.	-0.0003345227472571241	-0.0003947952355488851
615.9999999999998	-0.0003328510431553947	-0.0003919538033041654
617.	-0.0003345259645180909	-0.0003891367007655542
617.9999999999998	-0.0003286833502973011	-0.0003863436907871348
619.	-0.0003322687256334708	-0.0003835745384754712
619.9999999999998	-0.0003323893518841502	-0.0003808290117175999
621.	-0.0003205030399866915	-0.0003781068808646162
621.9999999999998	-0.0003156775224266598	-0.000375407918380586
623.	-0.0003094492585329929	-0.0003727318994463033
623.9999999999998	-0.000313653892179841	-0.0003700786016400348
625.	-0.0003110969473180722	-0.0003674478049858973
625.9999999999998	-0.000300613072651632	-0.000364839291608799
627.	-0.000298004348679867	-0.0003622528462272192
627.9999999999998	-0.0002970569687492029	-0.0003596882555410292
629.	-0.0002950451077585354	-0.0003571453089418522
629.9999999999998	-0.000295540993825279	-0.0003546237976210173
631.	-0.0002921188441222788	-0.0003521235153334379
631.9999999999998	-0.0002862605098885369	-0.0003496442578452183
633.	-0.0002787621039855304	-0.0003471858230754029
633.9999999999998	-0.0002813887582840839	-0.0003447480113439338
635.	-0.0002871436870154127	-0.0003423306247577297
635.9999999999998	-0.0002864538382860941	-0.0003399334675329455
637.	-0.0002899878160318004	-0.0003375563464495254
637.9999999999998	-0.0002813310387667309	-0.0003351990695194917
639.	-0.0002762196625581642	-0.0003328614477746437
639.9999999999998	-0.0002722892986027986	-0.0003305432932055287
641.	-0.0002568086963524389	-0.0003282444205079563
641.9999999999998	-0.0002562633649951851	-0.0003259646460520873
643.	-0.0002537971193560757	-0.0003237037883614535
643.9999999999998	-0.0002571679291347392	-0.0003214616676602065
645.	-0.0002579876649381778	-0.000319238105995401
645.9999999999998	-0.0002606182048155451	-0.0003170329274131117
647.	-0.0002492929151815378	-0.000314845957997926
647.9999999999998	-0.0002538656685480166	-0.0003126770254675398
649.	-0.0002485547509718945	-0.0003105259591189734
649.9999999999998	-0.0002481707518752629	-0.0003083925903269462
651.	-0.0002420916379509807	-0.0003062767523026945
651.9999999999998	-0.0002369925038140149	-0.0003041782798897399
653.	-0.0002429396100627481	-0.0003020970095659373
653.9999999999998	-0.0002371004922896419	-0.0003000327796830679
655.	-0.0002365912158163867	-0.0002979854300790573
655.9999999999998	-0.0002300627107382423	-0.0002959548024522843
657.	-0.0002302268992621639	-0.0002939407402030476
657.9999999999998	-0.0002317722105875515	-0.000291943088082964
659.	-0.0002274349839914643	-0.000289961692623035
659.9999999999998	-0.0002269878410229865	-0.0002879964020978627
661.	-0.0002216430461430741	-0.0002860470660945571
661.9999999999998	-0.000217289512369872	-0.0002841135356858526
663.	-0.0002087026304279128	-0.0002821956642661553
663.9999999999998	-0.0002137662130165328	-0.0002802933054998823
665.	-0.0002073172806732397	-0.0002784063155801218
665.9999999999998	-0.000208338523837835	-0.0002765345518667679
667.	-0.0002095117294275482	-0.0002746778730672215
667.9999999999998	-0.0002060467344257929	-0.0002728361395192628
669.	-0.000199994581408838	-0.0002710092128743141
669.9999999999998	-0.0002061419365742538	-0.0002691969561687848
671.	-0.0002074782130781963	-0.0002673992341938405
671.9999999999998	-0.0002015523214986247	-0.0002656159127191329
673.	-0.0002028783417215797	-0.0002638468592243377
673.9999999999998	-0.0001965248647050726	-0.0002620919421060416
675.	-0.0001974914551332574	-0.0002603510316680474
675.9999999999998	-0.0001958123212528794	-0.0002586239992287055
677.	-0.0001940285376205754	-0.0002569107173553248
677.9999999999998	-0.0001831039987704307	-0.0002552110601408052
679.	-0.000187062211555263	-0.0002535249027077515
679.9999999999998	-0.0001914845671729272	-0.0002518521219470579
681.	-0.0001835919035061741	-0.0002501925953241424
681.9999999999998	-0.0001828719001139544	-0.0002485462021369653
683.	-0.0001793975798439804	-0.0002469128224748725
683.9999999999998	-0.0001713551758885671	-0.0002452923379997707
685.	-0.0001836690813841639	-0.0002436846313098632
686.	-0.0001824059576897861	-0.0002420895864893245
687.	-0.0001745730241000527	-0.0002405070885416456
688.	-0.0001626547082012275	-0.0002389370236981105
689.	-0.0001633152281632867	-0.0002373792793416796
690.	-0.0001653462067293183	-0.0002358337440330202
691.0000000000001	-0.0001726408884941558	-0.0002343003074912202
692.	-0.0001705393323404533	-0.0002327788606492241
693.0000000000001	-0.0001738299797774555	-0.0002312692950640015
694.	-0.0001700004381901554	-0.0002297715039696734
695.0000000000001	-0.0001640749755137715	-0.0002282853814253614
696.	-0.0001616665907129469	-0.0002268108224930774
697.0000000000001	-0.0001638254010688935	-0.0002253477234776575
698.	-0.0001602064533378775	-0.0002238959813047637
699.0000000000001	-0.0001600873874382825	-0.0002224554946175265
700.	-0.0001646103873761009	-0.0002210261625963757
701.0000000000001	-0.0001562825725007935	-0.0002196078854019375
702.	-0.0001640304725023459	-0.0002182005643885924
703.0000000000001	-0.0001570060008854649	-0.0002168041018927744
704.	-0.0001534165611650321	-0.0002154184010879014
705.0000000000001	-0.0001546058604011851	-0.0002140433664320377
706.	-0.0001551973226405918	-0.000212678902824234
707.0000000000001	-0.0001437085376844866	-0.0002113249166145498
708.	-0.0001523097791292764	-0.0002099813145877167
709.0000000000001	-0.0001549421836401113	-0.000208648005013161
710.	-0.000151337119115431	-0.0002073248965823195
711.0000000000001	-0.0001534593900493877	-0.0002060118992944001
712.	-0.0001412199452986999	-0.0002047089237028552
713.0000000000001	-0.0001406369213250925	-0.0002034158815436261
714.	-0.0001344037997183044	-0.0002021326851094398
715.0000000000001	-0.0001397624713406267	-0.000200859247871092
716.	-0.0001411656504227608	-0.0001995954839764581
717.0000000000001	-0.0001314929649036737	-0.0001983413084904252
718.	-0.0001297352277739572	-0.0001970966370092283
719.0000000000001	-0.0001280315576600107	-0.0001958613865673912
720.	-0.0001259919213190851	-0.0001946354746782143
721.0000000000001	-0.0001251417056118571	-0.0001934188194486431
722.	-0.0001296086708322691	-0.0001922113402023813
723.0000000000001	-0.0001262641904852069	-0.000191012956799631
724.	-0.0001264823323350097	-0.0001898235899394912
725.0000000000001	-0.0001299829332417095	-0.0001886431612216069
726.	-0.0001298729895187359	-0.0001874715927776708
727.0000000000001	-0.0001300768780985634	-0.0001863088077109786
728.	-0.0001281097603037455	-0.000185154729519569
729.0000000000001	-0.0001262916527208788	-0.0001840092832054244
730.	-0.0001251865736490253	-0.0001828723938651886
731.0000000000001	-0.0001278592762772089	-0.0001817439872018215
732.	-0.000123121150998306	-0.0001806239901954332
733.0000000000001	-0.0001121957387535717	-0.0001795123299870581
734.	-0.0001241713735632883	-0.0001784089350793089
735.0000000000001	-0.0001246167984771087	-0.0001773137341460547
736.	-0.0001184709940332993	-0.0001762266563795407
736.9999999999998	-0.000121051443087592	-0.0001751476325051567
738.	-0.000116091087296083	-0.000174076592979293
738.9999999999998	-0.0001164687773470693	-0.0001730134694069684
740.	-0.0001105711849447329	-0.0001719581943658944
740.9999999999998	-0.0001079860999269673	-0.0001709107000504018
742.	-0.0001037160363730626	-0.0001698709203698748
742.9999999999998	-0.0001103961364614998	-0.0001688387894931582
744.	-0.0001118264587732953	-0.0001678142419905003
744.9999999999998	-0.000103458079807347	-0.00016679721339604
746.	-0.00009938277191678355	-0.0001657876396150206
746.9999999999998	-0.00009893353770602926	-0.000164785457445866
748.	-0.00009896570373791458	-0.0001637906040012185
748.9999999999998	-0.0001040755805599081	-0.0001628030172297169
750.	-0.0001076127484056078	-0.0001618226354018438
750.9999999999998	-0.0001017181821144789	-0.0001608493977099588
752.	-0.00009034310959031848	-0.0001598832436211589
752.9999999999998	-0.0001006986248302274	-0.0001589241133495419
754.	-0.00009090872367220159	-0.0001579719476879394
754.9999999999998	-0.00009090581860148206	-0.0001570266877825917
756.	-0.00008998861039616901	-0.0001560882757576046
756.9999999999998	-0.00009518355570542373	-0.0001551566539034522
758.	-0.000092963621681294	-0.000154231765257346
758.9999999999998	-0.0000846974794249604	-0.0001533135533232008
760.	-0.00008394394947836582	-0.0001524019620201961
760.9999999999998	-0.00009039152311855989	-0.0001514969358950584
762.	-0.00008641391202607888	-0.0001505984203506852
762.9999999999998	-0.00008197097841957873	-0.0001497063606720735
764.	-0.00009196451276211632	-0.0001488207032087931
764.9999999999998	-0.00009147995695694734	-0.0001479413943879585
766.	-0.00009124748224009497	-0.0001470683816069886
766.9999999999998	-0.00009057176952432708	-0.0001462016124285232
768.	-0.00008553824701819926	-0.0001453410346444808
768.9999999999998	-0.00008202601906269915	-0.0001444865973137348
770.	-0.00008264839116830594	-0.0001436382492981382
770.9999999999998	-0.00007609649822922337	-0.0001427959405530785
772.	-0.00007389601658316174	-0.0001419596203724789
772.9999999999998	-0.00007422139638434791	-0.0001411292398734388
774.	-0.00006996399532670664	-0.0001403047498594367
774.9999999999998	-0.00007472920410717341	-0.0001394861016794089
776.	-0.00007656552996177842	-0.0001386732473607454
776.9999999999998	-0.00007636176506316975	-0.0001378661392372489
778.	-0.00007774989638500374	-0.0001370647299412853
778.9999999999998	-0.00007475511824297081	-0.0001362689726342617
780.	-0.00007970435638102146	-0.0001354788212706335
780.9999999999998	-0.00007686240502409276	-0.0001346942296731428
782.	-0.0000705106737194842	-0.0001339151525547155
782.9999999999998	-0.00007648289909523409	-0.0001331415445129239
784.	-0.00007101878343814296	-0.0001323733610488862
784.9999999999998	-0.00007448263926543734	-0.0001316105581099657
786.	-0.00007470700678896606	-0.0001308530915683072
786.9999999999998	-0.0000583708572694548	-0.000130100918202247
788.	-0.00006644323118469945	-0.0001293539948844603
788.9999999999998	-0.00007264474304947368	-0.000128612278895565
790.	-0.00006524937117315194	-0.0001278757282014717
790.9999999999998	-0.00006716536897675142	-0.0001271443006357752
792.	-0.00007267392490307294	-0.0001264179548910496
792.9999999999998	-0.00007017933971669378	-0.0001256966499443204
794.	-0.00006365757248307047	-0.0001249803452698175
794.9999999999998	-0.00006321677349704354	-0.0001242690000729232
796.	-0.00006551233261298999	-0.0001235625744029432
796.9999999999998	-0.00006728477589998307	-0.0001228610289082054
798.	-0.00006692013771183948	-0.0001221643241730457
798.9999999999998	-0.0000581056914285645	-0.0001214724216061303
800.	-0.00006394037304944597	-0.0001207852822479525
