Photon Energy [eV],Spectral power [W/eV]
1.000000000000000000e+02,5.789817156246918062e-02
4.204408817635270452e+02,7.027786654867962390e-02
7.408817635270540904e+02,6.839023509840785886e-02
1.061322645290581022e+03,6.381819938728092168e-02
1.381763527054108181e+03,5.870657462589681796e-02
1.702204408817635340e+03,5.373804522759852154e-02
2.022645290581162271e+03,4.914927475594706163e-02
2.343086172344689203e+03,4.500654400633384566e-02
2.663527054108216362e+03,4.130535131622919270e-02
2.983967935871743521e+03,3.801218084141635978e-02
3.304408817635270680e+03,3.508343366999642360e-02
3.624849699398797384e+03,3.247424534466971519e-02
3.945290581162324543e+03,3.014249388884193345e-02
4.265731462925851702e+03,2.805042662746980858e-02
4.586172344689378406e+03,2.616509638575860441e-02
4.906613226452906019e+03,2.445821353829471731e-02
5.227054108216432724e+03,2.290573268563677115e-02
5.547494989979959428e+03,2.148734137291099383e-02
5.867935871743487041e+03,2.018593914134537287e-02
6.188376753507013746e+03,1.898714748301161964e-02
6.508817635270541359e+03,1.787887540634203187e-02
6.829258517034068063e+03,1.685093169380711547e-02
7.149699398797594768e+03,1.589470312225284981e-02
7.470140280561122381e+03,1.500288819872444904e-02
7.790581162324649085e+03,1.416926134558032548e-02
8.111022044088175790e+03,1.338848696197109805e-02
8.431462925851703403e+03,1.265596454975478902e-02
8.751903807615230107e+03,1.196770110072106069e-02
9.072344689378756811e+03,1.132020744159748654e-02
9.392785571142283516e+03,1.071041325524079921e-02
9.713226452905812039e+03,1.013559828259942043e-02
1.003366733466933874e+04,9.593335507692181408e-03
1.035410821643286545e+04,9.081445515402174554e-03
1.067454909819639215e+04,8.597959347755453410e-03
1.099498997995991886e+04,8.141087367666948946e-03
1.131543086172344738e+04,7.709194503840319235e-03
1.163587174348697408e+04,7.300779997693904351e-03
1.195631262525050079e+04,6.914459846882661624e-03
1.227675350701402749e+04,6.548953084715499091e-03
1.259719438877755420e+04,6.203070430207923737e-03
1.291763527054108272e+04,5.875703752621882700e-03
1.323807615230460942e+04,5.565818758402367970e-03
1.355851703406813613e+04,5.272447180058317633e-03
1.387895791583166283e+04,4.994681183914612653e-03
1.419939879759518954e+04,4.731668600302905980e-03
1.451983967935871624e+04,4.482607596527477152e-03
1.484028056112224476e+04,4.246743810795311838e-03
1.516072144288577147e+04,4.023365983272371611e-03
1.548116232464929817e+04,3.811803318442904751e-03
1.580160320641282487e+04,3.611423142139800688e-03
1.612204408817635158e+04,3.421627493661874402e-03
1.644248496993988010e+04,3.241852001272229646e-03
1.676292585170340681e+04,3.071562701166229148e-03
1.708336673346693351e+04,2.910255344661722386e-03
1.740380761523046021e+04,2.757452468811804561e-03
1.772424849699398692e+04,2.612703042296299349e-03
1.804468937875751362e+04,2.475579718733037816e-03
1.836513026052104033e+04,2.345678756756171095e-03
1.868557114228456703e+04,2.222617410075122379e-03
1.900601202404809737e+04,2.106034075603899994e-03
1.932645290581162408e+04,1.995585788989593951e-03
1.964689378757515078e+04,1.890948566683906115e-03
1.996733466933867749e+04,1.791814985042703085e-03
2.028777555110220419e+04,1.697894690286474387e-03
2.060821643286573089e+04,1.608912045262026434e-03
2.092865731462925760e+04,1.524606786856088931e-03
2.124909819639278430e+04,1.444731728262946355e-03
2.156953907815631101e+04,1.369053547546602526e-03
2.188997995991983771e+04,1.297350535563270230e-03
2.221042084168336442e+04,1.229413502557888047e-03
2.253086172344689476e+04,1.165043563237205511e-03
2.285130260521042146e+04,1.104053150952245517e-03
2.317174348697394817e+04,1.046263832033863649e-03
2.349218436873747487e+04,9.915074194755267752e-04
2.381262525050100157e+04,9.396238087991148121e-04
2.413306613226452828e+04,8.904621853251047225e-04
2.445350701402805498e+04,8.438788735950078024e-04
2.477394789579158169e+04,7.997386344544801969e-04
2.509438877755510839e+04,7.579125194717006983e-04
2.541482965931863509e+04,7.182792562101375771e-04
2.573527054108216544e+04,6.807230982221767514e-04
2.605571142284569214e+04,6.451352990920853226e-04
2.637615230460921885e+04,6.114119474282502919e-04
2.669659318637274555e+04,5.794555326168729023e-04
2.701703406813627225e+04,5.491727527491331064e-04
2.733747494989979896e+04,5.204761775799988509e-04
2.765791583166332566e+04,4.932822689321357274e-04
2.797835671342685237e+04,4.675118820588042962e-04
2.829879759519037907e+04,4.430907764754379169e-04
2.861923847695390577e+04,4.199478967380777784e-04
2.893967935871743248e+04,3.980159079431597733e-04
2.926012024048096282e+04,3.772317915673276427e-04
2.958056112224448952e+04,3.575350887824440952e-04
2.990100200400801623e+04,3.388690477541540357e-04
3.022144288577154293e+04,3.211795231445446069e-04
3.054188376753506964e+04,3.044144873971541877e-04
3.086232464929859634e+04,2.885261046227199336e-04
