Photon Energy [eV],Flux [photons/s/0.1%bw]
1.000000000000000000e+02,3.937150389271084375e+14
4.204408817635270452e+02,4.917226619537591250e+14
7.408817635270540904e+02,4.885146385395500000e+14
1.061322645290581022e+03,4.638924692945866875e+14
1.381763527054108181e+03,4.332883249863200000e+14
1.702204408817635340e+03,4.019836043301758125e+14
2.022645290581162271e+03,3.720698698732752500e+14
2.343086172344689203e+03,3.443591142225180000e+14
2.663527054108216362e+03,3.190884469956445000e+14
2.983967935871743521e+03,2.962256944008197500e+14
3.304408817635270680e+03,2.756151941088630312e+14
3.624849699398797384e+03,2.570511902306734375e+14
3.945290581162324543e+03,2.403155808906992188e+14
4.265731462925851702e+03,2.251971168950172188e+14
4.586172344689378406e+03,2.115006060292009375e+14
4.906613226452906019e+03,1.990506519017132188e+14
5.227054108216432724e+03,1.876924144034829062e+14
5.547494989979959428e+03,1.772907917003782500e+14
5.867935871743487041e+03,1.677288262382309688e+14
6.188376753507013746e+03,1.589057935572218750e+14
6.508817635270541359e+03,1.507352314432632500e+14
6.829258517034068063e+03,1.431430514510587500e+14
7.149699398797594768e+03,1.360658141871977500e+14
7.470140280561122381e+03,1.294491683646202656e+14
7.790581162324649085e+03,1.232464493546199531e+14
8.111022044088175790e+03,1.174175850462994688e+14
8.431462925851703403e+03,1.119280074642854531e+14
8.751903807615230107e+03,1.067478273583164688e+14
9.072344689378756811e+03,1.018510878035420156e+14
9.392785571142283516e+03,9.721514736979421875e+13
9.713226452905812039e+03,9.282016320312037500e+13
1.003366733466933874e+04,8.864865766273248438e+13
1.035410821643286545e+04,8.468515103375562500e+13
1.067454909819639215e+04,8.091585912347475000e+13
1.099498997995991886e+04,7.732844119539992188e+13
1.131543086172344738e+04,7.391178404837390625e+13
1.163587174348697408e+04,7.065583038273739062e+13
1.195631262525050079e+04,6.755142681360050781e+13
1.227675350701402749e+04,6.459020282041265625e+13
1.259719438877755420e+04,6.176446978915058594e+13
1.291763527054108272e+04,5.906713004781840625e+13
1.323807615230460942e+04,5.649161018489503125e+13
1.355851703406813613e+04,5.403179431243729688e+13
1.387895791583166283e+04,5.168197884041839844e+13
1.419939879759518954e+04,4.943682348366871094e+13
