E[eV] theta[mrad] theta[deg]
20800 12.2086 0.699501253763417
20810 12.2033 0.699197586131998
20820 12.1972 0.698848081876968
20830 12.1911 0.698498577621938
20840 12.1859 0.69820063956847
20850 12.1798 0.69785113531344
20860 12.1737 0.69750163105841
20870 12.1684 0.697197963426991
20880 12.1623 0.696848459171961
20890 12.1562 0.696498954916931
20900 12.1501 0.696149450661901
20910 12.1449 0.695851512608434
20920 12.1388 0.695502008353404
20930 12.1327 0.695152504098374
20940 12.1274 0.694848836466955
20950 12.1222 0.694550898413486
20960 12.1152 0.694149827956895
20970 12.11 0.693851889903427
20980 12.1047 0.693548222272008
20990 12.0986 0.693198718016978
21000 12.0925 0.692849213761948
21010 12.0873 0.69255127570848
21020 12.082 0.692247608077061
21030 12.0751 0.69185226719842
21040 12.0698 0.691548599567001
21050 12.0646 0.691250661513533
21060 12.0585 0.690901157258503
21070 12.0524 0.690551653003473
21080 12.0471 0.690247985372054
21090 12.0419 0.689950047318586
21100 12.0358 0.689600543063556
21110 12.0297 0.689251038808526
21120 12.0244 0.688947371177107
21130 12.0183 0.688597866922077
21140 12.0131 0.688299928868609
21150 12.007 0.687950424613579
21160 12.0018 0.687652486560111
21170 11.9956 0.68729725272713
21180 11.9904 0.686999314673662
21190 11.9843 0.686649810418632
21200 11.9791 0.686351872365164
21210 11.973 0.686002368110135
21220 11.9677 0.685698700478715
21230 11.9625 0.685400762425247
21240 11.9564 0.685051258170217
21250 11.9503 0.684701753915188
21260 11.945 0.684398086283768
21270 11.9398 0.6841001482303
21280 11.9346 0.683802210176832
21290 11.9285 0.683452705921803
21300 11.9223 0.683097472088821
21310 11.9171 0.682799534035353
21320 11.9119 0.682501595981885
21330 11.9066 0.682197928350466
21340 11.9014 0.681899990296998
21350 11.8944 0.681498919840406
21360 11.8892 0.681200981786938
21370 11.8839 0.680897314155519
21380 11.8787 0.680599376102051
21390 11.8735 0.680301438048583
21400 11.8674 0.679951933793553
21410 11.8613 0.679602429538523
21420 11.856 0.679298761907104
21430 11.8508 0.679000823853636
21440 11.8455 0.678697156222217
21450 11.8394 0.678347651967187
21460 11.8342 0.678049713913719
21470 11.829 0.677751775860251
21480 11.8229 0.677402271605221
21490 11.8176 0.677098603973802
21500 11.8124 0.676800665920334
21510 11.8063 0.676451161665304
21520 11.801 0.676147494033885
21530 11.7958 0.675849555980417
21540 11.7906 0.675551617926948
21550 11.7853 0.675247950295529
21560 11.7792 0.674898446040499
21570 11.774 0.674600507987031
21580 11.7679 0.674251003732002
21590 11.7626 0.673947336100582
21600 11.7574 0.673649398047114
21610 11.7522 0.673351459993646
21620 11.7469 0.673047792362227
21630 11.7417 0.672749854308759
21640 11.7365 0.672451916255291
21650 11.7312 0.672148248623871
21660 11.7251 0.671798744368842
21670 11.719 0.671449240113812
21680 11.7138 0.671151302060344
21690 11.7085 0.670847634428924
21700 11.7033 0.670549696375456
21710 11.6981 0.670251758321988
21720 11.6928 0.669948090690569
21730 11.6876 0.669650152637101
21740 11.6824 0.669352214583633
21750 11.6771 0.669048546952214
21760 11.671 0.668699042697184
21770 11.6658 0.668401104643716
21780 11.6605 0.668097437012297
21790 11.6553 0.667799498958828
21800 11.6501 0.66750156090536
21810 11.6448 0.667197893273941
21820 11.6396 0.666899955220473
21830 11.6344 0.666602017167005
21840 11.6291 0.666298349535586
21850 11.6239 0.666000411482118
21860 11.6178 0.665650907227088
21870 11.6125 0.665347239595669
21880 11.6073 0.6650493015422
21890 11.6021 0.664751363488732
21900 11.5968 0.664447695857313
21910 11.5907 0.664098191602283
21920 11.5855 0.663800253548815
21930 11.5803 0.663502315495347
21940 11.575 0.663198647863928
21950 11.5698 0.66290070981046
21960 11.5646 0.662602771756992
21970 11.5593 0.662299104125572
21980 11.5541 0.662001166072104
21990 11.5488 0.661697498440685
22000 11.5436 0.661399560387217
22010 11.5384 0.661101622333749
22020 11.5331 0.66079795470233
22030 11.5279 0.660500016648862
22040 11.5227 0.660202078595394
22050 11.5183 0.659949977165536
22060 11.5131 0.659652039112068
22070 11.5078 0.659348371480649
22080 11.5026 0.659050433427181
22090 11.4974 0.658752495373713
22100 11.4921 0.658448827742293
22110 11.4869 0.658150889688825
22120 11.4816 0.657847222057406
22130 11.4764 0.657549284003938
22140 11.4712 0.65725134595047
22150 11.4659 0.656947678319051
22160 11.4607 0.656649740265583
22170 11.4555 0.656351802212115
22180 11.4502 0.656048134580695
22190 11.445 0.655750196527227
22200 11.4398 0.655452258473759
22210 11.4345 0.65514859084234
22220 11.4293 0.654850652788872
22230 11.4241 0.654552714735404
22240 11.4206 0.654352179507108
22250 11.4153 0.654048511875689
22260 11.4101 0.653750573822221
22270 11.4049 0.653452635768753
22280 11.3996 0.653148968137333
22290 11.3944 0.652851030083865
22300 11.3891 0.652547362452446
22310 11.3839 0.652249424398978
22320 11.3787 0.65195148634551
22330 11.3734 0.651647818714091
22340 11.3682 0.651349880660623
22350 11.3638 0.651097779230765
22360 11.3586 0.650799841177297
22370 11.3534 0.650501903123829
22380 11.3481 0.65019823549241
22390 11.3438 0.649951863640503
22400 11.3385 0.649648196009084
22410 11.3333 0.649350257955616
22420 11.3281 0.649052319902148
22430 11.3228 0.648748652270729
22440 11.3185 0.648502280418822
22450 11.3132 0.648198612787403
22460 11.308 0.647900674733935
22470 11.3028 0.647602736680467
22480 11.2975 0.647299069049048
22490 11.2923 0.64700113099558
22500 11.2879 0.646749029565722
22510 11.2836 0.646502657713816
22520 11.2783 0.646198990082396
22530 11.2731 0.645901052028928
22540 11.2678 0.645597384397509
22550 11.2626 0.645299446344041
22560 11.2574 0.645001508290573
22570 11.253 0.644749406860715
22580 11.2486 0.644497305430858
22590 11.2434 0.64419936737739
22600 11.2382 0.643901429323922
22610 11.2329 0.643597761692502
22620 11.2277 0.643299823639034
22630 11.2233 0.643047722209177
22640 11.2181 0.642749784155709
22650 11.2137 0.642497682725851
22660 11.2085 0.642199744672383
22670 11.2033 0.641901806618915
22680 11.198 0.641598138987496
22690 11.1937 0.64135176713559
22700 11.1884 0.64104809950417
22710 11.1841 0.640801727652264
22720 11.1788 0.640498060020845
22730 11.1736 0.640200121967377
22740 11.1692 0.639948020537519
22750 11.164 0.639650082484051
22760 11.1588 0.639352144430583
22770 11.1544 0.639100043000726
22780 11.15 0.638847941570868
22790 11.1448 0.6385500035174
22800 11.1396 0.638252065463932
22810 11.1343 0.637948397832513
22820 11.13 0.637702025980606
22830 11.1256 0.637449924550749
22840 11.1204 0.637151986497281
22850 11.1151 0.636848318865861
22860 11.1099 0.636550380812393
22870 11.1064 0.636349845584098
22880 11.1012 0.63605190753063
22890 11.0959 0.63574823989921
22900 11.0907 0.635450301845742
22910 11.0863 0.635198200415885
22920 11.082 0.634951828563978
22930 11.0767 0.634648160932559
22940 11.0715 0.634350222879091
22950 11.0671 0.634098121449233
22960 11.0628 0.633851749597327
22970 11.0575 0.633548081965908
22980 11.0523 0.63325014391244
22990 11.0479 0.632998042482582
23000 11.0427 0.632700104429114
23010 11.0383 0.632448002999257
23020 11.0331 0.632150064945789
23030 11.0287 0.631897963515931
23040 11.0235 0.631600025462463
23050 11.0191 0.631347924032606
23060 11.0139 0.631049985979137
23070 11.0095 0.63079788454928
23080 11.0043 0.630499946495812
23090 10.9999 0.630247845065954
23100 10.9956 0.630001473214048
23110 10.9903 0.629697805582629
23120 10.9851 0.629399867529161
23130 10.9816 0.629199332300865
23140 10.9764 0.628901394247397
23150 10.9711 0.628597726615977
23160 10.9668 0.628351354764071
23170 10.9624 0.628099253334214
23180 10.9572 0.627801315280746
23190 10.9519 0.627497647649326
23200 10.9485 0.627302841998982
23210 10.9432 0.626999174367563
23220 10.938 0.626701236314095
23230 10.9345 0.626500701085799
23240 10.9293 0.626202763032331
23250 10.924 0.625899095400911
23260 10.9197 0.625652723549005
23270 10.9153 0.625400622119147
23280 10.9101 0.625102684065679
23290 10.9057 0.624850582635822
23300 10.9013 0.624598481205964
23310 10.8961 0.624300543152496
23320 10.8917 0.624048441722639
23330 10.8874 0.623802069870732
23340 10.8821 0.623498402239313
23350 10.8778 0.623252030387407
23360 10.8734 0.622999928957549
23370 10.8682 0.622701990904081
23380 10.8638 0.622449889474224
23390 10.8594 0.622197788044366
23400 10.8542 0.621899849990898
23410 10.8498 0.621647748561041
23420 10.8455 0.621401376709134
23430 10.8411 0.621149275279277
23440 10.8359 0.620851337225809
23450 10.8315 0.620599235795951
23460 10.8272 0.620352863944045
23470 10.8219 0.620049196312626
23480 10.8176 0.619802824460719
23490 10.8132 0.619550723030862
23500 10.808 0.619252784977394
23510 10.8045 0.619052249749098
23520 10.7992 0.618748582117679
23530 10.794 0.618450644064211
23540 10.7905 0.618250108835915
23550 10.7853 0.617952170782447
23560 10.7809 0.617700069352589
23570 10.7765 0.617447967922732
23580 10.7713 0.617150029869264
23590 10.7678 0.616949494640968
23600 10.7626 0.6166515565875
23610 10.7582 0.616399455157642
23620 10.7538 0.616147353727785
23630 10.7486 0.615849415674317
23640 10.7442 0.615597314244459
23650 10.7399 0.615350942392553
23660 10.7355 0.615098840962695
23670 10.7312 0.614852469110789
23680 10.7259 0.61454880147937
23690 10.7216 0.614302429627463
23700 10.7172 0.614050328197606
23710 10.7128 0.613798226767748
23720 10.7085 0.613551854915842
23730 10.7041 0.613299753485985
23740 10.6989 0.613001815432517
23750 10.6945 0.612749714002659
23760 10.6901 0.612497612572801
23770 10.6858 0.612251240720895
23780 10.6814 0.611999139291038
23790 10.6762 0.61170120123757
23800 10.6727 0.611500666009274
23810 10.6675 0.611202727955806
23820 10.664 0.61100219272751
23830 10.6587 0.610698525096091
23840 10.6544 0.610452153244184
23850 10.65 0.610200051814327
23860 10.6448 0.609902113760859
23870 10.6413 0.609701578532563
23880 10.636 0.609397910901144
23890 10.6325 0.609197375672848
23900 10.6273 0.60889943761938
23910 10.6238 0.608698902391084
23920 10.6186 0.608400964337616
23930 10.6151 0.60820042910932
23940 10.6099 0.607902491055852
23950 10.6055 0.607650389625995
23960 10.6011 0.607398288196137
23970 10.5968 0.607151916344231
23980 10.5924 0.606899814914373
23990 10.588 0.606647713484516
24000 10.5837 0.606401341632609
24010 10.5793 0.606149240202752
24020 10.575 0.605902868350846
24030 10.5706 0.605650766920988
24040 10.5662 0.605398665491131
24050 10.5619 0.605152293639224
24060 10.5575 0.604900192209367
24070 10.5531 0.604648090779509
24080 10.5488 0.604401718927603
24090 10.5444 0.604149617497745
24100 10.5392 0.603851679444277
24110 10.5357 0.603651144215981
24120 10.5304 0.603347476584562
24130 10.527 0.603152670934218
24140 10.5217 0.602849003302798
24150 10.5182 0.602648468074503
24160 10.513 0.602350530021034
24170 10.5095 0.602149994792739
24180 10.5043 0.601852056739271
24190 10.5008 0.601651521510975
24200 10.4955 0.601347853879555
24210 10.492 0.60114731865126
24220 10.4868 0.600849380597792
24230 10.4833 0.600648845369496
24240 10.4781 0.600350907316028
24250 10.4746 0.600150372087732
24260 10.4711 0.599949836859436
24270 10.4659 0.599651898805968
24280 10.4624 0.599451363577672
24290 10.4571 0.599147695946253
24300 10.4536 0.598947160717957
24310 10.4484 0.598649222664489
24320 10.4449 0.598448687436194
24330 10.4397 0.598150749382725
24340 10.4362 0.59795021415443
24350 10.4318 0.597698112724572
24360 10.4275 0.597451740872666
24370 10.4231 0.597199639442808
24380 10.4187 0.596947538012951
24390 10.4144 0.596701166161045
24400 10.41 0.596449064731187
24410 10.4065 0.596248529502891
24420 10.4022 0.596002157650985
24430 10.3978 0.595750056221127
24440 10.3934 0.59549795479127
24450 10.3891 0.595251582939363
24460 10.3847 0.594999481509506
24470 10.3803 0.594747380079648
24480 10.376 0.594501008227742
24490 10.3725 0.594300472999447
24500 10.3681 0.594048371569589
24510 10.3638 0.593801999717683
24520 10.3594 0.593549898287825
24530 10.355 0.593297796857968
24540 10.3515 0.593097261629672
24550 10.3463 0.592799323576204
24560 10.3428 0.592598788347908
24570 10.3385 0.592352416496002
24580 10.3341 0.592100315066144
24590 10.3306 0.591899779837848
24600 10.3254 0.59160184178438
24610 10.3219 0.591401306556084
24620 10.3166 0.591097638924665
24630 10.3132 0.590902833274321
24640 10.3097 0.590702298046025
24650 10.3044 0.590398630414606
24660 10.3009 0.59019809518631
24670 10.2966 0.589951723334403
24680 10.2922 0.589699621904546
24690 10.2887 0.58949908667625
24700 10.2835 0.589201148622782
24710 10.28 0.589000613394486
24720 10.2756 0.588748511964629
24730 10.2713 0.588502140112723
24740 10.2678 0.588301604884427
24750 10.2634 0.588049503454569
24760 10.259 0.587797402024712
24770 10.2547 0.587551030172805
24780 10.2512 0.587350494944509
24790 10.2468 0.587098393514652
24800 10.2425 0.586852021662746
24810 10.239 0.58665148643445
24820 10.2346 0.586399385004592
24830 10.2302 0.586147283574735
24840 10.2259 0.585900911722829
24850 10.2215 0.585648810292971
24860 10.218 0.585448275064675
24870 10.2137 0.585201903212769
24880 10.2093 0.584949801782911
24890 10.2058 0.584749266554616
24900 10.2014 0.584497165124758
24910 10.1971 0.584250793272852
24920 10.1936 0.584050258044556
24930 10.1892 0.583798156614698
24940 10.1849 0.583551784762792
24950 10.1814 0.583351249534496
24960 10.1779 0.583150714306201
24970 10.1727 0.582852776252733
24980 10.1692 0.582652241024437
24990 10.1648 0.582400139594579
25000 10.1604 0.582148038164722
25010 10.1569 0.581947502936426
25020 10.1526 0.58170113108452
25030 10.1482 0.581449029654662
25040 10.1447 0.581248494426366
25050 10.1404 0.58100212257446
25060 10.136 0.580750021144602
25070 10.1325 0.580549485916307
25080 10.1281 0.580297384486449
25090 10.1247 0.580102578836105
25100 10.1203 0.579850477406247
25110 10.1168 0.579649942177951
25120 10.1124 0.579397840748094
25130 10.1081 0.579151468896187
25140 10.1046 0.578950933667892
25150 10.1002 0.578698832238034
25160 10.0959 0.578452460386128
25170 10.0924 0.578251925157832
25180 10.088 0.577999823727974
25190 10.0845 0.577799288499679
25200 10.0801 0.577547187069821
25210 10.0758 0.577300815217915
25220 10.0723 0.577100279989619
25230 10.0688 0.576899744761323
25240 10.0644 0.576647643331466
25250 10.0601 0.57640127147956
25260 10.0566 0.576200736251264
25270 10.0522 0.575948634821406
25280 10.0479 0.5757022629695
25290 10.0444 0.575501727741204
25300 10.0409 0.575301192512908
25310 10.0365 0.575049091083051
25320 10.0322 0.574802719231144
25330 10.0287 0.574602184002849
25340 10.0252 0.574401648774553
25350 10.0199 0.574097981143134
25360 10.0164 0.573897445914838
25370 10.013 0.573702640264493
25380 10.0095 0.573502105036198
25390 10.0042 0.573198437404778
25400 10.0007 0.572997902176482
25410 9.99725 0.572800231737162
25420 9.99376 0.572600269466662
25430 9.98939 0.572349886910189
25440 9.98503 0.572100077311512
25450 9.98154 0.571900115041012
25460 9.97717 0.57164973248454
25470 9.97368 0.571449770214039
25480 9.96932 0.571199960615362
25490 9.96583 0.570999998344861
25500 9.96147 0.570750188746184
25510 9.95798 0.570550226475684
25520 9.95361 0.570299843919211
25530 9.95012 0.570099881648711
25540 9.94576 0.569850072050034
25550 9.94227 0.569650109779533
25560 9.93878 0.569450147509032
25570 9.93441 0.56919976495256
25580 9.93092 0.56899980268206
25590 9.92656 0.568749993083382
25600 9.92307 0.568550030812882
25610 9.91958 0.568350068542381
25620 9.91522 0.568100258943704
25630 9.91085 0.567849876387232
25640 9.90736 0.567649914116731
25650 9.90387 0.567449951846231
25660 9.90038 0.56724998957573
25670 9.89514 0.566949759691081
25680 9.89165 0.566749797420581
25690 9.88816 0.56654983515008
25700 9.88467 0.56634987287958
25710 9.88118 0.566149910609079
25720 9.87595 0.565850253682225
25730 9.87246 0.565650291411725
25740 9.86896 0.565449756183429
25750 9.86547 0.565249793912928
25760 9.86198 0.565049831642428
25770 9.85762 0.564800022043751
25780 9.85326 0.564550212445074
25790 9.84977 0.564350250174573
25800 9.84628 0.564150287904072
25810 9.84278 0.563949752675776
25820 9.83842 0.563699943077099
25830 9.83493 0.563499980806599
25840 9.83057 0.563250171207922
25850 9.82708 0.563050208937421
25860 9.82359 0.56285024666692
25870 9.81922 0.562599864110448
25880 9.81573 0.562399901839948
25890 9.81224 0.562199939569447
25900 9.80788 0.56195012997077
25910 9.80439 0.561750167700269
25920 9.8009 0.561550205429769
25930 9.79653 0.561299822873296
25940 9.79304 0.561099860602796
25950 9.78955 0.560899898332295
25960 9.78606 0.560699936061794
25970 9.7817 0.560450126463117
25980 9.77821 0.560250164192617
25990 9.77384 0.559999781636144
26000 9.77035 0.559799819365644
26010 9.76686 0.559599857095143
26020 9.76337 0.559399894824643
26030 9.75988 0.559199932554142
26040 9.75552 0.558950122955465
26050 9.75115 0.558699740398993
26060 9.74766 0.558499778128492
26070 9.74417 0.558299815857991
26080 9.74068 0.558099853587491
26090 9.73719 0.55789989131699
26100 9.7337 0.557699929046489
26110 9.72934 0.557450119447812
26120 9.72497 0.55719973689134
26130 9.72148 0.556999774620839
26140 9.71799 0.556799812350339
26150 9.7145 0.556599850079838
26160 9.71101 0.556399887809338
26170 9.70752 0.556199925538837
26180 9.70403 0.555999963268336
26190 9.69967 0.555750153669659
26200 9.69618 0.555550191399159
26210 9.69181 0.555299808842686
26220 9.68832 0.555099846572186
26230 9.68483 0.554899884301685
26240 9.68134 0.554699922031184
26250 9.67785 0.554499959760684
26260 9.67349 0.554250150162007
26270 9.67 0.554050187891506
26280 9.66651 0.553850225621005
26290 9.66302 0.553650263350505
26300 9.65952 0.553449728122209
26310 9.65516 0.553199918523532
26320 9.65167 0.552999956253031
26330 9.64818 0.552799993982531
26340 9.64469 0.55260003171203
26350 9.64033 0.552350222113353
26360 9.63684 0.552150259842852
26370 9.63334 0.551949724614557
26380 9.62985 0.551749762344056
26390 9.62636 0.551549800073555
26400 9.62287 0.551349837803054
26410 9.61938 0.551149875532554
26420 9.61589 0.550949913262053
26430 9.6124 0.550749950991553
26440 9.60804 0.550500141392875
26450 9.60367 0.550249758836403
26460 9.60018 0.550049796565903
26470 9.59669 0.549849834295402
26480 9.5932 0.549649872024901
26490 9.58971 0.549449909754401
26500 9.58622 0.5492499474839
26510 9.58273 0.549049985213399
26520 9.57924 0.548850022942899
26530 9.57575 0.548650060672398
26540 9.57226 0.548450098401897
26550 9.56877 0.548250136131397
26560 9.56528 0.548050173860896
26570 9.56091 0.547799791304424
26580 9.55742 0.547599829033923
26590 9.55393 0.547399866763423
26600 9.55044 0.547199904492922
26610 9.54695 0.546999942222421
26620 9.54259 0.546750132623744
26630 9.5391 0.546550170353244
26640 9.53561 0.546350208082743
26650 9.53212 0.546150245812242
26660 9.52863 0.545950283541742
26670 9.52514 0.545750321271241
26680 9.52164 0.545549786042945
26690 9.51815 0.545349823772445
26700 9.51466 0.545149861501944
26710 9.51117 0.544949899231443
26720 9.50768 0.544749936960943
26730 9.50419 0.544549974690442
26740 9.49983 0.544300165091765
