E[eV] theta[mrad] theta[deg]
15760 10.1753 0.583001745279467
15770 10.17 0.582698077648047
15780 10.1631 0.582302736769407
15790 10.1561 0.581901666312815
15800 10.1508 0.581597998681396
15810 10.1439 0.581202657802756
15820 10.1369 0.580801587346164
15830 10.1308 0.580452083091134
15840 10.1247 0.580102578836105
15850 10.1185 0.579747345003123
15860 10.1116 0.579352004124483
15870 10.1055 0.579002499869453
15880 10.0993 0.578647266036472
15890 10.0924 0.578251925157832
15900 10.0863 0.577902420902802
15910 10.0801 0.577547187069821
15920 10.0732 0.577151846191181
15930 10.0671 0.576802341936151
15940 10.061 0.576452837681121
15950 10.0548 0.57609760384814
15960 10.0479 0.5757022629695
15970 10.0418 0.57535275871447
15980 10.0356 0.574997524881489
15990 10.0295 0.574648020626459
16000 10.0234 0.574298516371429
16010 10.0164 0.573897445914838
16020 10.0112 0.57359950786137
16030 10.0042 0.573198437404778
16040 9.99812 0.572850079065339
16050 9.99201 0.572500001852514
16060 9.9859 0.572149924639689
16070 9.97979 0.571799847426864
16080 9.97368 0.571449770214039
16090 9.9667 0.571049845673038
16100 9.96147 0.570750188746184
16110 9.95449 0.570350264205183
16120 9.94925 0.570050034320534
16130 9.94227 0.569650109779533
16140 9.93616 0.569300032566708
16150 9.93005 0.568949955353883
16160 9.92394 0.568599878141058
16170 9.91783 0.568249800928233
16180 9.91173 0.567900296673203
16190 9.90562 0.567550219460379
16200 9.89951 0.567200142247554
16210 9.8934 0.566850065034729
16220 9.88729 0.566499987821904
16230 9.88118 0.566149910609079
16240 9.87507 0.565799833396254
16250 9.86896 0.565449756183429
16260 9.86286 0.565100251928399
16270 9.85675 0.564750174715574
16280 9.85064 0.564400097502749
16290 9.84453 0.564050020289924
16300 9.83842 0.563699943077099
16310 9.83231 0.563349865864274
16320 9.82708 0.563050208937421
16330 9.8201 0.56265028439642
16340 9.81486 0.562350054511771
16350 9.80788 0.56195012997077
16360 9.80264 0.561649900086121
16370 9.79653 0.561299822873296
16380 9.79042 0.560949745660471
16390 9.78519 0.560650088733618
16400 9.77821 0.560250164192617
16410 9.77297 0.559949934307968
16420 9.76686 0.559599857095143
16430 9.76075 0.559249779882318
16440 9.75465 0.558900275627289
16450 9.74941 0.55860004574264
16460 9.74243 0.558200121201639
16470 9.73719 0.55789989131699
16480 9.73196 0.557600234390137
16490 9.72497 0.55719973689134
16500 9.71974 0.556900079964487
16510 9.71363 0.556550002751662
16520 9.70752 0.556199925538837
16530 9.70141 0.555849848326012
16540 9.69618 0.555550191399159
16550 9.69007 0.555200114186334
16560 9.68396 0.554850036973509
16570 9.67872 0.55454980708886
16580 9.67174 0.554149882547859
16590 9.66651 0.553850225621005
16600 9.66127 0.553549995736357
16610 9.65429 0.553150071195356
16620 9.64905 0.552849841310707
16630 9.64382 0.552550184383854
16640 9.63771 0.552200107171029
16650 9.6316 0.551850029958204
16660 9.62636 0.551549800073555
16670 9.62026 0.551200295818525
16680 9.61415 0.5508502186057
16690 9.60804 0.550500141392875
16700 9.6028 0.550199911508227
16710 9.59757 0.549900254581373
16720 9.59058 0.549499757082577
16730 9.58535 0.549200100155724
16740 9.58011 0.548899870271075
16750 9.574 0.54854979305825
16760 9.56789 0.548199715845425
16770 9.56266 0.547900058918572
16780 9.55742 0.547599829033923
16790 9.55131 0.547249751821098
16800 9.54608 0.546950094894245
16810 9.53997 0.54660001768142
16820 9.53386 0.546249940468595
16830 9.52863 0.545950283541742
16840 9.52339 0.545650053657093
16850 9.51728 0.545299976444268
16860 9.51117 0.544949899231443
16870 9.50594 0.54465024230459
16880 9.5007 0.544350012419941
16890 9.49459 0.543999935207116
16900 9.48936 0.543700278280263
16910 9.48325 0.543350201067438
16920 9.47801 0.543049971182789
16930 9.4719 0.542699893969964
16940 9.46667 0.542400237043111
16950 9.46143 0.542100007158462
16960 9.45619 0.541799777273814
16970 9.44921 0.541399852732813
16980 9.44398 0.541100195805959
16990 9.43874 0.540799965921311
17000 9.43351 0.540500308994457
17010 9.4274 0.540150231781632
17020 9.42216 0.539850001896984
17030 9.41692 0.539549772012335
17040 9.41082 0.539200267757305
17050 9.40558 0.538900037872657
17060 9.39947 0.538549960659832
17070 9.39423 0.538249730775183
17080 9.389 0.53795007384833
17090 9.38376 0.537649843963681
17100 9.37853 0.537350187036828
17110 9.37329 0.537049957152179
17120 9.36718 0.536699879939354
17130 9.36107 0.536349802726529
17140 9.35584 0.536050145799676
17150 9.3506 0.535749915915028
17160 9.34537 0.535450258988174
17170 9.33926 0.535100181775349
17180 9.33402 0.534799951890701
17190 9.32878 0.534499722006052
17200 9.32355 0.534200065079199
17210 9.31831 0.53389983519455
17220 9.31308 0.533600178267697
17230 9.30784 0.533299948383048
17240 9.30173 0.532949871170223
17250 9.2965 0.53265021424337
17260 9.29126 0.532349984358721
17270 9.28602 0.532049754474073
17280 9.27992 0.531700250219043
17290 9.27468 0.531400020334394
17300 9.26944 0.531099790449746
17310 9.26421 0.530800133522892
17320 9.25897 0.530499903638244
17330 9.25286 0.530149826425419
17340 9.24763 0.529850169498566
17350 9.24239 0.529549939613917
17360 9.23715 0.529249709729268
17370 9.23192 0.528950052802415
17380 9.22668 0.528649822917767
17390 9.22145 0.528350165990913
17400 9.21621 0.528049936106264
17410 9.21098 0.527750279179411
17420 9.20574 0.527450049294763
17430 9.2005 0.527149819410114
17440 9.19527 0.52685016248326
17450 9.18916 0.526500085270436
17460 9.18392 0.526199855385787
17470 9.17869 0.525900198458934
17480 9.17345 0.525599968574285
17490 9.16821 0.525299738689636
17500 9.16298 0.525000081762783
17510 9.15774 0.524699851878134
17520 9.15251 0.524400194951281
17530 9.14814 0.524149812394809
17540 9.14291 0.523850155467956
17550 9.13767 0.523549925583307
17560 9.13244 0.523250268656454
17570 9.1272 0.522950038771805
17580 9.12196 0.522649808887156
17590 9.11673 0.522350151960303
17600 9.11149 0.522049922075655
17610 9.10626 0.521750265148801
17620 9.10102 0.521450035264152
17630 9.09578 0.521149805379504
17640 9.09055 0.520850148452651
17650 9.08531 0.520549918568002
17660 9.08008 0.520250261641148
17670 9.07484 0.5199500317565
17680 9.07048 0.519700222157823
17690 9.06524 0.519399992273174
17700 9.06 0.519099762388526
17710 9.05477 0.518800105461672
17720 9.04953 0.518499875577024
17730 9.0443 0.51820021865017
17740 9.03906 0.517899988765522
17750 9.03382 0.517599758880873
17760 9.02859 0.51730010195402
17770 9.02423 0.517050292355343
17780 9.01899 0.516750062470694
17790 9.01375 0.516449832586046
17800 9.00852 0.516150175659192
17810 9.00415 0.51589979310272
17820 8.99892 0.515600136175867
17830 8.99368 0.515299906291218
17840 8.98932 0.515050096692541
17850 8.98408 0.514749866807893
17860 8.97885 0.514450209881039
17870 8.97361 0.514149979996391
17880 8.96837 0.513849750111742
17890 8.96314 0.513550093184889
17900 8.9579 0.51324986330024
17910 8.95354 0.513000053701563
17920 8.9483 0.512699823816915
17930 8.94307 0.512400166890061
17940 8.9387 0.512149784333589
17950 8.93347 0.511850127406736
17960 8.9291 0.511599744850263
17970 8.92387 0.51130008792341
17980 8.91863 0.510999858038761
17990 8.9134 0.510700201111908
18000 8.90816 0.510399971227259
18010 8.90292 0.510099741342611
18020 8.89943 0.50989977907211
18030 8.8942 0.509600122145257
18040 8.88896 0.509299892260608
18050 8.88373 0.509000235333755
18060 8.87936 0.508749852777283
18070 8.87413 0.508450195850429
18080 8.86889 0.508149965965781
18090 8.86366 0.507850309038927
18100 8.85929 0.507599926482455
18110 8.85493 0.507350116883778
18120 8.84969 0.50704988699913
18130 8.84446 0.506750230072276
18140 8.83922 0.506450000187628
18150 8.83486 0.506200190588951
18160 8.83049 0.505949808032478
18170 8.82526 0.505650151105625
18180 8.82002 0.505349921220976
18190 8.81566 0.505100111622299
18200 8.81042 0.504799881737651
18210 8.80606 0.504550072138974
18220 8.80082 0.504249842254325
18230 8.79646 0.504000032655648
18240 8.79122 0.503699802770999
18250 8.78599 0.503400145844146
18260 8.78162 0.503149763287674
18270 8.77726 0.502899953688997
18280 8.77203 0.502600296762144
18290 8.76679 0.502300066877495
18300 8.76243 0.502050257278818
18310 8.75806 0.501799874722346
18320 8.75283 0.501500217795492
18330 8.74759 0.501199987910844
18340 8.74323 0.500950178312167
18350 8.73799 0.500649948427518
18360 8.73363 0.500400138828841
18370 8.72926 0.500149756272369
18380 8.72403 0.499850099345516
18390 8.71879 0.499549869460867
18400 8.7153 0.499349907190366
18410 8.71007 0.499050250263513
18420 8.70483 0.498750020378864
18430 8.70047 0.498500210780187
18440 8.6961 0.498249828223715
18450 8.69087 0.497950171296862
18460 8.6865 0.49769978874039
18470 8.68127 0.497400131813536
18480 8.6769 0.497149749257064
18490 8.67254 0.496899939658387
18500 8.6673 0.496599709773738
18510 8.66294 0.496349900175061
18520 8.65858 0.496100090576384
18530 8.65334 0.495799860691736
18540 8.64811 0.495500203764882
18550 8.64462 0.495300241494382
18560 8.63938 0.495000011609733
18570 8.63414 0.494699781725085
18580 8.63065 0.494499819454584
18590 8.62542 0.494200162527731
18600 8.62105 0.493949779971258
18610 8.61582 0.493650123044405
18620 8.61145 0.493399740487933
18630 8.60709 0.493149930889256
18640 8.60186 0.492850273962402
18650 8.59749 0.49259989140593
18660 8.59313 0.492350081807253
18670 8.58789 0.492049851922605
18680 8.5844 0.491849889652104
18690 8.57917 0.491550232725251
18700 8.57393 0.491250002840602
18710 8.57044 0.491050040570101
18720 8.5652 0.490749810685453
18730 8.56084 0.490500001086776
18740 8.55648 0.490250191488099
18750 8.55124 0.48994996160345
18760 8.54688 0.489700152004773
18770 8.54251 0.489449769448301
18780 8.53815 0.489199959849624
18790 8.53292 0.488900302922771
18800 8.52942 0.488699767694475
18810 8.52419 0.488400110767621
18820 8.51982 0.488149728211149
18830 8.51546 0.487899918612472
18840 8.51023 0.487600261685619
18850 8.50673 0.487399726457323
18860 8.5015 0.487100069530469
18870 8.49714 0.486850259931792
18880 8.49277 0.48659987737532
18890 8.48841 0.486350067776643
18900 8.48405 0.486100258177966
18910 8.47881 0.485800028293317
18920 8.47445 0.485550218694641
18930 8.47008 0.485299836138168
18940 8.46572 0.485050026539491
18950 8.46048 0.484749796654843
18960 8.45699 0.484549834384342
18970 8.45176 0.484250177457489
18980 8.44827 0.484050215186988
18990 8.44303 0.483749985302339
19000 8.43954 0.483550023031839
19010 8.4343 0.48324979314719
19020 8.42994 0.482999983548513
19030 8.42558 0.482750173949836
19040 8.42121 0.482499791393364
19050 8.41685 0.482249981794687
19060 8.41249 0.48200017219601
19070 8.40725 0.481699942311361
19080 8.40376 0.481499980040861
19090 8.39852 0.481199750156212
19100 8.39503 0.480999787885712
19110 8.3898 0.480700130958858
19120 8.38631 0.480500168688357
19130 8.38107 0.480199938803709
19140 8.37758 0.479999976533208
19150 8.37234 0.47969974664856
19160 8.36798 0.479449937049883
19170 8.36362 0.479200127451206
19180 8.35925 0.478949744894733
19190 8.35489 0.478699935296056
19200 8.35053 0.478450125697379
19210 8.34616 0.478199743140907
19220 8.3418 0.47794993354223
19230 8.33831 0.47774997127173
19240 8.33307 0.477449741387081
19250 8.32958 0.47724977911658
19260 8.32435 0.476950122189727
19270 8.32086 0.476750159919226
19280 8.31562 0.476449930034578
19290 8.31213 0.476249967764077
19300 8.3069 0.475950310837224
19310 8.3034 0.475749775608928
19320 8.29904 0.475499966010251
19330 8.29468 0.475250156411574
19340 8.29031 0.474999773855101
19350 8.28595 0.474749964256425
19360 8.28159 0.474500154657747
19370 8.27722 0.474249772101275
19380 8.27286 0.473999962502598
19390 8.26937 0.473800000232098
19400 8.26413 0.473499770347449
19410 8.26064 0.473299808076948
19420 8.25541 0.473000151150095
19430 8.25192 0.472800188879594
19440 8.24755 0.472549806323122
19450 8.24319 0.472299996724445
19460 8.23883 0.472050187125768
19470 8.23446 0.471799804569296
19480 8.2301 0.471549994970619
19490 8.22661 0.471350032700118
19500 8.22137 0.47104980281547
19510 8.21788 0.470849840544969
19520 8.21265 0.470550183618115
19530 8.20916 0.470350221347615
19540 8.20567 0.470150259077114
19550 8.20043 0.469850029192466
19560 8.19694 0.469650066921965
19570 8.1917 0.469349837037317
19580 8.18821 0.469149874766816
19590 8.18385 0.468900065168139
19600 8.17949 0.468650255569462
19610 8.17512 0.46839987301299
19620 8.17163 0.468199910742489
19630 8.16727 0.467950101143812
19640 8.1629 0.46769971858734
19650 8.15941 0.467499756316839
19660 8.15418 0.467200099389986
19670 8.15069 0.467000137119485
19680 8.1472 0.466800174848984
19690 8.14196 0.466499944964336
19700 8.13847 0.466299982693835
19710 8.13411 0.466050173095158
19720 8.12974 0.465799790538686
19730 8.12538 0.465549980940009
19740 8.12102 0.465300171341332
19750 8.11753 0.465100209070831
19760 8.11316 0.464849826514359
19770 8.10967 0.464649864243858
19780 8.10531 0.464400054645181
19790 8.10095 0.464150245046504
19800 8.09746 0.463950282776004
19810 8.09222 0.463650052891355
19820 8.08873 0.463450090620854
19830 8.08524 0.463250128350354
19840 8.08 0.462949898465705
19850 8.07651 0.462749936195204
19860 8.07215 0.462500126596528
19870 8.06778 0.462249744040055
19880 8.06429 0.462049781769555
19890 8.05993 0.461799972170878
19900 8.05644 0.461600009900377
19910 8.05208 0.4613502003017
19920 8.04771 0.461099817745228
19930 8.04422 0.460899855474727
19940 8.03986 0.46065004587605
19950 8.0355 0.460400236277373
19960 8.03201 0.460200274006872
19970 8.02764 0.4599498914504
19980 8.02328 0.459700081851723
19990 8.01979 0.459500119581223
20000 8.0163 0.459300157310722
20010 8.01106 0.458999927426073
20020 8.00757 0.458799965155573
20030 8.00408 0.458600002885072
20040 7.99972 0.458350193286395
20050 7.99535 0.458099810729923
20060 7.99186 0.457899848459422
20070 7.9875 0.457650038860745
20080 7.98401 0.457450076590244
20090 7.97965 0.457200266991567
20100 7.97528 0.456949884435095
20110 7.97179 0.456749922164595
20120 7.9683 0.456549959894094
20130 7.96307 0.45625030296724
20140 7.95957 0.456049767738945
20150 7.95608 0.455849805468444
20160 7.95172 0.455599995869767
20170 7.94736 0.45535018627109
20180 7.94387 0.455150224000589
20190 7.9395 0.454899841444117
20200 7.93601 0.454699879173617
20210 7.93165 0.454450069574939
20220 7.92729 0.454200259976262
20230 7.9238 0.454000297705762
20240 7.9203 0.453799762477466
20250 7.91681 0.453599800206965
20260 7.91158 0.453300143280112
20270 7.90809 0.453100181009611
20280 7.9046 0.452900218739111
20290 7.90023 0.452649836182638
20300 7.89587 0.452400026583961
20310 7.89238 0.452200064313461
20320 7.88802 0.451950254714784
20330 7.88453 0.451750292444283
20340 7.88103 0.451549757215987
20350 7.87667 0.45129994761731
20360 7.87231 0.451050138018633
20370 7.86882 0.450850175748132
20380 7.86533 0.450650213477632
20390 7.86184 0.450450251207131
20400 7.8566 0.450150021322483
20410 7.85311 0.449950059051982
20420 7.84962 0.449750096781481
20430 7.84526 0.449500287182804
20440 7.84176 0.449299751954508
20450 7.83827 0.449099789684008
20460 7.83391 0.448849980085331
20470 7.82955 0.448600170486654
20480 7.82606 0.448400208216153
20490 7.82257 0.448200245945652
20500 7.81908 0.448000283675152
20510 7.81471 0.44774990111868
20520 7.81035 0.447500091520003
20530 7.80686 0.447300129249502
20540 7.80337 0.447100166979001
20550 7.79988 0.446900204708501
20560 7.79551 0.446649822152028
20570 7.79202 0.446449859881528
20580 7.78766 0.446200050282851
20590 7.78417 0.44600008801235
20600 7.77981 0.445750278413673
20610 7.77631 0.445549743185377
20620 7.77282 0.445349780914877
20630 7.76933 0.445149818644376
20640 7.76497 0.444900009045699
20650 7.76061 0.444650199447022
20660 7.75712 0.444450237176521
20670 7.75363 0.44425027490602
20680 7.75013 0.444049739677725
20690 7.74577 0.443799930079048
20700 7.74228 0.443599967808547
20710 7.73879 0.443400005538046
20720 7.7353 0.443200043267546
20730 7.73094 0.442950233668869
20740 7.72657 0.442699851112397
20750 7.72308 0.442499888841896
20760 7.71959 0.442299926571395
20770 7.7161 0.442099964300895
20780 7.71261 0.441900002030394
20790 7.70912 0.441700039759893
20800 7.70476 0.441450230161216
20810 7.70127 0.441250267890716
20820 7.6969 0.440999885334243
20830 7.69341 0.440799923063743
20840 7.68992 0.440599960793242
20850 7.68556 0.440350151194565
20860 7.68207 0.440150188924064
20870 7.67858 0.439950226653564
20880 7.67509 0.439750264383063
20890 7.6716 0.439550302112562
20900 7.6681 0.439349766884267
20910 7.66374 0.439099957285589
20920 7.66025 0.438899995015089
20930 7.65676 0.438700032744588
20940 7.6524 0.438450223145911
20950 7.64891 0.43825026087541
20960 7.64541 0.438049725647115
20970 7.64192 0.437849763376614
20980 7.63756 0.437599953777937
20990 7.63407 0.437399991507436
21000 7.63058 0.437200029236936
21010 7.62709 0.437000066966435
21020 7.6236 0.436800104695934
21030 7.62011 0.436600142425434
21040 7.61662 0.436400180154933
21050 7.61225 0.436149797598461
21060 7.60876 0.43594983532796
21070 7.60527 0.43574987305746
21080 7.60178 0.435549910786959
21090 7.59829 0.435349948516458
21100 7.59393 0.435100138917781
21110 7.59044 0.434900176647281
21120 7.58695 0.43470021437678
21130 7.58258 0.434449831820308
21140 7.57909 0.434249869549807
21150 7.5756 0.434049907279306
21160 7.57211 0.433849945008806
21170 7.56862 0.433649982738305
21180 7.56513 0.433450020467804
21190 7.56164 0.433250058197304
21200 7.55815 0.433050095926803
21210 7.55466 0.432850133656303
21220 7.55117 0.432650171385802
21230 7.5468 0.43239978882933
21240 7.54331 0.432199826558829
21250 7.53982 0.431999864288328
21260 7.53633 0.431799902017828
21270 7.53284 0.431599939747327
21280 7.52935 0.431399977476826
21290 7.52586 0.431200015206326
21300 7.52237 0.431000052935825
21310 7.51888 0.430800090665324
21320 7.51539 0.430600128394824
21330 7.5119 0.430400166124323
21340 7.50841 0.430200203853822
21350 7.50404 0.42994982129735
21360 7.50055 0.42974985902685
21370 7.49706 0.429549896756349
21380 7.49357 0.429349934485848
21390 7.49008 0.429149972215348
21400 7.48659 0.428950009944847
21410 7.4831 0.428750047674346
21420 7.47961 0.428550085403846
21430 7.47612 0.428350123133345
21440 7.47263 0.428150160862844
21450 7.46914 0.427950198592344
21460 7.46565 0.427750236321843
21470 7.46216 0.427550274051342
21480 7.45866 0.427349738823047
21490 7.45517 0.427149776552546
21500 7.45168 0.426949814282045
21510 7.44819 0.426749852011545
21520 7.44383 0.426500042412868
21530 7.44034 0.426300080142367
21540 7.43685 0.426100117871866
21550 7.43336 0.425900155601366
21560 7.42987 0.425700193330865
21570 7.42638 0.425500231060364
21580 7.42289 0.425300268789864
21590 7.41939 0.425099733561568
21600 7.41678 0.424950191577039
21610 7.41329 0.424750229306538
21620 7.4098 0.424550267036037
21630 7.4063 0.424349731807742
21640 7.40281 0.424149769537241
21650 7.39932 0.42394980726674
21660 7.39496 0.423699997668063
21670 7.39147 0.423500035397563
21680 7.38798 0.423300073127062
21690 7.38449 0.423100110856561
21700 7.381 0.422900148586061
21710 7.37751 0.42270018631556
21720 7.37402 0.422500224045059
21730 7.37053 0.422300261774559
21740 7.36616 0.422049879218087
21750 7.36267 0.421849916947586
21760 7.35918 0.421649954677085
21770 7.35569 0.421449992406584
21780 7.3522 0.421250030136084
21790 7.34871 0.421050067865583
21800 7.34522 0.420850105595083
21810 7.34086 0.420600295996406
21820 7.33824 0.420450181054081
21830 7.33475 0.420250218783581
21840 7.33126 0.42005025651308
21850 7.32776 0.419849721284784
21860 7.32427 0.419649759014284
21870 7.32078 0.419449796743783
21880 7.31729 0.419249834473282
21890 7.31293 0.419000024874605
21900 7.30944 0.418800062604104
21910 7.30595 0.418600100333604
21920 7.30246 0.418400138063103
21930 7.29897 0.418200175792602
21940 7.29548 0.418000213522102
21950 7.29199 0.417800251251601
21960 7.28937 0.417650136309277
21970 7.28588 0.417450174038776
21980 7.28151 0.417199791482304
21990 7.27802 0.416999829211803
22000 7.27453 0.416799866941303
22010 7.27104 0.416599904670802
22020 7.26668 0.416350095072125
22030 7.26319 0.416150132801624
22040 7.25882 0.415899750245152
22050 7.25446 0.415649940646475
22060 7.2501 0.415400131047798
22070 7.24661 0.415200168777298
22080 7.24224 0.414949786220825
22090 7.23788 0.414699976622148
22100 7.23352 0.414450167023471
22110 7.22915 0.414199784466999
22120 7.22566 0.413999822196498
22130 7.22217 0.413799859925998
22140 7.21868 0.413599897655497
22150 7.21432 0.41335008805682
22160 7.20996 0.413100278458143
22170 7.20734 0.412950163515819
22180 7.20297 0.412699780959347
22190 7.20036 0.412550238974817
22200 7.19599 0.412299856418345
22210 7.19337 0.412149741476021
22220 7.18988 0.41194977920552
22230 7.18552 0.411699969606843
22240 7.18378 0.411600274950491
22250 7.18028 0.411399739722195
22260 7.17679 0.411199777451694
22270 7.17418 0.411050235467165
22280 7.17069 0.410850273196664
22290 7.16807 0.41070015825434
22300 7.16545 0.410550043312016
22310 7.16196 0.410350081041515
22320 7.15847 0.410150118771014
22330 7.15672 0.410049851156867
22340 7.15323 0.409849888886366
22350 7.14974 0.409649926615865
22360 7.14712 0.409499811673541
22370 7.14363 0.40929984940304
22380 7.14102 0.409150307418511
22390 7.1384 0.409000192476187
22400 7.13491 0.408800230205686
22410 7.13142 0.408600267935186
22420 7.12967 0.408500000321038
22430 7.12618 0.408300038050537
22440 7.12269 0.408100075780036
22450 7.12007 0.407949960837712
22460 7.11745 0.407799845895388
22470 7.11396 0.407599883624887
22480 7.11134 0.407449768682563
22490 7.10785 0.407249806412062
22500 7.10524 0.407100264427533
22510 7.10262 0.406950149485209
22520 7.09913 0.406750187214708
22530 7.09651 0.406600072272384
22540 7.09389 0.40644995733006
22550 7.0904 0.406249995059559
22560 7.08778 0.406099880117235
22570 7.08516 0.40594976517491
22580 7.08167 0.40574980290441
22590 7.07818 0.405549840633909
22600 7.07556 0.405399725691585
22610 7.07207 0.405199763421084
22620 7.06946 0.405050221436555
22630 7.06684 0.404900106494231
22640 7.06335 0.40470014422373
22650 7.05986 0.404500181953229
22660 7.05724 0.404350067010905
22670 7.05462 0.404199952068581
22680 7.05113 0.40399998979808
22690 7.04764 0.40380002752758
22700 7.04502 0.403649912585255
22710 7.0424 0.403499797642931
22720 7.03891 0.40329983537243
22730 7.03629 0.403149720430106
22740 7.03368 0.403000178445577
22750 7.03019 0.402800216175076
22760 7.0267 0.402600253904576
22770 7.02408 0.402450138962251
22780 7.02146 0.402300024019927
22790 7.01797 0.402100061749426
22800 7.01448 0.401900099478926
22810 7.01273 0.401799831864778
22820 7.00924 0.401599869594277
22830 7.00575 0.401399907323776
22840 7.00313 0.401249792381452
22850 7.00052 0.401100250396923
22860 6.99703 0.400900288126422
22870 6.99441 0.400750173184098
22880 6.99179 0.400600058241774
22890 6.9883 0.400400095971273
22900 6.98481 0.400200133700773
22910 6.98219 0.400050018758448
22920 6.97957 0.399899903816124
22930 6.97608 0.399699941545623
22940 6.97346 0.399549826603299
22950 6.97085 0.39940028461877
22960 6.96735 0.399199749390474
22970 6.96474 0.399050207405945
22980 6.96212 0.398900092463621
22990 6.95863 0.39870013019312
23000 6.95601 0.398550015250796
23010 6.95252 0.398350052980295
23020 6.9499 0.398199938037971
23030 6.94641 0.39799997576747
23040 6.94379 0.397849860825146
23050 6.94117 0.397699745882822
23060 6.93768 0.397499783612321
23070 6.93507 0.397350241627792
23080 6.93158 0.397150279357291
23090 6.92896 0.397000164414967
23100 6.92634 0.396850049472643
23110 6.92285 0.396650087202142
23120 6.92023 0.396499972259818
23130 6.91674 0.396300009989317
23140 6.91412 0.396149895046993
23150 6.9115 0.395999780104668
23160 6.90801 0.395799817834168
23170 6.9054 0.395650275849639
23180 6.90278 0.395500160907314
23190 6.89929 0.395300198636814
23200 6.89667 0.395150083694489
23210 6.89405 0.394999968752165
23220 6.89056 0.394800006481664
23230 6.88794 0.39464989153934
23240 6.88532 0.394499776597016
23250 6.88183 0.394299814326515
23260 6.87922 0.394150272341986
23270 6.8766 0.394000157399662
23280 6.87311 0.393800195129161
23290 6.87049 0.393650080186837
23300 6.86787 0.393499965244513
23310 6.86438 0.393300002974012
23320 6.86176 0.393149888031688
23330 6.85914 0.392999773089364
23340 6.85565 0.392799810818863
23350 6.85304 0.392650268834334
23360 6.85042 0.392500153892009
23370 6.84693 0.392300191621509
23380 6.84431 0.392150076679184
23390 6.84169 0.39199996173686
23400 6.8382 0.39179999946636
23410 6.83558 0.391649884524035
23420 6.83296 0.391499769581711
23430 6.82947 0.39129980731121
23440 6.82686 0.391150265326681
23450 6.82424 0.391000150384357
23460 6.82075 0.390800188113856
23470 6.81813 0.390650073171532
23480 6.81551 0.390499958229208
23490 6.81202 0.390299995958707
23500 6.81028 0.390200301302354
23510 6.80678 0.389999766074058
23520 6.80329 0.389799803803558
23530 6.80155 0.389700109147205
23540 6.79806 0.389500146876704
23550 6.79544 0.38935003193438
23560 6.79282 0.389199916992056
23570 6.78933 0.388999954721555
23580 6.78671 0.388849839779231
23590 6.78409 0.388699724836907
23600 6.7806 0.388499762566406
23610 6.77886 0.388400067910053
23620 6.77537 0.388200105639553
23630 6.77275 0.388049990697228
23640 6.77013 0.387899875754904
23650 6.76664 0.387699913484403
23660 6.7649 0.387600218828051
23670 6.76141 0.38740025655755
23680 6.75792 0.387200294287049
23690 6.75617 0.387100026672901
23700 6.75268 0.386900064402401
23710 6.75006 0.386749949460076
23720 6.74744 0.386599834517752
23730 6.74395 0.386399872247251
23740 6.74221 0.386300177590899
23750 6.73872 0.386100215320398
23760 6.7361 0.385950100378074
23770 6.73348 0.38579998543575
23780 6.72999 0.385600023165249
23790 6.72824 0.385499755551101
23800 6.72475 0.3852997932806
23810 6.72214 0.385150251296071
23820 6.71952 0.385000136353747
23830 6.71603 0.384800174083246
23840 6.71428 0.384699906469098
23850 6.71079 0.384499944198598
23860 6.70905 0.384400249542245
23870 6.70555 0.384199714313949
23880 6.70206 0.383999752043449
23890 6.70032 0.383900057387096
23900 6.69683 0.383700095116595
23910 6.69508 0.383599827502447
23920 6.69159 0.383399865231947
23930 6.6881 0.383199902961446
23940 6.68636 0.383100208305093
23950 6.68287 0.382900246034592
23960 6.68112 0.382799978420445
23970 6.67763 0.382600016149944
23980 6.67588 0.382499748535796
23990 6.67239 0.382299786265295
24000 6.6689 0.382099823994795
24010 6.66716 0.382000129338442
24020 6.66367 0.381800167067941
24030 6.66192 0.381699899453793
24040 6.65843 0.381499937183293
24050 6.65669 0.38140024252694
24060 6.6532 0.381200280256439
24070 6.6497 0.380999745028144
24080 6.64796 0.380900050371791
24090 6.64447 0.38070008810129
24100 6.64272 0.380599820487142
24110 6.63923 0.380399858216642
24120 6.63749 0.380300163560289
24130 6.634 0.380100201289788
24140 6.63225 0.37999993367564
24150 6.62876 0.37979997140514
24160 6.62527 0.379600009134639
24170 6.62352 0.379499741520491
24180 6.62003 0.37929977924999
24190 6.61829 0.379200084593638
24200 6.6148 0.379000122323137
24210 6.61305 0.378899854708989
24220 6.60956 0.378699892438488
24230 6.60782 0.378600197782136
24240 6.60433 0.378400235511635
24250 6.60258 0.378299967897487
24260 6.59909 0.378100005626986
24270 6.59647 0.377949890684662
24280 6.59385 0.377799775742338
24290 6.59036 0.377599813471837
24300 6.58862 0.377500118815484
24310 6.58513 0.377300156544984
24320 6.58338 0.377199888930836
24330 6.57989 0.376999926660335
24340 6.57815 0.376900232003983
24350 6.57466 0.376700269733482
24360 6.57291 0.376600002119334
24370 6.56942 0.376400039848833
24380 6.56767 0.376299772234685
24390 6.56418 0.376099809964185
24400 6.56244 0.376000115307832
24410 6.55895 0.375800153037331
24420 6.5572 0.375699885423183
24430 6.55371 0.375499923152683
24440 6.55109 0.375349808210358
24450 6.54848 0.375200266225829
24460 6.54586 0.375050151283505
24470 6.54324 0.374900036341181
24480 6.54062 0.374749921398856
24490 6.538 0.374599806456532
