Z [$\mu$m],Mean
-2.632730957031250000e+03,0.000000000000000000e+00
-2.579178955078125000e+03,0.000000000000000000e+00
-2.525627197265625000e+03,7.142747044563293457e-01
-2.472075195312500000e+03,7.116438865661621094e+00
-2.418523437500000000e+03,2.481299400329589844e+01
-2.364971435546875000e+03,2.292157745361328125e+01
-2.311419677734375000e+03,2.321178436279296875e+01
-2.257867675781250000e+03,1.647898674011230469e+01
-2.204315917968750000e+03,1.711433982849121094e+01
-2.150763916015625000e+03,2.221819877624511719e+01
-2.097211914062500000e+03,1.994696617126464844e+01
-2.043660156250000000e+03,1.955687904357910156e+01
-1.990108276367187500e+03,1.744238281250000000e+01
-1.936556396484375000e+03,1.968784713745117188e+01
-1.883004394531250000e+03,2.228850173950195312e+01
-1.829452636718750000e+03,4.256496429443359375e+01
-1.775900634765625000e+03,1.513918399810791016e+01
-1.722348876953125000e+03,1.645206451416015625e+01
-1.668796875000000000e+03,2.095287704467773438e+01
-1.615244995117187500e+03,2.840285873413085938e+01
-1.561693115234375000e+03,2.287413597106933594e+01
-1.508141235351562500e+03,3.432878494262695312e+01
-1.454589355468750000e+03,3.759583282470703125e+01
-1.401037475585937500e+03,3.433958816528320312e+01
-1.347485595703125000e+03,2.985682296752929688e+01
-1.293933715820312500e+03,1.831797218322753906e+01
-1.240381835937500000e+03,2.912052154541015625e+01
-1.186829833984375000e+03,2.737640571594238281e+01
-1.133277954101562500e+03,4.021281051635742188e+01
-1.079726074218750000e+03,1.223807811737060547e+01
-1.026174194335937500e+03,2.861725997924804688e+01
-9.726223144531250000e+02,2.692044830322265625e+01
-9.190704345703125000e+02,2.488771438598632812e+01
-8.655185546875000000e+02,1.381334781646728516e+01
-8.119666748046875000e+02,2.270304870605468750e+01
-7.584147949218750000e+02,3.628830718994140625e+01
-7.048629150390625000e+02,3.742530059814453125e+01
-6.513110351562500000e+02,3.630544281005859375e+01
-5.977590332031250000e+02,1.900363349914550781e+01
-5.442072753906250000e+02,2.036429786682128906e+01
-4.906552734375000000e+02,2.072948455810546875e+01
-4.371035156250000000e+02,2.754731559753417969e+01
-3.835515136718750000e+02,1.200885200500488281e+01
-3.299995117187500000e+02,2.442601203918457031e+01
-2.764477539062500000e+02,5.479463195800781250e+01
-2.228957519531250000e+02,2.020835494995117188e+01
-1.693439941406250000e+02,1.875552749633789062e+01
-1.157919921875000000e+02,1.263399696350097656e+01
-6.224023437500000000e+01,3.343203353881835938e+01
-8.688232421875000000e+00,4.388223266601562500e+01
4.486352539062500000e+01,2.596619415283203125e+01
9.841552734375000000e+01,1.606692504882812500e+01
1.519672851562500000e+02,4.684229850769042969e+00
2.055192871093750000e+02,2.377030563354492188e+01
2.590712890625000000e+02,5.179629898071289062e+01
3.126230468750000000e+02,4.130887222290039062e+01
3.661750488281250000e+02,2.975385856628417969e+01
4.197268066406250000e+02,3.111548042297363281e+01
4.732788085937500000e+02,2.447938537597656250e+01
5.268305664062500000e+02,1.143953514099121094e+01
5.803825683593750000e+02,2.844076347351074219e+01
6.339343261718750000e+02,2.218102455139160156e+01
6.874863281250000000e+02,1.619710922241210938e+01
7.410380859375000000e+02,2.028983116149902344e+01
7.945900878906250000e+02,2.735230636596679688e+01
8.481420898437500000e+02,4.316556167602539062e+01
9.016938476562500000e+02,1.821754074096679688e+01
9.552458496093750000e+02,2.232400894165039062e+01
1.008797607421875000e+03,1.903641510009765625e+01
1.062349609375000000e+03,1.841428565979003906e+01
1.115901367187500000e+03,3.585121154785156250e+01
1.169453369140625000e+03,2.950444793701171875e+01
1.223005126953125000e+03,2.740373802185058594e+01
1.276557128906250000e+03,2.394805145263671875e+01
1.330108886718750000e+03,1.742780303955078125e+01
1.383660888671875000e+03,1.297400856018066406e+01
1.437212890625000000e+03,1.532533740997314453e+01
1.490764648437500000e+03,1.541007995605468750e+01
1.544316406250000000e+03,3.405863952636718750e+01
1.597868652343750000e+03,3.448179244995117188e+01
1.651420410156250000e+03,6.023219299316406250e+01
1.704972167968750000e+03,3.496480941772460938e+01
1.758523925781250000e+03,2.124415397644042969e+01
1.812076171875000000e+03,2.094926643371582031e+01
1.865627929687500000e+03,3.201788330078125000e+01
1.919179687500000000e+03,2.490413284301757812e+01
1.972731933593750000e+03,1.462125110626220703e+01
2.026283691406250000e+03,1.580966854095458984e+01
2.079835449218750000e+03,1.837118148803710938e+01
2.133387207031250000e+03,8.068743705749511719e+00
2.186939453125000000e+03,1.168024158477783203e+01
2.240491210937500000e+03,3.416930007934570312e+01
2.294042968750000000e+03,2.419479370117187500e+01
2.347594726562500000e+03,1.588707733154296875e+01
2.401146972656250000e+03,1.294359970092773438e+01
2.454698730468750000e+03,1.124234962463378906e+01
2.508250488281250000e+03,7.352255582809448242e-01
2.561802734375000000e+03,0.000000000000000000e+00
2.615354492187500000e+03,0.000000000000000000e+00
2.668906250000000000e+03,0.000000000000000000e+00
