X [$\mu$m],Mean
-3.095893359375000000e+04,0.000000000000000000e+00
-3.033545507812500000e+04,0.000000000000000000e+00
-2.971197656250000000e+04,0.000000000000000000e+00
-2.908849804687500000e+04,8.772379904985427856e-02
-2.846501953125000000e+04,3.310266509652137756e-02
-2.784153906250000000e+04,0.000000000000000000e+00
-2.721806054687500000e+04,7.567805647850036621e-01
-2.659458203125000000e+04,1.944449186325073242e+00
-2.597110351562500000e+04,2.619693994522094727e+00
-2.534762500000000000e+04,4.886589050292968750e+00
-2.472414648437500000e+04,6.489419937133789062e+00
-2.410066796875000000e+04,1.342309594154357910e+00
-2.347718750000000000e+04,4.969873428344726562e+00
-2.285371093750000000e+04,9.427713394165039062e+00
-2.223023046875000000e+04,7.911259174346923828e+00
-2.160675195312500000e+04,7.636296749114990234e+00
-2.098327343750000000e+04,8.484721183776855469e+00
-2.035979492187500000e+04,1.037385559082031250e+01
-1.973631640625000000e+04,8.738485336303710938e+00
-1.911283593750000000e+04,1.872124290466308594e+01
-1.848935937500000000e+04,1.430200386047363281e+01
-1.786587890625000000e+04,1.736548423767089844e+01
-1.724240039062500000e+04,1.419169712066650391e+01
-1.661892187500000000e+04,2.453453254699707031e+01
-1.599544335937500000e+04,2.140257263183593750e+01
-1.537196484375000000e+04,1.938619804382324219e+01
-1.474848632812500000e+04,1.089040279388427734e+01
-1.412500781250000000e+04,2.440275192260742188e+01
-1.350152734375000000e+04,1.808813285827636719e+01
-1.287804882812500000e+04,1.963778305053710938e+01
-1.225457031250000000e+04,2.913214111328125000e+01
-1.163109179687500000e+04,2.531751060485839844e+01
-1.100761328125000000e+04,2.085762214660644531e+01
-1.038413476562500000e+04,1.751774978637695312e+01
-9.760656250000000000e+03,2.319021797180175781e+01
-9.137177734375000000e+03,2.455595588684082031e+01
-8.513699218750000000e+03,1.611312866210937500e+01
-7.890218750000000000e+03,1.741531944274902344e+01
-7.266740234375000000e+03,1.539942073822021484e+01
-6.643261718750000000e+03,1.986840248107910156e+01
-6.019783203125000000e+03,2.644470214843750000e+01
-5.396304687500000000e+03,2.050922393798828125e+01
-4.772826171875000000e+03,2.148071670532226562e+01
-4.149347656250000000e+03,2.328112220764160156e+01
-3.525867187500000000e+03,1.826261138916015625e+01
-2.902388671875000000e+03,1.879752159118652344e+01
-2.278910156250000000e+03,1.978024864196777344e+01
-1.655431640625000000e+03,2.150962448120117188e+01
-1.031953125000000000e+03,1.993813514709472656e+01
-4.084746093750000000e+02,2.619867706298828125e+01
2.150039062500000000e+02,1.933259582519531250e+01
8.384824218750000000e+02,2.160060501098632812e+01
1.461960937500000000e+03,2.558875274658203125e+01
2.085441406250000000e+03,1.786065292358398438e+01
2.708917968750000000e+03,1.798847198486328125e+01
3.332398437500000000e+03,2.167413139343261719e+01
3.955878906250000000e+03,2.006853294372558594e+01
4.579355468750000000e+03,2.648658943176269531e+01
5.202835937500000000e+03,2.266020584106445312e+01
5.826312500000000000e+03,1.986072349548339844e+01
6.449792968750000000e+03,2.025711631774902344e+01
7.073269531250000000e+03,2.030708694458007812e+01
7.696750000000000000e+03,2.269456481933593750e+01
8.320226562500000000e+03,2.735443305969238281e+01
8.943707031250000000e+03,2.318777847290039062e+01
9.567187500000000000e+03,1.816554641723632812e+01
1.019066406250000000e+04,2.158922576904296875e+01
1.081414453125000000e+04,2.908448982238769531e+01
1.143762109375000000e+04,2.480107879638671875e+01
1.206110156250000000e+04,2.264161682128906250e+01
1.268457812500000000e+04,2.131185913085937500e+01
1.330805859375000000e+04,1.107025432586669922e+01
1.393153515625000000e+04,2.151601791381835938e+01
1.455501562500000000e+04,2.044565200805664062e+01
1.517849609375000000e+04,1.721973991394042969e+01
1.580197265625000000e+04,1.418028926849365234e+01
1.642545312500000000e+04,1.835895729064941406e+01
1.704892968750000000e+04,1.642295837402343750e+01
1.767241015625000000e+04,1.634299087524414062e+01
1.829588671875000000e+04,2.183143806457519531e+01
1.891936718750000000e+04,1.151882743835449219e+01
1.954284765625000000e+04,1.316257572174072266e+01
2.016632421875000000e+04,1.252118587493896484e+01
2.078980468750000000e+04,9.357618331909179688e+00
2.141328125000000000e+04,1.054702186584472656e+01
2.203676171875000000e+04,9.157890319824218750e+00
2.266023828125000000e+04,7.980383396148681641e+00
2.328371875000000000e+04,4.911452770233154297e+00
2.390719921875000000e+04,3.667970418930053711e+00
2.453067578125000000e+04,1.853857487440109253e-01
2.515415625000000000e+04,4.558634757995605469e+00
2.577763281250000000e+04,2.154802083969116211e+00
2.640111328125000000e+04,2.464228391647338867e+00
2.702458984375000000e+04,7.783261537551879883e-01
2.764807031250000000e+04,0.000000000000000000e+00
2.827154687500000000e+04,0.000000000000000000e+00
2.889502734375000000e+04,0.000000000000000000e+00
2.951850781250000000e+04,0.000000000000000000e+00
3.014198437500000000e+04,0.000000000000000000e+00
3.076546484375000000e+04,0.000000000000000000e+00
