Y,Y
-8.362748046875000000e+03,0.000000000000000000e+00
-8.194871093750000000e+03,0.000000000000000000e+00
-8.026993652343750000e+03,0.000000000000000000e+00
-7.859116210937500000e+03,1.200000000000000000e+01
-7.691238769531250000e+03,2.200000000000000000e+01
-7.523361328125000000e+03,3.000000000000000000e+01
-7.355484375000000000e+03,2.100000000000000000e+01
-7.187606933593750000e+03,1.600000000000000000e+01
-7.019729492187500000e+03,2.300000000000000000e+01
-6.851852539062500000e+03,2.100000000000000000e+01
-6.683975097656250000e+03,1.800000000000000000e+01
-6.516097656250000000e+03,2.100000000000000000e+01
-6.348220703125000000e+03,2.900000000000000000e+01
-6.180343261718750000e+03,2.100000000000000000e+01
-6.012465820312500000e+03,2.600000000000000000e+01
-5.844588867187500000e+03,2.100000000000000000e+01
-5.676711425781250000e+03,2.200000000000000000e+01
-5.508833984375000000e+03,2.200000000000000000e+01
-5.340957031250000000e+03,2.400000000000000000e+01
-5.173079589843750000e+03,1.800000000000000000e+01
-5.005202148437500000e+03,2.800000000000000000e+01
-4.837325195312500000e+03,2.600000000000000000e+01
-4.669447753906250000e+03,1.800000000000000000e+01
-4.501570312500000000e+03,3.000000000000000000e+01
-4.333693359375000000e+03,2.200000000000000000e+01
-4.165815917968750000e+03,2.500000000000000000e+01
-3.997938476562500000e+03,1.900000000000000000e+01
-3.830061035156250000e+03,2.300000000000000000e+01
-3.662184082031250000e+03,2.300000000000000000e+01
-3.494306640625000000e+03,2.500000000000000000e+01
-3.326429199218750000e+03,2.500000000000000000e+01
-3.158552246093750000e+03,2.700000000000000000e+01
-2.990674804687500000e+03,3.300000000000000000e+01
-2.822797363281250000e+03,1.900000000000000000e+01
-2.654920410156250000e+03,3.600000000000000000e+01
-2.487042968750000000e+03,2.900000000000000000e+01
-2.319165527343750000e+03,2.300000000000000000e+01
-2.151288574218750000e+03,2.700000000000000000e+01
-1.983411132812500000e+03,2.200000000000000000e+01
-1.815533691406250000e+03,3.400000000000000000e+01
-1.647656250000000000e+03,3.500000000000000000e+01
-1.479779296875000000e+03,2.900000000000000000e+01
-1.311901855468750000e+03,2.200000000000000000e+01
-1.144024414062500000e+03,3.600000000000000000e+01
-9.761474609375000000e+02,3.100000000000000000e+01
-8.082700195312500000e+02,2.700000000000000000e+01
-6.403925781250000000e+02,2.600000000000000000e+01
-4.725156250000000000e+02,2.600000000000000000e+01
-3.046381835937500000e+02,3.600000000000000000e+01
-1.367607421875000000e+02,2.900000000000000000e+01
3.111621093750000000e+01,3.300000000000000000e+01
1.989941406250000000e+02,3.200000000000000000e+01
3.668710937500000000e+02,3.600000000000000000e+01
5.347480468750000000e+02,2.600000000000000000e+01
7.026259765625000000e+02,1.600000000000000000e+01
8.705029296875000000e+02,3.400000000000000000e+01
1.038379882812500000e+03,3.600000000000000000e+01
1.206257812500000000e+03,2.300000000000000000e+01
1.374134765625000000e+03,3.300000000000000000e+01
1.542011718750000000e+03,3.400000000000000000e+01
1.709889648437500000e+03,2.800000000000000000e+01
1.877766601562500000e+03,2.600000000000000000e+01
2.045643554687500000e+03,2.700000000000000000e+01
2.213521484375000000e+03,3.300000000000000000e+01
2.381398437500000000e+03,3.500000000000000000e+01
2.549275390625000000e+03,2.500000000000000000e+01
2.717153320312500000e+03,3.400000000000000000e+01
2.885030273437500000e+03,2.700000000000000000e+01
3.052907226562500000e+03,3.000000000000000000e+01
3.220785156250000000e+03,2.500000000000000000e+01
3.388662109375000000e+03,2.900000000000000000e+01
3.556539062500000000e+03,3.300000000000000000e+01
3.724416992187500000e+03,2.500000000000000000e+01
3.892293945312500000e+03,2.300000000000000000e+01
4.060170898437500000e+03,3.300000000000000000e+01
4.228048828125000000e+03,2.400000000000000000e+01
4.395925781250000000e+03,2.500000000000000000e+01
4.563802734375000000e+03,2.500000000000000000e+01
4.731680664062500000e+03,1.900000000000000000e+01
4.899557617187500000e+03,2.300000000000000000e+01
5.067435546875000000e+03,2.500000000000000000e+01
5.235312500000000000e+03,2.900000000000000000e+01
5.403189453125000000e+03,3.200000000000000000e+01
5.571067382812500000e+03,1.300000000000000000e+01
5.738944335937500000e+03,2.100000000000000000e+01
5.906821289062500000e+03,2.500000000000000000e+01
6.074699218750000000e+03,1.700000000000000000e+01
6.242576171875000000e+03,2.200000000000000000e+01
6.410453125000000000e+03,1.900000000000000000e+01
6.578331054687500000e+03,2.800000000000000000e+01
6.746208007812500000e+03,2.100000000000000000e+01
6.914084960937500000e+03,2.200000000000000000e+01
7.081962890625000000e+03,1.500000000000000000e+01
7.249839843750000000e+03,2.600000000000000000e+01
7.417716796875000000e+03,1.900000000000000000e+01
7.585594726562500000e+03,2.100000000000000000e+01
7.753471679687500000e+03,6.000000000000000000e+00
7.921348632812500000e+03,0.000000000000000000e+00
8.089226562500000000e+03,0.000000000000000000e+00
8.257103515625000000e+03,0.000000000000000000e+00
