X,Y
-3.792259375000000000e+04,0.000000000000000000e+00
-3.717756250000000000e+04,0.000000000000000000e+00
-3.643253515625000000e+04,0.000000000000000000e+00
-3.568750781250000000e+04,0.000000000000000000e+00
-3.494247656250000000e+04,0.000000000000000000e+00
-3.419744531250000000e+04,0.000000000000000000e+00
-3.345241796875000000e+04,0.000000000000000000e+00
-3.270738867187500000e+04,0.000000000000000000e+00
-3.196235937500000000e+04,0.000000000000000000e+00
-3.121733007812500000e+04,0.000000000000000000e+00
-3.047230078125000000e+04,0.000000000000000000e+00
-2.972727148437500000e+04,0.000000000000000000e+00
-2.898224218750000000e+04,0.000000000000000000e+00
-2.823721289062500000e+04,1.000000000000000000e+00
-2.749218359375000000e+04,2.000000000000000000e+00
-2.674715429687500000e+04,1.000000000000000000e+00
-2.600212500000000000e+04,3.000000000000000000e+00
-2.525709570312500000e+04,4.000000000000000000e+00
-2.451206640625000000e+04,7.000000000000000000e+00
-2.376703710937500000e+04,1.000000000000000000e+01
-2.302200781250000000e+04,7.000000000000000000e+00
-2.227697851562500000e+04,1.200000000000000000e+01
-2.153194921875000000e+04,1.400000000000000000e+01
-2.078691992187500000e+04,1.600000000000000000e+01
-2.004189062500000000e+04,1.600000000000000000e+01
-1.929686132812500000e+04,2.800000000000000000e+01
-1.855183203125000000e+04,2.900000000000000000e+01
-1.780680273437500000e+04,2.100000000000000000e+01
-1.706177343750000000e+04,3.300000000000000000e+01
-1.631674414062500000e+04,1.800000000000000000e+01
-1.557171484375000000e+04,2.500000000000000000e+01
-1.482668554687500000e+04,3.700000000000000000e+01
-1.408165625000000000e+04,3.200000000000000000e+01
-1.333662695312500000e+04,2.900000000000000000e+01
-1.259159765625000000e+04,2.800000000000000000e+01
-1.184656835937500000e+04,2.800000000000000000e+01
-1.110153906250000000e+04,3.100000000000000000e+01
-1.035650976562500000e+04,3.000000000000000000e+01
-9.611480468750000000e+03,3.300000000000000000e+01
-8.866451171875000000e+03,3.200000000000000000e+01
-8.121421875000000000e+03,2.400000000000000000e+01
-7.376392578125000000e+03,3.500000000000000000e+01
-6.631363281250000000e+03,3.400000000000000000e+01
-5.886333984375000000e+03,2.700000000000000000e+01
-5.141304687500000000e+03,2.700000000000000000e+01
-4.396273437500000000e+03,3.200000000000000000e+01
-3.651246093750000000e+03,3.200000000000000000e+01
-2.906218750000000000e+03,2.700000000000000000e+01
-2.161187500000000000e+03,3.000000000000000000e+01
-1.416156250000000000e+03,2.800000000000000000e+01
-6.711289062500000000e+02,2.400000000000000000e+01
7.389843750000000000e+01,2.900000000000000000e+01
8.189296875000000000e+02,2.900000000000000000e+01
1.563960937500000000e+03,1.700000000000000000e+01
2.308988281250000000e+03,3.500000000000000000e+01
3.054015625000000000e+03,2.800000000000000000e+01
3.799046875000000000e+03,2.500000000000000000e+01
4.544078125000000000e+03,2.600000000000000000e+01
5.289105468750000000e+03,3.200000000000000000e+01
6.034132812500000000e+03,2.800000000000000000e+01
6.779164062500000000e+03,2.900000000000000000e+01
7.524195312500000000e+03,2.400000000000000000e+01
8.269222656250000000e+03,3.600000000000000000e+01
9.014250000000000000e+03,4.300000000000000000e+01
9.759281250000000000e+03,3.500000000000000000e+01
1.050431250000000000e+04,3.500000000000000000e+01
1.124933984375000000e+04,3.500000000000000000e+01
1.199436718750000000e+04,2.600000000000000000e+01
1.273939843750000000e+04,2.900000000000000000e+01
1.348442968750000000e+04,3.500000000000000000e+01
1.422945703125000000e+04,2.200000000000000000e+01
1.497448437500000000e+04,2.500000000000000000e+01
1.571951562500000000e+04,3.200000000000000000e+01
1.646454687500000000e+04,1.500000000000000000e+01
1.720957421875000000e+04,1.700000000000000000e+01
1.795460156250000000e+04,2.900000000000000000e+01
1.869963281250000000e+04,2.400000000000000000e+01
1.944466406250000000e+04,1.400000000000000000e+01
2.018969140625000000e+04,1.500000000000000000e+01
2.093471875000000000e+04,1.400000000000000000e+01
2.167975000000000000e+04,8.000000000000000000e+00
2.242478125000000000e+04,1.000000000000000000e+01
2.316980859375000000e+04,1.200000000000000000e+01
2.391483593750000000e+04,1.400000000000000000e+01
2.465986718750000000e+04,4.000000000000000000e+00
2.540489843750000000e+04,4.000000000000000000e+00
2.614992578125000000e+04,2.000000000000000000e+00
2.689495312500000000e+04,7.000000000000000000e+00
2.763998437500000000e+04,0.000000000000000000e+00
2.838501562500000000e+04,0.000000000000000000e+00
2.913004687500000000e+04,1.000000000000000000e+00
2.987507031250000000e+04,0.000000000000000000e+00
3.062010156250000000e+04,0.000000000000000000e+00
3.136513281250000000e+04,1.000000000000000000e+00
3.211015625000000000e+04,0.000000000000000000e+00
3.285518750000000000e+04,0.000000000000000000e+00
3.360021875000000000e+04,0.000000000000000000e+00
3.434525000000000000e+04,0.000000000000000000e+00
3.509028125000000000e+04,0.000000000000000000e+00
3.583530468750000000e+04,0.000000000000000000e+00
