Y,Y
-1.725785156250000000e+03,0.000000000000000000e+00
-1.691261352539062500e+03,0.000000000000000000e+00
-1.656737548828125000e+03,7.000000000000000000e+00
-1.622213745117187500e+03,1.300000000000000000e+01
-1.587689941406250000e+03,1.400000000000000000e+01
-1.553166259765625000e+03,1.400000000000000000e+01
-1.518642456054687500e+03,1.800000000000000000e+01
-1.484118652343750000e+03,6.000000000000000000e+00
-1.449594848632812500e+03,1.600000000000000000e+01
-1.415071044921875000e+03,9.000000000000000000e+00
-1.380547241210937500e+03,2.100000000000000000e+01
-1.346023437500000000e+03,1.300000000000000000e+01
-1.311499755859375000e+03,2.300000000000000000e+01
-1.276975830078125000e+03,1.400000000000000000e+01
-1.242452148437500000e+03,1.500000000000000000e+01
-1.207928344726562500e+03,1.400000000000000000e+01
-1.173404541015625000e+03,1.200000000000000000e+01
-1.138880737304687500e+03,2.300000000000000000e+01
-1.104356933593750000e+03,1.600000000000000000e+01
-1.069833251953125000e+03,1.400000000000000000e+01
-1.035309326171875000e+03,1.400000000000000000e+01
-1.000785583496093750e+03,9.000000000000000000e+00
-9.662618408203125000e+02,1.600000000000000000e+01
-9.317380371093750000e+02,1.500000000000000000e+01
-8.972142333984375000e+02,1.600000000000000000e+01
-8.626904296875000000e+02,1.400000000000000000e+01
-8.281666259765625000e+02,2.400000000000000000e+01
-7.936428833007812500e+02,1.900000000000000000e+01
-7.591190795898437500e+02,1.900000000000000000e+01
-7.245952758789062500e+02,2.500000000000000000e+01
-6.900715332031250000e+02,2.300000000000000000e+01
-6.555477294921875000e+02,1.800000000000000000e+01
-6.210239257812500000e+02,1.600000000000000000e+01
-5.865001220703125000e+02,2.500000000000000000e+01
-5.519763183593750000e+02,2.200000000000000000e+01
-5.174525146484375000e+02,2.700000000000000000e+01
-4.829287109375000000e+02,1.800000000000000000e+01
-4.484050292968750000e+02,2.200000000000000000e+01
-4.138812255859375000e+02,1.800000000000000000e+01
-3.793574218750000000e+02,2.000000000000000000e+01
-3.448336181640625000e+02,1.700000000000000000e+01
-3.103098144531250000e+02,1.600000000000000000e+01
-2.757860107421875000e+02,1.300000000000000000e+01
-2.412622070312500000e+02,2.000000000000000000e+01
-2.067385253906250000e+02,1.400000000000000000e+01
-1.722147216796875000e+02,1.900000000000000000e+01
-1.376909179687500000e+02,1.600000000000000000e+01
-1.031671142578125000e+02,1.500000000000000000e+01
-6.864331054687500000e+01,2.400000000000000000e+01
-3.411950683593750000e+01,1.500000000000000000e+01
4.042968750000000000e-01,1.900000000000000000e+01
3.492810058593750000e+01,2.500000000000000000e+01
6.945190429687500000e+01,1.900000000000000000e+01
1.039755859375000000e+02,1.900000000000000000e+01
1.384993896484375000e+02,3.000000000000000000e+01
1.730231933593750000e+02,2.100000000000000000e+01
2.075469970703125000e+02,2.400000000000000000e+01
2.420708007812500000e+02,1.200000000000000000e+01
2.765946044921875000e+02,2.400000000000000000e+01
3.111184082031250000e+02,1.500000000000000000e+01
3.456420898437500000e+02,2.100000000000000000e+01
3.801660156250000000e+02,2.000000000000000000e+01
4.146896972656250000e+02,1.900000000000000000e+01
4.492136230468750000e+02,2.300000000000000000e+01
4.837373046875000000e+02,2.500000000000000000e+01
5.182609863281250000e+02,2.500000000000000000e+01
5.527849121093750000e+02,1.700000000000000000e+01
5.873085937500000000e+02,2.200000000000000000e+01
6.218325195312500000e+02,1.500000000000000000e+01
6.563562011718750000e+02,1.600000000000000000e+01
6.908801269531250000e+02,1.700000000000000000e+01
7.254038085937500000e+02,1.900000000000000000e+01
7.599277343750000000e+02,1.100000000000000000e+01
7.944514160156250000e+02,1.900000000000000000e+01
8.289750976562500000e+02,9.000000000000000000e+00
8.634990234375000000e+02,2.000000000000000000e+01
8.980227050781250000e+02,2.200000000000000000e+01
9.325466308593750000e+02,1.700000000000000000e+01
9.670703125000000000e+02,1.200000000000000000e+01
1.001594238281250000e+03,1.700000000000000000e+01
1.036117919921875000e+03,1.000000000000000000e+01
1.070641601562500000e+03,1.600000000000000000e+01
1.105165527343750000e+03,1.600000000000000000e+01
1.139689208984375000e+03,1.800000000000000000e+01
1.174213134765625000e+03,2.300000000000000000e+01
1.208736816406250000e+03,2.000000000000000000e+01
1.243260742187500000e+03,2.000000000000000000e+01
1.277784423828125000e+03,1.200000000000000000e+01
1.312308105468750000e+03,1.200000000000000000e+01
1.346832031250000000e+03,1.300000000000000000e+01
1.381355712890625000e+03,1.800000000000000000e+01
1.415879638671875000e+03,1.800000000000000000e+01
1.450403320312500000e+03,1.300000000000000000e+01
1.484927246093750000e+03,1.000000000000000000e+01
1.519450927734375000e+03,1.200000000000000000e+01
1.553974853515625000e+03,1.100000000000000000e+01
1.588498535156250000e+03,1.300000000000000000e+01
1.623022216796875000e+03,6.000000000000000000e+00
1.657546142578125000e+03,0.000000000000000000e+00
1.692069824218750000e+03,0.000000000000000000e+00
