Energy [eV],Flux [Phot/sec/0.1%bw]
7.954754754754754686e+03,1.508026318625963125e+14
8.014714714714714319e+03,1.497003228666765625e+14
8.074674674674674861e+03,1.486105901272192500e+14
8.134634634634634494e+03,1.475332246433968438e+14
8.194594594594595037e+03,1.464680222585474688e+14
8.254554554554553761e+03,1.454147818520270000e+14
8.314514514514514303e+03,1.443733061101039688e+14
8.374474474474474846e+03,1.433434026495741250e+14
8.434434434434433570e+03,1.423248807194485938e+14
8.494394394394394112e+03,1.413175552398596875e+14
8.554354354354354655e+03,1.403212435204334062e+14
8.614314314314315197e+03,1.393357663380334219e+14
8.674274274274273921e+03,1.383609484963030469e+14
8.734234234234234464e+03,1.373966184935648125e+14
8.794194194194195006e+03,1.364426062741849062e+14
8.854154154154153730e+03,1.354987471683365625e+14
8.914114114114114273e+03,1.345648784463020938e+14
8.974074074074074815e+03,1.336408408048632500e+14
9.034034034034033539e+03,1.327264776794147969e+14
9.093993993993994081e+03,1.318216364585941562e+14
9.153953953953954624e+03,1.309261661846992188e+14
9.213913913913913348e+03,1.300399207392356875e+14
9.273873873873873890e+03,1.291627535863432969e+14
9.333833833833834433e+03,1.282945238499555938e+14
9.393793793793793157e+03,1.274350927600525156e+14
9.453753753753753699e+03,1.265843235576127031e+14
9.513713713713714242e+03,1.257420824171047500e+14
9.573673673673672965e+03,1.249082380695248125e+14
9.633633633633633508e+03,1.240826617652346562e+14
9.693593593593594051e+03,1.232652275511273281e+14
9.753553553553552774e+03,1.224558119319398125e+14
9.813513513513513317e+03,1.216542916629767188e+14
9.873473473473473859e+03,1.208605485683361875e+14
9.933433433433432583e+03,1.200744657256344375e+14
9.993393393393393126e+03,1.192959284306451719e+14
1.005335335335335367e+04,1.185248245522754531e+14
1.011331331331331421e+04,1.177610426253621875e+14
1.017327327327327293e+04,1.170044754442287656e+14
1.023323323323323348e+04,1.162550164320808438e+14
1.029319319319319402e+04,1.155125621063794844e+14
1.035315315315315274e+04,1.147770091649334688e+14
1.041311311311311329e+04,1.140482583889633281e+14
1.047307307307307383e+04,1.133262091497610781e+14
1.053303303303303255e+04,1.126107674579817188e+14
1.059299299299299309e+04,1.119018367271058750e+14
1.065295295295295364e+04,1.111993254799609375e+14
1.071291291291291236e+04,1.105031409939208594e+14
1.077287287287287290e+04,1.098131944926761094e+14
1.083283283283283345e+04,1.091293985255602656e+14
1.089279279279279217e+04,1.084516669172097188e+14
1.095275275275275271e+04,1.077799138926733906e+14
1.101271271271271326e+04,1.071140575994318750e+14
1.107267267267267198e+04,1.064540165655148906e+14
1.113263263263263252e+04,1.057997092396631094e+14
1.119259259259259306e+04,1.051510602963628594e+14
1.125255255255255179e+04,1.045079899515170312e+14
1.131251251251251233e+04,1.038704229473817188e+14
1.137247247247247287e+04,1.032382858593321562e+14
1.143243243243243160e+04,1.026115058224337656e+14
1.149239239239239214e+04,1.019900096669893594e+14
1.155235235235235268e+04,1.013737283430955469e+14
1.161231231231231141e+04,1.007625929075991094e+14
1.167227227227227195e+04,1.001565352386232031e+14
1.173223223223223249e+04,9.955548968321518750e+13
1.179219219219219303e+04,9.895939057289498438e+13
1.185215215215215176e+04,9.836817338566701562e+13
1.191211211211211230e+04,9.778177601929409375e+13
1.197207207207207284e+04,9.720013625339050000e+13
1.203203203203203157e+04,9.662319295862098438e+13
1.209199199199199211e+04,9.605088693173748438e+13
1.215195195195195265e+04,9.548316005968890625e+13
1.221191191191191137e+04,9.491995395904321875e+13
1.227187187187187192e+04,9.436121344512426562e+13
1.233183183183183246e+04,9.380688128499670312e+13
1.239179179179179118e+04,9.325690381538403125e+13
1.245175175175175173e+04,9.271122791919514062e+13
1.251171171171171227e+04,9.216980010256210938e+13
1.257167167167167099e+04,9.163256909294873438e+13
1.263163163163163154e+04,9.109948500134032812e+13
1.269159159159159208e+04,9.057049611207450000e+13
1.275155155155155080e+04,9.004555425551770312e+13
1.281151151151151134e+04,8.952461167931131250e+13
1.287147147147147189e+04,8.900762010831032812e+13
1.293143143143143061e+04,8.849453388202375000e+13
1.299139139139139115e+04,8.798530678382518750e+13
1.305135135135135170e+04,8.747989335933493750e+13
1.311131131131131042e+04,8.697824983478598438e+13
1.317127127127127096e+04,8.648033273446539062e+13
1.323123123123123150e+04,8.598610026719085938e+13
1.329119119119119205e+04,8.549550853639442188e+13
1.335115115115115077e+04,8.500851762599657812e+13
1.341111111111111131e+04,8.452508596342887500e+13
1.347107107107107186e+04,8.404517406203192188e+13
1.353103103103103058e+04,8.356874312040068750e+13
1.359099099099099112e+04,8.309575402134857812e+13
1.365095095095095166e+04,8.262616876959696875e+13
1.371091091091091039e+04,8.215994949113564062e+13
1.377087087087087093e+04,8.169706039049590625e+13
1.383083083083083147e+04,8.123746431688329688e+13
1.389079079079079020e+04,8.078112666983706250e+13
1.395075075075075074e+04,8.032801195977500000e+13
1.401071071071071128e+04,7.987808573965310938e+13
1.407067067067067001e+04,7.943131462732976562e+13
1.413063063063063055e+04,7.898766427091428125e+13
1.419059059059059109e+04,7.854710286630904688e+13
1.425055055055054981e+04,7.810959658732146875e+13
1.431051051051051036e+04,7.767511464019118750e+13
1.437047047047047090e+04,7.724362573652154688e+13
1.443043043043042962e+04,7.681509959269987500e+13
1.449039039039039017e+04,7.638950487557571875e+13
1.455035035035035071e+04,7.596681223955529688e+13
1.461031031031030943e+04,7.554699229981384375e+13
1.467027027027026998e+04,7.513001612429579688e+13
1.473023023023023052e+04,7.471585522489843750e+13
1.479019019019019106e+04,7.430448154880421875e+13
1.485015015015014978e+04,7.389586747000189062e+13
1.491011011011011033e+04,7.348998631942423438e+13
1.497007007007007087e+04,7.308681023715176562e+13
1.503003003003002959e+04,7.268631335322170312e+13
1.508998998998999014e+04,7.228846966764451562e+13
1.514994994994995068e+04,7.189325356748171875e+13
1.520990990990990940e+04,7.150063981940104688e+13
1.526986986986986994e+04,7.111060356238284375e+13
1.532982982982983049e+04,7.072312084572751562e+13
1.538978978978978921e+04,7.033816645530014062e+13
1.544974974974974975e+04,6.995571713642269531e+13
1.550970970970971030e+04,6.957574944743514844e+13
1.556966966966966902e+04,6.919824028478260938e+13
1.562962962962962956e+04,6.882316687659182812e+13
1.568958958958959010e+04,6.845050677641452344e+13
1.574954954954954883e+04,6.808023785705944531e+13
1.580950950950950937e+04,6.771233886687911719e+13
1.586946946946946991e+04,6.734678718853735156e+13
1.592942942942942864e+04,6.698356216582382031e+13
1.598938938938938918e+04,6.662264288972227344e+13
1.604934934934934972e+04,6.626400874166236719e+13
1.610930930930930845e+04,6.590763938807762500e+13
1.616926926926926899e+04,6.555351477515031250e+13
1.622922922922922953e+04,6.520161512361731250e+13
1.628918918918919007e+04,6.485192092367828125e+13
1.634914914914914880e+04,6.450441351969016406e+13
1.640910910910910752e+04,6.415907276081013281e+13
1.646906906906906806e+04,6.381588049218234375e+13
1.652902902902902861e+04,6.347481823332335156e+13
1.658898898898898915e+04,6.313586774938612500e+13
1.664894894894894969e+04,6.279901104674260156e+13
1.670890890890891023e+04,6.246423036857311719e+13
1.676886886886886714e+04,6.213150819062359375e+13
1.682882882882882768e+04,6.180082781616822656e+13
1.688878878878878822e+04,6.147217098895528906e+13
1.694874874874874877e+04,6.114552144318907812e+13
1.700870870870870931e+04,6.082086254369607031e+13
1.706866866866866985e+04,6.049817786773453125e+13
1.712862862862863039e+04,6.017745120121953906e+13
