Photon Energy [eV],Flux [Photons/s/0.1%bw]
9.641883767535070365e+04,2.413753349267885834e+07
9.677755511022043356e+04,2.454087331490071490e+07
9.713627254509017803e+04,2.493671720748339966e+07
9.749498997995992249e+04,2.532474151285142824e+07
9.785370741482965241e+04,2.570463661853916943e+07
9.821242484969939687e+04,2.607610720889353380e+07
9.857114228456912679e+04,2.643887247671487927e+07
9.892985971943887125e+04,2.679266629586816579e+07
9.928857715430861572e+04,2.713723735597216338e+07
9.964729458917834563e+04,2.747234926034070551e+07
1.000060120240480901e+05,2.779777321666042507e+07
1.003647294589178346e+05,2.811300354842905700e+07
1.007234468937875645e+05,2.841812731723204255e+07
1.010821643286573089e+05,2.871294126820508391e+07
1.014408817635270534e+05,2.899725762829446048e+07
1.017995991983967833e+05,2.927090411440989748e+07
1.021583166332665278e+05,2.953372390714206174e+07
1.025170340681362723e+05,2.978557559135534987e+07
1.028757515030060022e+05,3.002633306501542777e+07
1.032344689378757466e+05,3.025588541766111180e+07
1.035931863727454911e+05,3.047413677996168658e+07
1.039519038076152210e+05,3.068100614582219347e+07
1.043106212424849655e+05,3.087642716853703186e+07
1.046693386773547099e+05,3.106034793248786405e+07
1.050280561122244399e+05,3.123273070189727470e+07
1.053867735470941843e+05,3.139355164816142991e+07
1.057454909819639288e+05,3.154280055726229772e+07
1.061042084168336587e+05,3.168048051876650378e+07
1.064629258517034032e+05,3.180660759790096432e+07
1.068216432865731476e+05,3.192121049217130244e+07
1.071803607214428775e+05,3.202433017397441715e+07
1.075390781563126220e+05,3.211601952062394470e+07
1.078977955911823665e+05,3.219634293318798020e+07
1.082565130260520964e+05,3.226537594548593834e+07
1.086152304609218409e+05,3.232320482458483428e+07
1.089739478957915853e+05,3.236992616406105831e+07
1.093326653306613152e+05,3.240564647129516304e+07
1.096913827655310597e+05,3.243048174997951090e+07
1.100501002004008042e+05,3.244455707901658118e+07
1.104088176352705341e+05,3.244800618890947849e+07
1.107675350701402785e+05,3.244097103671731055e+07
1.111262525050100085e+05,3.242360138059285283e+07
1.114849699398797529e+05,3.239605435487373546e+07
1.118436873747494974e+05,3.235849404665229842e+07
1.122024048096192273e+05,3.231109107469404489e+07
1.125611222444889718e+05,3.225402217153799906e+07
1.129198396793587162e+05,3.218746976954802498e+07
1.132785571142284462e+05,3.211162159164576977e+07
1.136372745490981906e+05,3.202667024741277471e+07
1.139959919839679351e+05,3.193281283518486843e+07
1.143547094188376650e+05,3.183025055073482916e+07
1.147134268537074095e+05,3.171918830308001116e+07
1.150721442885771539e+05,3.159983433791597933e+07
1.154308617234468838e+05,3.147239986912194267e+07
1.157895791583166283e+05,3.133709871876092628e+07
1.161482965931863728e+05,3.119414696593033150e+07
1.165070140280561027e+05,3.104376260480349883e+07
1.168657314629258472e+05,3.088616521214595437e+07
1.172244488977955916e+05,3.072157562456340715e+07
1.175831663326653215e+05,3.055021562569814920e+07
1.179418837675350660e+05,3.037230764355235174e+07
1.183006012024048105e+05,3.018807445809775963e+07
1.186593186372745404e+05,2.999773891927805915e+07
1.190180360721442848e+05,2.980152367549933866e+07
1.193767535070140293e+05,2.959965091266819835e+07
1.197354709418837592e+05,2.939234210380320624e+07
1.200941883767535037e+05,2.917981776923264191e+07
1.204529058116232482e+05,2.896229724735696241e+07
1.208116232464929781e+05,2.873999847593582049e+07
1.211703406813627225e+05,2.851313778383634984e+07
1.215290581162324524e+05,2.828192969316284359e+07
1.218877755511021969e+05,2.804658673166472092e+07
1.222464929859719414e+05,2.780731925530178100e+07
1.226052104208416713e+05,2.756433528083934635e+07
1.229639278557114158e+05,2.731784032831569016e+07
1.233226452905811602e+05,2.706803727322471142e+07
1.236813627254508901e+05,2.681512620823577419e+07
1.240400801603206346e+05,2.655930431426363811e+07
1.243987975951903791e+05,2.630076574069445953e+07
1.247575150300601090e+05,2.603970149455980957e+07
1.251162324649298534e+05,2.577629933844506741e+07
1.254749498997995979e+05,2.551074369691151008e+07
1.258336673346693278e+05,2.524321557120652124e+07
1.261923847695390723e+05,2.497389246202640980e+07
1.265511022044088168e+05,2.470294830010058731e+07
1.269098196392785467e+05,2.443055338434943557e+07
1.272685370741482911e+05,2.415687432738083228e+07
