Photon Energy [eV],[oe 1] Transmitivity 100umAl,[oe 2] Transmitivity 200umAl,[oe 3] Transmitivity 500umAl,[oe 2] Transmitivity 1mmAl,[oe 4] Transmitivity 10umCu,[oe 5] Transmitivity 20umCu,[oe 3] Transmitivity 50umCu,[oe 4] Transmitivity 10umFe,[oe 5] Transmitivity 50umFe,[oe 3] Transmitivity 75umPd,[oe 1] Transmitivity 5mmGraphite,[oe 2] Transmitivity 20mmGraphite,[oe 1] Transmitivity 700umCVD,[oe 4] Transmitivity 1mAir,[oe 1] Transmitivity_1.5mmSi,[oe 2] Transmitivity_25umMo
1898.7987987988,1.11822632143143E-30,1.25043010594207E-60,1.74843122356203E-150,3.05701174352663E-300,2.87498357187467E-10,8.26553053854923E-20,1.96415988512594E-48,4.42131134382967E-07,1.68948948273528E-32,5.0525841416211E-58,3.49649659961098E-137,0,3.08214354000819E-38,3.21770298963767E-32,0,8.47984969703634E-13
1958.75875875876,1.37276551968455E-28,1.8844851720348E-56,4.8750807249709E-140,2.37664120749828E-279,1.48316732078864E-09,2.19978530145534E-18,7.17712879197707E-45,1.35495552271774E-06,4.56693885718047E-30,6.6629352200793E-54,2.9835128708512E-125,0,5.87014606925687E-35,1.5273750781495E-29,0,6.34355309232441E-12
2018.71871871872,1.14996678931044E-26,1.32242361651695E-52,2.01106677575588E-130,4.04438957654916E-260,6.60514704009277E-09,4.36279674212462E-17,1.25722338463933E-41,3.7341295781304E-06,7.26017220138049E-28,3.75546046422576E-50,1.16753196324102E-114,0,4.7916316304803E-32,3.69585148887364E-27,0,3.93813937754178E-11
2078.67867867868,6.82468472984456E-25,4.65763216617735E-49,1.48051553398764E-121,2.19192624637869E-242,2.63710936841102E-08,6.95434582096118E-16,1.27538324704408E-38,9.46968206539071E-06,7.61512420734886E-26,1.09893715672182E-46,3.17768300255704E-105,0,1.87963044626809E-29,4.9849027094335E-25,0,2.1055515208783E-10
2138.63863863864,2.94111651772324E-23,8.65016637082447E-46,2.20070155895208E-113,4.8430873515741E-226,9.18018274736827E-08,8.4275755275078E-15,6.52013568170001E-36,2.18824021757541E-05,5.01735670854643E-24,1.49553769579294E-43,8.56318689278781E-97,0,3.90463105428939E-27,4.03949208284446E-23,0,9.58689551092067E-10
2198.5985985986,9.42129589888252E-22,8.87608164143006E-43,7.42255151543288E-106,5.50942709992549E-211,2.83384232203909E-07,8.03066230617991E-14,1.82758847179035E-33,4.66094091804372E-05,2.19972296737096E-22,1.03770441932764E-40,3.07944771482632E-89,0,4.66273247807693E-25,2.0973399129703E-21,0,3.78966461921825E-09
2258.55855855856,2.29455560566986E-20,5.26498542751097E-40,6.36052455689879E-99,4.04562726389126E-197,7.86967854144095E-07,6.19318403456161E-13,3.01845679471497E-31,9.24149985319555E-05,6.74081339437014E-21,3.97216797166164E-38,1.90420486766192E-82,0,3.43176359302676E-23,7.37050741602304E-20,0,1.32224169286468E-08
2318.51851851852,4.34159644131459E-19,1.88494596592355E-37,1.54257846079055E-92,2.37954830769494E-184,1.99049903613813E-06,3.96208641286683E-12,3.12471101321615E-29,0.000172013368487,1.50595156100349E-19,8.97665711442668E-36,2.51338903158717E-76,3.99060609895945E-303,1.6520519830745E-21,1.83735339397593E-18,5.08585850678318E-304,4.13033376244355E-08
2378.47847847848,6.51343418512928E-18,4.24248248840107E-35,1.17233072117671E-86,1.37435931981471E-172,4.6346125581101E-06,2.14796335637918E-11,2.13829278412171E-27,0.000302749197246,2.54340195817373E-18,1.26994872443986E-33,8.52182695323839E-71,5.27388729070042E-281,5.47352437705076E-20,3.38271352135571E-17,1.24339985366848E-284,1.1693956080016E-07
2438.43843843844,7.8969456648037E-17,6.23617508328619E-33,3.07111266659992E-81,9.43173301095044E-162,1.00255647002629E-05,1.00511947559158E-10,1.01284787281418E-25,0.000507021480357,3.35067106064556E-17,1.18336135505516E-31,8.70317031687736E-66,5.73733131832762E-261,1.30393204981087E-18,4.76229701522754E-16,1.95199826697599E-266,3.03298242455747E-07
2498.3983983984,7.87577516548932E-16,6.20278344573383E-31,3.03016688610059E-76,9.18191135762056E-152,2.03103601774372E-05,4.12510730537227E-10,3.45611452766834E-24,0.000812366738196,3.53802311548328E-16,7.59143558106116E-30,3.07158844315849E-61,8.90127256140481E-243,2.31947724481632E-17,5.2834441254746E-15,1.90753891940295E-249,7.27346207019612E-07
2558.35835835836,6.56796849564293E-15,4.31382101597581E-29,1.2222366567951E-71,1.49386244521366E-142,3.88026549022321E-05,1.50564602746171E-09,8.79644530320427E-23,0.001251162720672,3.06597760932274E-15,3.48489485045398E-28,4.21951231048934E-57,3.16992533679854E-226,3.18329687218747E-16,4.7415312881893E-14,1.20025018013856E-233,1.04179771303636E-21
2618.31831831832,4.64975548205907E-14,2.16202260429384E-27,2.17345461374523E-67,4.72390495801043E-134,7.03364984205239E-05,4.94722301006035E-09,1.72148688985078E-21,0.001859962549838,2.22597867343103E-14,1.1841925785617E-26,2.50192070945207E-53,3.91826827538056E-211,3.46783451659619E-15,3.5213683934915E-13,5.26735881816591E-219,2.70327786629854E-20
2678.27827827828,2.83343122714812E-13,8.02833251897808E-26,1.8262632492661E-63,3.33523745561999E-126,0.000121615851051,1.47904152268129E-08,2.66042436404505E-20,0.002678512347384,1.37869520009438E-13,3.06866967748094E-25,7.00702335011591E-50,2.41065054833126E-197,3.07391784547754E-14,2.20769914024767E-12,1.80215811307606E-205,2.01905598933336E-26
2738.23823823824,1.50520532953991E-12,2.26564308407535E-24,7.72642755453348E-60,5.96976827554543E-119,0.000201523152486,4.06115809878308E-08,3.32372238238434E-19,0.003748536371859,7.40131086765792E-13,6.22545244906192E-24,1.00290744928447E-46,1.01168061508709E-184,2.26561083388064E-13,1.1889985537396E-11,5.48168819642093E-193,4.64103945039737E-25
2798.1981981982,7.05219101512382E-12,4.97333981137932E-23,1.74429660406755E-56,3.04257064296158E-112,0.000321351017116,1.03266476201632E-07,3.42687603365924E-18,0.005112389839129,3.49236651137669E-12,1.01195606078482E-22,7.86069841677955E-44,3.81807572724962E-173,1.4150961519912E-12,5.5859475950871E-11,1.7097113345041E-181,8.38692662530637E-24
2858.15815815816,2.94512682072705E-11,8.67377199016582E-22,2.21574615253829E-53,4.90953101248822E-106,0.000494927139515,2.44952873428891E-07,2.96965737812751E-17,0.006811681469955,1.46646484320286E-11,1.34541314338466E-21,3.58524977901743E-41,1.65225726761253E-162,7.61635666429982E-12,2.32037356382291E-10,6.33723178147373E-171,1.23184121446293E-22
2918.11811811812,1.10697354295088E-10,1.22539042479322E-20,1.66221120692402E-50,2.76294609642379E-100,0.000738612454635,5.45548358141605E-07,2.19828062762944E-16,0.008885958151012,5.54014737742405E-11,1.49002275616627E-20,1.00391969092952E-38,1.0157711887042E-152,3.5847942450524E-11,8.62488498006332E-10,3.23588382420784E-161,1.45004713991361E-24
2978.07807807808,3.77792671778537E-10,1.42727302849566E-19,7.69604586554971E-48,5.92291219646449E-95,0.001071164680805,1.14739377340485E-06,1.41020166104088E-15,0.011371526697727,1.90148925925202E-10,1.39716567055147E-19,1.80951939408711E-36,1.0721436275172E-143,1.49482246126718E-10,2.89921270205448E-09,2.63003947134392E-152,1.93965633061684E-23
3038.03803803804,1.18021567560328E-09,1.3929090409397E-18,2.28984925652697E-45,5.2434096176171E-90,0.001522471430019,2.31791925522403E-06,8.17985787891037E-15,0.014349946767732,6.08487204447689E-10,1.15339518594784E-18,2.18955205201571E-34,2.29837609703018E-135,5.58648113090587E-10,8.89650449019576E-09,3.92238709346468E-144,2.41083618716151E-22
3097.997997998,3.40139665566118E-09,1.1569499209143E-17,4.55288207617136E-43,2.07287351995224E-85,0.002118380017375,4.48753389801286E-06,4.26598530838327E-14,0.017848507437161,1.81137981005959E-09,8.37456840273174E-18,1.84605490129649E-32,1.1613909856273E-127,1.89040701970642E-09,2.51304541377033E-08,1.27257757171694E-136,2.67230981757544E-21
