Photon Energy [eV],[oe 5] Transmitivity
1.000000000000000000e+02,0.000000000000000000e+00
1.599599599599599742e+02,0.000000000000000000e+00
2.199199199199199199e+02,1.059592946696970989e-318
2.798798798798798657e+02,2.476430116277887663e-214
3.398398398398398399e+02,3.756160612294129066e-152
3.997997997997998141e+02,5.254853784526372068e-113
4.597597597597597314e+02,3.878651113650051244e-86
5.197197197197197056e+02,1.431393823422425031e-67
5.796796796796796798e+02,6.258267625307926702e-54
6.396396396396396540e+02,5.455134170958742762e-44
6.995995995995996282e+02,2.026855890912152931e-36
7.595595595595596023e+02,2.112730187190056895e-243
8.195195195195194628e+02,3.247020184502499365e-204
8.794794794794794370e+02,3.401890943378545460e-200
9.394394394394394112e+02,4.658100794088765083e-175
9.993993993993993854e+02,3.063185534905696525e-156
1.059359359359359360e+03,8.481525369125695666e-136
1.119319319319319220e+03,6.421424966811088250e-119
1.179279279279279308e+03,7.135223467335245931e-105
1.239239239239239168e+03,4.481458842042238193e-93
1.299199199199199256e+03,4.421330416822467565e-83
1.359159159159159117e+03,1.502601367593499168e-74
1.419119119119119205e+03,3.239951290580475762e-67
1.479079079079079065e+03,7.165610494669783007e-61
1.539039039039038926e+03,3.742022174976375577e-55
1.598998998998999014e+03,4.487145699062094235e-50
1.658958958958958874e+03,1.243871606486049035e-45
1.718918918918918962e+03,1.000120069828735508e-41
1.778878878878878822e+03,2.807610699856388996e-38
1.838838838838838910e+03,3.205726097447005313e-35
1.898798798798798771e+03,1.689489482735278660e-32
1.958758758758758859e+03,4.566938857180470667e-30
2.018718718718718719e+03,7.260172201380488802e-28
2.078678678678678807e+03,7.615124207348860041e-26
2.138638638638638440e+03,5.017356708546432501e-24
2.198598598598598528e+03,2.199722967370955539e-22
2.258558558558558616e+03,6.740813394370143830e-21
2.318518518518518704e+03,1.505951561003494390e-19
2.378478478478478337e+03,2.543401958173733210e-18
2.438438438438438425e+03,3.350671060645561368e-17
2.498398398398398513e+03,3.538023115483277472e-16
2.558358358358358146e+03,3.065977609322744584e-15
2.618318318318318234e+03,2.225978673431032983e-14
2.678278278278278322e+03,1.378695200094379650e-13
2.738238238238238409e+03,7.401310867657919028e-13
2.798198198198198043e+03,3.492366511376685495e-12
2.858158158158158130e+03,1.466464843202855207e-11
2.918118118118118218e+03,5.540147377424049226e-11
2.978078078078077851e+03,1.901489259252023718e-10
3.038038038038037939e+03,6.084872044476893265e-10
3.097997997997998027e+03,1.811379810059590697e-09
3.157957957957958115e+03,4.999541805802645982e-09
3.217917917917917748e+03,1.287809382210149308e-08
3.277877877877877836e+03,3.114008242328791295e-08
3.337837837837837924e+03,7.105972033882139028e-08
3.397797797797798012e+03,1.537532367059737675e-07
3.457757757757757645e+03,3.167979207805633105e-07
3.517717717717717733e+03,6.239925004619678326e-07
3.577677677677677821e+03,1.179066726107092352e-06
3.637637637637637454e+03,2.144079674153405397e-06
3.697597597597597542e+03,3.763070034938024565e-06
3.757557557557557629e+03,6.391237476256098609e-06
3.817517517517517717e+03,1.052955839397847478e-05
3.877477477477477350e+03,1.686430306296682536e-05
3.937437437437437438e+03,2.631046595669203744e-05
3.997397397397397526e+03,4.005769284209756323e-05
4.057357357357357159e+03,5.991856791953468049e-05
4.117317317317317247e+03,8.772513839457400360e-05
4.177277277277276880e+03,1.258645138765008946e-04
4.237237237237237423e+03,1.772074932444030030e-04
4.297197197197197056e+03,2.451303759164841722e-04
4.357157157157157599e+03,3.335363855364722671e-04
4.417117117117117232e+03,4.468656245843528906e-04
4.477077077077076865e+03,5.900926038870321372e-04
4.537037037037037408e+03,7.687109234593846215e-04
4.596996996996997041e+03,9.887052137226479652e-04
4.656956956956956674e+03,1.256510946246942959e-03
4.716916916916917216e+03,1.578963164381653973e-03
4.776876876876876850e+03,1.963235547522960804e-03
4.836836836836836483e+03,2.416771496998922769e-03
4.896796796796797025e+03,2.947209112476671753e-03
4.956756756756756658e+03,3.562302017448872038e-03
5.016716716716716292e+03,4.272209510752196515e-03
5.076676676676676834e+03,5.090002488898975712e-03
5.136636636636636467e+03,6.018281585308290875e-03
5.196596596596597010e+03,7.064747555600228712e-03
5.256556556556556643e+03,8.236813272940343017e-03
5.316516516516516276e+03,9.541532291786114506e-03
5.376476476476476819e+03,1.098553430483379181e-02
5.436436436436436452e+03,1.257496823704041741e-02
