239 
9.982932e+02 1.017812e+03 1.037713e+03 1.058003e+03 1.078690e+03 1.099781e+03 1.121284e+03 1.143208e+03 1.165561e+03 1.188350e+03 1.211585e+03 1.235275e+03 1.259428e+03 1.284053e+03 1.309159e+03 1.334756e+03 1.360854e+03 1.387462e+03 1.414591e+03 1.442250e+03 1.470449e+03 1.499200e+03 1.528513e+03 1.558400e+03 1.588870e+03 1.619937e+03 1.651610e+03 1.683903e+03 1.716828e+03 1.750396e+03 1.784621e+03 1.819515e+03 1.855091e+03 1.891362e+03 1.928343e+03 1.966047e+03 2.004488e+03 2.043681e+03 2.083640e+03 2.124381e+03 2.165918e+03 2.208267e+03 2.251444e+03 2.295465e+03 2.340347e+03 2.386107e+03 2.432761e+03 2.480328e+03 2.528825e+03 2.578269e+03 2.628681e+03 2.680078e+03 2.732481e+03 2.785907e+03 2.840379e+03 2.895915e+03 2.952538e+03 3.010267e+03 3.069126e+03 3.129135e+03 3.190317e+03 3.252696e+03 3.316294e+03 3.381136e+03 3.447246e+03 3.514648e+03 3.583368e+03 3.653432e+03 3.724866e+03 3.797696e+03 3.871951e+03 3.947657e+03 4.024843e+03 4.103539e+03 4.183774e+03 4.265577e+03 4.348980e+03 4.434013e+03 4.520709e+03 4.609100e+03 4.699220e+03 4.791101e+03 4.884779e+03 4.980289e+03 5.077666e+03 5.176947e+03 5.278170e+03 5.381371e+03 5.486590e+03 5.593867e+03 5.703241e+03 5.814754e+03 5.928447e+03 6.044363e+03 6.162545e+03 6.283038e+03 6.405887e+03 6.531138e+03 6.658839e+03 6.789036e+03 6.921778e+03 7.057116e+03 7.195101e+03 7.335783e+03 7.479216e+03 7.625453e+03 7.774550e+03 7.926562e+03 8.081546e+03 8.239560e+03 8.400664e+03 8.564918e+03 8.732384e+03 8.903124e+03 9.077202e+03 9.254684e+03 9.435637e+03 9.620127e+03 9.808225e+03 1.000000e+04 1.019553e+04 1.039487e+04 1.059812e+04 1.080534e+04 1.101661e+04 1.123201e+04 1.145163e+04 1.167553e+04 1.190382e+04 1.213657e+04 1.237387e+04 1.261581e+04 1.286248e+04 1.311397e+04 1.337039e+04 1.363181e+04 1.389835e+04 1.417009e+04 1.444715e+04 1.472963e+04 1.501763e+04 1.531127e+04 1.561064e+04 1.591587e+04 1.622706e+04 1.654434e+04 1.686783e+04 1.719763e+04 1.753389e+04 1.787672e+04 1.822626e+04 1.858263e+04 1.894596e+04 1.931640e+04 1.969409e+04 2.007916e+04 2.047175e+04 2.087203e+04 2.128013e+04 2.169621e+04 2.212042e+04 2.255293e+04 2.299390e+04 2.344349e+04 2.390187e+04 2.436921e+04 2.484569e+04 2.533148e+04 2.582678e+04 2.633175e+04 2.684661e+04 2.737152e+04 2.790671e+04 2.845235e+04 2.900867e+04 2.957586e+04 3.015414e+04 3.074373e+04 3.134485e+04 3.195772e+04 3.258257e+04 3.321964e+04 3.386917e+04 3.453140e+04 3.520657e+04 3.589495e+04 3.659678e+04 3.731234e+04 3.804189e+04 3.878571e+04 3.954406e+04 4.031725e+04 4.110555e+04 4.190927e+04 4.272870e+04 4.356415e+04 4.441594e+04 4.528438e+04 4.616981e+04 4.707254e+04 4.799293e+04 4.893131e+04 4.988804e+04 5.086348e+04 5.185799e+04 5.287194e+04 5.390572e+04 5.495971e+04 5.603431e+04 5.712992e+04 5.824695e+04 5.938583e+04 6.054697e+04 6.173081e+04 6.293781e+04 6.416840e+04 6.542305e+04 6.670224e+04 6.800643e+04 6.933613e+04 7.069182e+04 7.207402e+04 7.348325e+04 7.492003e+04 7.638491e+04 7.787842e+04 7.940114e+04 8.095363e+04 8.253648e+04 8.415028e+04 8.579562e+04 8.747314e+04 8.918346e+04 9.092722e+04 9.270508e+04 9.451769e+04 9.636575e+04 9.824994e+04 1.001710e+05 
   4.44178203944600725e-04    3.62823369012525105e-05 
   4.26518570429079702e-04    3.38362627780747305e-05 
   4.09540019447152126e-04    3.15243626116339145e-05 
   3.93217983814975192e-04    2.93705422887815797e-05 
   3.77528833918949758e-04    2.73639896310938041e-05 
   3.62380657447314292e-04    2.54946320228643829e-05 
   3.47810241069668180e-04    2.37530858242320539e-05 
   3.33808744776287192e-04    2.21306092445468678e-05 
   3.20354260934796464e-04    2.06190584392889409e-05 
   3.07425719799470087e-04    1.92108466100370537e-05 
   2.95002857572890242e-04    1.78989059020725309e-05 
   2.82994088535937216e-04    1.66766519082518216e-05 
   2.71325893822504938e-04    1.55379506008721006e-05 
   2.60118547515397758e-04    1.44770875254488320e-05 
   2.49354205605345491e-04    1.34887391016842116e-05 
   2.39015708403567118e-04    1.25679458874889537e-05 
   2.29086554421775723e-04    1.17100876717796004e-05 
   2.19550875247720434e-04    1.09108602709578351e-05 
   2.10226547370462313e-04    1.01662539125353359e-05 
   2.01094001157087199e-04    9.47253309733949465e-06 
   1.92330364785386898e-04    8.82621783916066214e-06 
   1.83921202671522011e-04    8.22406618762033730e-06 
   1.75852635687645531e-04    7.65588721788417401e-06 
   1.67609676880897673e-04    7.12683692386734257e-06 
   1.59603100555294475e-04    6.63440756681591135e-06 
   1.51932114699104837e-04    6.17606231469751758e-06 
   1.44191086301148630e-04    5.74944012883494181e-06 
   1.36341562816055806e-04    5.35234358047271182e-06 
   1.27931259550573273e-04    4.98272751174151055e-06 
   1.18770642129617521e-04    4.63868848249956784e-06 
   1.07150516115095407e-04    4.31845494858472365e-06 
   8.68279920298586916e-05    4.02037812078647508e-06 
   9.27369687551138355e-05    3.90250258776165913e-05 
   1.02002792415789578e-04    3.71157422345062309e-05 
   1.04408158696944753e-04    3.52723957804344169e-05 
   1.04635260556373844e-04    3.34765215826340331e-05 
   1.03618111803815971e-04    3.17132769709134414e-05 
   1.02011844812843755e-04    2.99759060445097943e-05 
   1.00019472605739068e-04    2.82722103912558559e-05 
   9.76579787345110972e-05    2.66111522133290279e-05 
   9.51836047665688412e-05    2.50002464131166005e-05 
   9.26146369421010363e-05    2.34456253797869879e-05 
   8.99699761448546909e-05    2.19521217857611218e-05 
   8.73209106874162089e-05    2.05233647356472259e-05 
   8.46346471082837226e-05    1.91618849859971081e-05 
   8.19801497888850150e-05    1.78692254049077290e-05 
   7.93523000123252942e-05    1.66460533355114660e-05 
   7.67478789466258249e-05    1.54922720403194332e-05 
   7.41935000966309488e-05    1.44071289122574687e-05 
   7.16990543156992288e-05    1.33893186256462328e-05 
   6.92638825271485459e-05    1.24370798533080019e-05 
   6.68743514101732828e-05    1.15482845854413486e-05 
   6.45478474453620166e-05    1.07205194464615734e-05 
   6.22867952000394354e-05    9.95115871526245143e-06 
   6.00892019883003670e-05    9.23742901237287625e-06 
   5.79583443084397132e-05    8.57646582624370354e-06 
   5.58830653827335766e-05    7.96536221379295671e-06 
   5.38753058769714244e-05    7.40120788810689830e-06 
   5.19294193355168687e-05    6.88075917462074108e-06 
   5.00435279333633076e-05    6.40013346029254884e-06 
   4.82161039006001602e-05    5.95572440902019361e-06 
   4.64478763210207646e-05    5.54430389985222724e-06 
   4.47385906509056852e-05    5.16297854547381662e-06 
   4.30861287423756067e-05    4.80915162109058361e-06 
   4.14894313307545559e-05    4.48048967656977106e-06 
   3.99488957967264469e-05    4.17489320871218061e-06 
   3.84614107735714583e-05    3.89047085885344606e-06 
   3.70255109395367654e-05    3.62551667611618474e-06 
   3.56397847912637289e-05    3.37849005063757191e-06 
   3.43032908558527083e-05    3.14799797571516192e-06 
   3.30148932335960765e-05    2.93277934449657871e-06 
   3.17723817195858516e-05    2.73169102680388666e-06 
   3.05743385785595123e-05    2.54369634298693522e-06 
